Team A,Team B,Score A,Score B,Date,Competition,SourceURL
PRFC Scottsdale 15B Predator,PRFC North Valley 14B Predator,4,2,4/26/2025,Arizona Presidents Cup ,
PRFC North Valley 14B Predator,Legends FC AZ 14B Gold,2,2,4/13/2025,Arizona Presidents Cup ,
14B Engilman,PRFC North Valley 14B Predator,3,3,4/12/2025,Arizona Presidents Cup ,
PRFC North Valley 14B Predator,Tuzos Halcones 2014,4,1,3/16/2025,Futsal B and G ,
14B OMolina,PRFC North Valley 14B Predator,1,0,3/9/2025,Ostrich Festival,
14B OMolina,PRFC North Valley 14B Predator,2,0,3/9/2025,Ostrich Festival,
15B NMarkette,PRFC North Valley 14B Predator,2,2,3/7/2025,Ostrich Festival,
PRFC North Valley 14B Predator,Phoenix Premier FC 14B Black,2,2,3/1/2025,Futsal B and G ,
Madison FC 14 Gold Boys Storm,PRFC North Valley 14B Predator,5,2,3/1/2025,Futsal B and G ,
PRFC North Valley 14B Predator,Next Level Soccer Southeast 2014 Boys Green,0,1,2/23/2025,Phoenix Rising FC Tournaments - Max Shacknai Invitational,
PRFC North Valley 14B Predator,14B OMolina,2,1,2/15/2025,Futsal B and G ,
PRFC North Valley 14B Predator,15B NMarkette,1,3,2/1/2025,Futsal B and G ,
PRFC North Valley 14B Predator,AZSC 14B Perez,0,4,1/26/2025,AZ Soccer Clash,
AZ Arsenal 15 Boys Teal 1 JZ,PRFC North Valley 14B Predator,2,1,1/25/2025,AZ Soccer Clash,
PRFC North Valley 14B Predator,PRFC Desert Foothills 14B Pre-Academy,2,3,1/24/2025,AZ Soccer Clash,
Next Level Soccer Northwest 2014 Boys,PRFC North Valley 14B Predator,1,1,1/12/2025,CCV Stars Champions Cup,
West Valley 2014 Boys Martinez Pre-Elite64,PRFC North Valley 14B Predator,7,1,1/11/2025,CCV Stars Champions Cup,
CCV STARS 14 Boys Navy PEO,PRFC North Valley 14B Predator,5,1,1/10/2025,CCV Stars Champions Cup,
PRFC North Valley 14B Predator,AZEV B2014 (NAVY),0,4,12/15/2024,Holiday Classic,
PRFC North Valley 14B Predator,East Valley NSFC 14 Boys Aguirre,1,3,12/14/2024,Holiday Classic,
PRFC North Valley 14B Predator,AZEV B2014 (NAVY),3,8,11/24/2024,Heritage Cup,
PRFC Southeast Valley 14B Predator,PRFC North Valley 14B Predator,2,4,11/23/2024,Heritage Cup,
PRFC North Valley 14B Predator,CCV STARS 14 Boys Orange LAV,0,3,11/23/2024,Heritage Cup,
PRFC North Valley 14B Predator,AZEV B2014 (NAVY),0,4,11/16/2024,OPEN League: Season 1,
PRFC North Valley 14B Predator,Legends FC AZ 14B Black,3,1,11/2/2024,OPEN League: Season 1,
Phoenix Premier FC 14B Black,PRFC North Valley 14B Predator,2,2,10/19/2024,OPEN League: Season 1,
PRFC North Valley 14B Predator,14,2,7,10/12/2024,Arsenal Challenge,
East Valley NSFC 14 Boys Aguirre,PRFC North Valley 14B Predator,4,1,10/10/2024,Arsenal Challenge,
West Valley 2014 Boys Martinez Pre-Elite64,PRFC North Valley 14B Predator,2,3,10/5/2024,OPEN League: Season 1,
PRFC North Valley 14B Predator,14,2,5,9/28/2024,OPEN League: Season 1,
Tuzos Halcones 2014,PRFC North Valley 14B Predator,2,7,9/14/2024,OPEN League: Season 1,
PRFC North Valley 14B Predator,PRFC Southeast Valley 14B Predator,4,2,9/8/2024,Flagstaff Soccer United Cup,
Madison FC 14 Gold Boys Storm,PRFC North Valley 14B Predator,1,2,9/8/2024,Flagstaff Soccer United Cup,
PRFC North Valley 14B Predator,U-11 (2014) Boys Pre Academy,8,2,9/7/2024,Flagstaff Soccer United Cup,
PRFC North Valley 14B Predator,PRFC Scottsdale 14B Predator,8,1,9/1/2024,Phoenix Rising Cup,
PRFC North Valley 14B Predator,PRFC Desert Foothills 14B Pre-Academy,2,4,9/1/2024,Phoenix Rising Cup,
East Valley NSFC 14 Boys Aguirre,PRFC North Valley 14B Predator,2,1,8/31/2024,Phoenix Rising Cup,
PRFC North Valley 14B Predator,Next Level Soccer Northwest 2014 Boys,3,3,8/31/2024,Phoenix Rising Cup,
U-12 (2014) Boys Pre Academy Orange,PSG 14B Blue,1,2,10/4/2025,OPEN League: Season 1,
Phoenix United 2014 Premier,PSG 14B Blue,3,2,9/28/2025,The Derby 2025,
FC ARIZONA PRE ECNL RL B14,PSG 14B Blue,6,3,9/28/2025,The Derby 2025,
PSG 14B Blue,FC Elite Arizona 2014 Boys - Urbina,7,0,9/28/2025,The Derby 2025,
PSG 14B Blue,CCV Stars 14 Boys North Orange,0,0,9/26/2025,The Derby 2025,
PSG 14B Blue,PRFC Southeast Valley 14B Pre-Academy,6,0,9/13/2025,OPEN League: Season 1,
AZ Arsenal 14 Boys Teal SC,PSG 14B Blue,3,5,9/6/2025,OPEN League: Season 1,
FC Elite Arizona 2014 Boys - Urbina,PSG 14B Blue,1,4,8/31/2025,Phoenix Rising Cup,
PSG 14B Blue,Tuzos Royals 14 Pre-Academy,6,5,8/31/2025,Phoenix Rising Cup,
PSG 14B Blue,AZ Inferno 14 Boys Black,3,0,8/30/2025,Phoenix Rising Cup,
PRFC Southeast Valley 14B Pre-Academy,PSG 14B Blue,3,3,8/29/2025,Phoenix Rising Cup,
PSG 14B Blue,PRFC North Valley 14B Copa,11,1,4/5/2025,Futsal B and G ,
Tuzos Royals 14 Pre-Academy,PSG 14B Blue,1,0,3/30/2025,Tuzos Challenge,
PSG 14B Blue,Phoenix United FC 2014 Premier,2,2,3/29/2025,Tuzos Challenge,
Verde Valley United FC,PSG 14B Blue,0,0,3/29/2025,Tuzos Challenge,
PSG 14B Blue,Tuzos 2014 Nava,7,1,3/1/2025,Futsal B and G ,
Phoenix United 2015 Academy,PSG 14B Blue,2,2,2/23/2025,AZFC Select Invitational ,
NOS Santos 14 Boys White,PSG 14B Blue,0,8,2/15/2025,Futsal B and G ,
AZEV B2014 (WHITE),PSG 14B Blue,1,6,1/11/2025,Futsal B and G ,
PSG 14B Blue,AZSC 14B Azanger,0,0,12/15/2024,Holiday Classic,
Amore 2014 Boys,PSG 14B Blue,3,4,12/14/2024,Holiday Classic,
PSG 14B Blue,CCV STARS 14 Boys Navy LAV,8,2,11/24/2024,Heritage Cup,
West Valley 2014 Boys Martinez Pre-Elite64,PSG 14B Blue,8,4,11/23/2024,Heritage Cup,
Phoenix United FC 2014 Premier,PSG 14B Blue,1,6,11/23/2024,Heritage Cup,
CCV STARS 14 Boys White PEO,PSG 14B Blue,0,6,11/17/2024,OPEN League: Season 1,
PSG 14B Blue,PRFC West Valley 14B Predator,3,1,11/16/2024,OPEN League: Season 1,
FSC United 14 Boys,PSG 14B Blue,4,10,10/26/2024,OPEN League: Season 1,
PSG 14B Blue,Playmaker Futbol Academy 14B Gold,2,0,10/12/2024,Tournaments Powered by Rated Sports ,
14B GSA,PSG 14B Blue,8,0,10/12/2024,Tournaments Powered by Rated Sports ,
Excel Soccer Academy 14 Red,PSG 14B Blue,5,0,10/11/2024,Tournaments Powered by Rated Sports ,
State 48 FC 14 White,PSG 14B Blue,0,4,9/1/2024,Phoenix Rising Cup,
14,PSG 14B Blue,6,3,8/31/2024,Phoenix Rising Cup,
Playmaker Futbol Academy PRE-ECNL B14,14B GSA,1,3,9/28/2025,The Derby 2025,
Southeast 2014 Boys Red,Playmaker Futbol Academy PRE-ECNL B14,0,3,9/27/2025,The Derby 2025,
Southeast 2015 Boys Red,Playmaker Futbol Academy PRE-ECNL B14,7,1,9/27/2025,The Derby 2025,
Playmaker Futbol Academy PRE-ECNL B14,CCV Stars 14 Boys South Pre-ECNL,1,2,9/13/2025,Cactus Kick Off,
14B Velasco,Playmaker Futbol Academy PRE-ECNL B14,1,5,9/13/2025,Cactus Kick Off,
East Valley NSFC 14 Boys Aguirre,Playmaker Futbol Academy PRE-ECNL B14,2,2,9/12/2025,Cactus Kick Off,
Playmaker Futbol Academy PRE-ECNL B14,PRFC Scottsdale 14B Pre-Academy,2,1,8/31/2025,Phoenix Rising Cup,
Playmaker Futbol Academy PRE-ECNL B14,14B GSA,2,6,8/31/2025,Phoenix Rising Cup,
14 Pre-MLSN #2,Playmaker Futbol Academy PRE-ECNL B14,2,4,8/30/2025,Phoenix Rising Cup,
Playmaker Futbol Academy PRE-ECNL B14,Phoenix Premier FC 14B Pre MLS AD,5,2,8/29/2025,Phoenix Rising Cup,
Playmaker Futbol Academy PRE-ECNL B14,14B JCFresquez Pre-MLS Next,0,3,3/2/2025,ARIZONA ADVANCED LEAGUES,
AZ Arsenal Pre-ECNL B14,Playmaker Futbol Academy PRE-ECNL B14,3,0,3/1/2025,ARIZONA ADVANCED LEAGUES,
14 ECNL #1,Playmaker Futbol Academy PRE-ECNL B14,3,0,2/2/2025,ARIZONA ADVANCED LEAGUES,
Legends FC AZ 14B FC,Playmaker Futbol Academy PRE-ECNL B14,3,0,1/31/2025,ARIZONA ADVANCED LEAGUES,
14B OMolina,Playmaker Futbol Academy PRE-ECNL B14,2,5,11/23/2024,Heritage Cup,
Playmaker Futbol Academy PRE-ECNL B14,14B Flores,4,4,10/27/2024,ARIZONA ADVANCED LEAGUES,
Playmaker Futbol Academy PRE-ECNL B14,PRFC North Valley 14B PreAcademy,2,3,10/19/2024,ARIZONA ADVANCED LEAGUES,
Playmaker Futbol Academy PRE-ECNL B14,Madison FC 14 Gold Boys Storm,5,0,10/12/2024,Tournaments Powered by Rated Sports ,
Playmaker Futbol Academy PRE-ECNL B14,14B Velasco Pre-MLS Next,3,5,9/29/2024,ARIZONA ADVANCED LEAGUES,
14 ECNL #2,Playmaker Futbol Academy PRE-ECNL B14,3,0,9/28/2024,ARIZONA ADVANCED LEAGUES,
CCV STARS 14 Boys Orange LAV,Playmaker Futbol Academy PRE-ECNL B14,0,3,9/22/2024,ARIZONA ADVANCED LEAGUES,
Excel Soccer Academy 14 Red,Playmaker Futbol Academy PRE-ECNL B14,10,2,9/21/2024,ARIZONA ADVANCED LEAGUES,
Scottsdale 13 Sandsharks Select,Playmaker Futbol Academy PRE-ECNL B14,2,1,9/15/2024,Cactus Kick Off,
13B Flores,Playmaker Futbol Academy PRE-ECNL B14,3,2,9/14/2024,Cactus Kick Off,
Playmaker Futbol Academy PRE-ECNL B14,14B GSA,2,6,9/13/2024,Cactus Kick Off,
Phoenix United 2015 Elite,Playmaker Futbol Academy PRE-ECNL B14,3,3,9/1/2024,Phoenix Rising Cup,
14 ECNL #1,Playmaker Futbol Academy PRE-ECNL B14,2,5,8/31/2024,Phoenix Rising Cup,
Playmaker Futbol Academy PRE-ECNL B14,Next Level Soccer Southeast 2014 Boys Red,1,0,8/31/2024,Phoenix Rising Cup,
Playmaker Futbol Academy PRE-ECNL B14,2014 Boys Yellow,8,1,4/27/2024,Arizona Presidents Cup ,
Playmaker Futbol Academy PRE-ECNL B14,CCV STARS 14 Boys Orange LAV,2,1,4/20/2024,Arizona Presidents Cup ,
Tuzos Chandler 2014 boys,U-12 (2014) Boys Yuma Pre Academy,2,5,9/7/2025,Tuzos Challenge,
Tuzos Academy Mesa 2014,U-12 (2014) Boys Yuma Pre Academy,1,2,9/7/2025,Tuzos Challenge,
U-12 (2014) Boys Yuma Pre Academy,Dynamos SC 14B Gold,4,1,9/6/2025,Tuzos Challenge,
Select 14B Red,U-12 (2014) Boys Yuma Pre Academy,3,0,9/6/2025,Tuzos Challenge,
B2014,U-12 (2014) Boys Yuma Pre Academy,2,0,6/15/2025,Copa Rayados West,
U-12 (2014) Boys Yuma Pre Academy,"ARCOS FC , CHALLENGERS",0,3,6/15/2025,Copa Rayados West,
U-12 (2014) Boys Yuma Pre Academy,Albion CC SM B14 Academy,1,2,6/14/2025,Copa Rayados West,
RENO PUMITAS,U-12 (2014) Boys Yuma Pre Academy,1,0,6/13/2025,Copa Rayados West,
Las Vegas Elite FC B14 Gold,U-12 (2014) Boys Yuma Pre Academy,0,2,6/13/2025,Copa Rayados West,
AZ Arsenal Pre-ECNL B14,U-12 (2014) Boys Yuma Pre Academy,1,0,2/8/2025,Desert Classic,
U-12 (2014) Boys Yuma Pre Academy,Brazas 2014 Boys Black Marcos,3,2,1/26/2025,AZ Soccer Clash,
AZ Arsenal Pre-ECNL B14,U-12 (2014) Boys Yuma Pre Academy,4,3,1/25/2025,AZ Soccer Clash,
U-12 (2014) Boys Yuma Pre Academy,Next Level Soccer Southeast 2014 Boys Red,3,5,1/25/2025,AZ Soccer Clash,
14B JCFresquez Pre-MLS Next,U-12 (2014) Boys Yuma Pre Academy,2,2,12/14/2024,Holiday Classic,
14 ECNL #1,U-12 (2014) Boys Yuma Pre Academy,0,2,10/13/2024,Arsenal Challenge,
Legends FC AZ 14B FC,U-12 (2014) Boys Yuma Pre Academy,3,2,10/12/2024,Arsenal Challenge,
Playmaker Futbol Academy 14B Gold,U-12 (2014) Boys Yuma Pre Academy,3,9,9/8/2024,Flagstaff Soccer United Cup,
Next Level Soccer Southeast 2014 Boys Red,U-12 (2014) Boys Yuma Pre Academy,2,1,9/8/2024,Flagstaff Soccer United Cup,
U-12 (2014) Boys Yuma Pre Academy,Next Level Soccer Southeast 2014 Boys Red,0,2,9/7/2024,Flagstaff Soccer United Cup,
Phoenix Premier FC 14B Black,U-12 (2014) Boys Yuma Pre Academy,0,4,9/7/2024,Flagstaff Soccer United Cup,
CDO 14B Premier,PRFC Scottsdale 14B Pre-Academy,1,2,10/5/2025,ARIZONA ADVANCED LEAGUES,
CDO 14B Premier,Pima Surf 2014 B,5,1,10/3/2025,ARIZONA ADVANCED LEAGUES,
Tuzos Halcones 2014,CDO 14B Premier,1,4,9/28/2025,ARIZONA ADVANCED LEAGUES,
PRFC Scottsdale 14B Pre-Academy,CDO 14B Premier,4,0,9/21/2025,ARIZONA ADVANCED LEAGUES,
Pima Surf 2014 B,CDO 14B Premier,3,3,9/19/2025,ARIZONA ADVANCED LEAGUES,
14 ECNL #2,CDO 14B Premier,3,2,4/6/2025,CDO Challenge Cup,
14 ECNL #1,CDO 14B Premier,9,0,4/5/2025,CDO Challenge Cup,
CDO 14B Premier,VSC 2014 Boys Green,3,0,3/7/2025,PCJSL League Play 2024/25,
CDO 14B Premier,14 ECNL #2,3,4,2/15/2025,Jacobs Classic,
14B OMolina,CDO 14B Premier,0,1,1/18/2025,Fort Lowell Shootout,
CDO 14B Premier,PRFC Southeast Valley 14B Predator-Central,4,3,1/18/2025,Fort Lowell Shootout,
PRFC Southeast Valley 14B Pre-Academy,CDO 14B Premier,0,0,12/15/2024,Holiday Classic,
CDO 14B Premier,AZSC 14B Perez,2,5,12/14/2024,Holiday Classic,
14B Jimmy,CDO 14B Premier,2,0,12/14/2024,Holiday Classic,
CDO 14B Premier,14 ECNL #1,0,8,9/20/2024,Tournaments,
Rebels FC 2014,FC Deportivo AZ 2014B (Gallegos),6,2,10/4/2025,OPEN League: Season 1,
CCV Stars 14 Boys West Orange,FC Deportivo AZ 2014B (Gallegos),0,4,9/20/2025,OPEN League: Season 1,
FC Deportivo AZ 2014B (Gallegos),Rey Del Castillo FC 2014/15,3,0,9/13/2025,OPEN League: Season 1,
AZSC 15B White,FC Deportivo AZ 2014B (Gallegos),2,5,5/25/2025,Flagstaff Soccer United Cup,
FC Deportivo AZ 2014B (Gallegos),State 48 FC 14 White,7,0,5/24/2025,Flagstaff Soccer United Cup,
14 ECNL #1,FC Deportivo AZ 2014B (Gallegos),5,3,5/24/2025,Flagstaff Soccer United Cup,
West Valley 2014 Boys Martinez Pre-Elite64,FC Deportivo AZ 2014B (Gallegos),4,1,4/27/2025,AZFC Select Challenge,
XOLOS ARIZONA 2014B,FC Deportivo AZ 2014B (Gallegos),3,3,4/27/2025,AZFC Select Challenge,
FC Deportivo AZ 2014B (Gallegos),Next Level Soccer Northwest 2015 Boys Red,8,5,4/26/2025,AZFC Select Challenge,
Phoenix United 2015 Academy,FC Deportivo AZ 2014B (Gallegos),0,5,4/26/2025,AZFC Select Challenge,
Amore 2014 Boys,FC Deportivo AZ 2014B (Gallegos),3,9,4/5/2025,Yavapai,
FC Deportivo AZ 2014B (Gallegos),PRFC Southeast Valley 14B Predator-Central,7,4,12/8/2024,Salvation Army Christmas Angel,
CCV STARS 14 Boys Navy PEO,FC Deportivo AZ 2014B (Gallegos),5,5,12/7/2024,Salvation Army Christmas Angel,
FC Deportivo AZ 2014B (Gallegos),Tuzos Halcones 2014,3,4,12/7/2024,Salvation Army Christmas Angel,
Madison FC 14 Blue Boys,FC Deportivo AZ 2014B (Gallegos),3,6,11/10/2024,Kick for the Cure,
AZEV B2014 (WHITE),FC Deportivo AZ 2014B (Gallegos),2,2,11/10/2024,Kick for the Cure,
FC Deportivo AZ 2014B (Gallegos),PRFC West Valley 14B Predator,4,0,11/9/2024,Kick for the Cure,
U-12 (2014) Boys Pre Academy Blue,14B Negrete Pre MLS Next,1,2,10/4/2025,ARIZONA ADVANCED LEAGUES,
14B Hermanson AL,14B Negrete Pre MLS Next,0,0,9/21/2025,Tournaments,
14B Negrete Pre MLS Next,14B NL #1,1,0,9/21/2025,Tournaments,
CCV Stars 14 Boys North Pre-ECNL,14B Negrete Pre MLS Next,4,0,9/20/2025,ARIZONA ADVANCED LEAGUES,
VSC 2014 Boys Green,14B Negrete Pre MLS Next,2,2,9/20/2025,Tournaments,
14B Negrete Pre MLS Next,CDO 14B Elite,8,0,9/19/2025,Tournaments,
14B Negrete Pre MLS Next,Playmaker Futbol Academy 14B Gold,5,6,4/27/2025,Arizona Presidents Cup ,
14B Negrete Pre MLS Next,14B OMolina,3,1,4/26/2025,Arizona Presidents Cup ,
CCV STARS 14 Boys Navy PEO,14B Negrete Pre MLS Next,0,6,4/13/2025,Arizona Presidents Cup ,
14B Negrete Pre MLS Next,Phoenix Valley Soccer Club boys 2014,10,0,4/12/2025,Arizona Presidents Cup ,
14B Negrete Pre MLS Next,West Valley 2014 Boys Martinez Pre-Elite64,4,1,3/29/2025,Southwest Cup,
14B Negrete Pre MLS Next,14B Velasco Pre-MLS Next,2,6,3/2/2025,ARIZONA ADVANCED LEAGUES,
14 ECNL #2,14B Negrete Pre MLS Next,3,2,2/2/2025,ARIZONA ADVANCED LEAGUES,
14 ECNL #1,14B Negrete Pre MLS Next,7,2,1/31/2025,ARIZONA ADVANCED LEAGUES,
14B Negrete Pre MLS Next,14 ECNL #1,2,3,1/19/2025,Fort Lowell Shootout,
14B JCFresquez Pre-MLS Next,14B Negrete Pre MLS Next,3,1,12/7/2024,ARIZONA ADVANCED LEAGUES,
14B Negrete Pre MLS Next,AZ Arsenal 14 Boys Teal 2 SC,5,0,11/10/2024,Arizona Select Clubs Showcase,
Playmaker Futbol Academy 14B Black,14B Negrete Pre MLS Next,4,4,10/27/2024,ARIZONA ADVANCED LEAGUES,
14B Negrete Pre MLS Next,AZ Arsenal Pre-ECNL B14,1,5,10/26/2024,ARIZONA ADVANCED LEAGUES,
Excel Soccer Academy 14 Red,14B Negrete Pre MLS Next,5,2,10/20/2024,ARIZONA ADVANCED LEAGUES,
14B Negrete Pre MLS Next,Legends FC AZ 14B FC,1,6,10/19/2024,ARIZONA ADVANCED LEAGUES,
Juventus,14B Negrete Pre MLS Next,2,5,10/6/2024,Socctoberfest,
14B Negrete Pre MLS Next,CDO 13B Elite,8,0,10/5/2024,Socctoberfest,
PRFC North Valley 14B PreAcademy,14B Negrete Pre MLS Next,4,1,9/22/2024,ARIZONA ADVANCED LEAGUES,
14B Negrete Pre MLS Next,CCV STARS 14 Boys Orange LAV,0,6,9/21/2024,ARIZONA ADVANCED LEAGUES,
PRFC West Valley 14B Predator,Phoenix Premier FC 14B Black,8,3,10/4/2025,OPEN League: Season 1,
PRFC Scottsdale 14B Pre-Academy,Phoenix Premier FC 14B Black,2,0,5/3/2025,Arizona Presidents Cup ,
Phoenix Premier FC 14B Black,14B Engilman,5,2,4/27/2025,Arizona Presidents Cup ,
Phoenix Premier FC 14B Black,AZSC 14B Azanger,2,0,4/26/2025,Arizona Presidents Cup ,
PRFC Scottsdale 14B Copa,Phoenix Premier FC 14B Black,1,11,4/13/2025,Arizona Presidents Cup ,
Phoenix Premier FC 14B Black,CCV STARS 14 Boys White PEO,4,2,4/12/2025,Arizona Presidents Cup ,
Phoenix Premier FC 14B Black,Phoenix Premier FC 14B SW,7,3,3/23/2025,Copper State Challenge,
Next Level Soccer Southeast 2014 Boys Red,Phoenix Premier FC 14B Black,2,1,3/22/2025,Copper State Challenge,
Phoenix Premier FC 14B Black,AZSC 14B Perez,2,7,3/21/2025,Copper State Challenge,
14B OMolina,Phoenix Premier FC 14B Black,1,1,3/2/2025,Futsal B and G ,
Phoenix Premier FC 14B Black,PRFC Scottsdale 15B Predator,3,5,2/23/2025,Phoenix Rising FC Tournaments - Max Shacknai Invitational,
PRFC Desert Foothills 14B Pre-Academy,Phoenix Premier FC 14B Black,3,2,2/22/2025,Phoenix Rising FC Tournaments - Max Shacknai Invitational,
Phoenix Premier FC 14B Black,Next Level Soccer Southeast 2014 Boys Blue,0,7,2/21/2025,Phoenix Rising FC Tournaments - Max Shacknai Invitational,
15B NMarkette,Phoenix Premier FC 14B Black,2,3,2/8/2025,Futsal B and G ,
Phoenix Premier FC 14B Black,Madison FC 14 Gold Boys Storm,2,6,2/1/2025,Futsal B and G ,
Phoenix Premier FC 14B Black,2014B West,2,3,1/26/2025,AZ Soccer Clash,
14,Phoenix Premier FC 14B Black,7,1,1/25/2025,AZ Soccer Clash,
Phoenix Premier FC 14B Black,Tuzos Halcones 2014,3,4,1/11/2025,Futsal B and G ,
Phoenix Premier FC 14B CG,Phoenix Premier FC 14B Black,7,3,1/4/2025,Inside Classic,
AZ Arsenal 14 Boys Teal 2 SC,Phoenix Premier FC 14B Black,4,5,1/3/2025,Inside Classic,
Phoenix Premier FC 14B Black,East Valley NSFC 14 Boys Aguirre,2,2,11/16/2024,East Valley NSFC Patriots Cup,
Phoenix Premier FC 14B Black,Brazas 2014 Boys Black Marcos,1,4,11/16/2024,East Valley NSFC Patriots Cup,
NOS Santos 14 Boys Blue,Phoenix Premier FC 14B Black,4,3,11/14/2024,East Valley NSFC Patriots Cup,
14,Phoenix Premier FC 14B Black,6,5,10/26/2024,OPEN League: Season 1,
Tuzos Halcones 2014,Phoenix Premier FC 14B Black,4,4,10/12/2024,OPEN League: Season 1,
Phoenix Premier FC 14B Black,Legends FC AZ 14B Black,6,0,10/5/2024,OPEN League: Season 1,
AZEV B2014 (NAVY),Phoenix Premier FC 14B Black,5,0,9/21/2024,OPEN League: Season 1,
Phoenix Premier FC 14B Black,Phoenix United 2014B West,2,3,9/8/2024,Flagstaff Soccer United Cup,
Next Level Soccer Southeast 2014 Boys Red,Phoenix Premier FC 14B Black,3,0,9/7/2024,Flagstaff Soccer United Cup,
PRFC Scottsdale 14B Pre-Academy,Phoenix Premier FC 14B Black,7,0,4/19/2024,SAAZ Community Cup,
14 Boys Navy,2014 Boys Yellow,2,6,9/20/2025,OPEN League: Season 1,
2014 Boys Yellow,Scottsdale 14 Sandsharks Black,3,1,9/13/2025,OPEN League: Season 1,
15B NMarkette,2014 Boys Yellow,2,4,4/26/2025,Arizona Presidents Cup ,
2014 Boys Yellow,Playmaker Futbol Academy 14B Gold,6,8,4/13/2025,Arizona Presidents Cup ,
CCV STARS 14 Boys Orange LAV,2014 Boys Yellow,4,1,4/12/2025,Arizona Presidents Cup ,
2014 Boys Yellow,Phoenix United 2015 Academy,6,0,3/21/2025,TFC Spring Cup,
2014 Boys Yellow,U-11 (2014) Boys Pre Academy,2,1,3/19/2025,Futsal B and G ,
CCV STARS 14 Boys Navy PEO,2014 Boys Yellow,0,0,3/16/2025,INFERNO CUP,
2014 Boys Yellow,Phoenix United FC 2014 Premier,4,3,3/15/2025,INFERNO CUP,
Next Level Soccer Northwest 2015 Boys Red,2014 Boys Yellow,2,1,3/15/2025,INFERNO CUP,
PRFC Scottsdale 14B Pre-Academy,2014 Boys Yellow,2,1,2/28/2025,Futsal B and G ,
CCV STARS 14 Boys Navy PEO,2014 Boys Yellow,3,2,2/15/2025,Futsal B and G ,
2014 Boys Yellow,Legends FC AZ 14B Black,2,1,2/8/2025,Futsal B and G ,
Scottsdale 14 Sandsharks,2014 Boys Yellow,1,1,2/1/2025,Futsal B and G ,
2014 Boys Yellow,West Valley 2014 Boys Martinez Pre-Elite64,1,0,1/25/2025,Futsal B and G ,
Playmaker Futbol Academy 14B White,2014 Boys Yellow,1,3,1/19/2025,Sandsharks,
2014 Boys Yellow,CCV STARS 14 Boys Navy PEO,2,3,12/8/2024,Salvation Army Christmas Angel,
2014 Boys Yellow,PRFC Southeast Valley 14B Predator-Central,2,1,12/7/2024,Salvation Army Christmas Angel,
Tuzos Halcones 2014,2014 Boys Yellow,2,3,12/7/2024,Salvation Army Christmas Angel,
U-11 (2014) Boys Pre Academy,2014 Boys Yellow,0,3,11/2/2024,OPEN League: Season 1,
PRFC Southeast Valley 14B Predator,2014 Boys Yellow,1,4,10/27/2024,Phoenix Rising FC Tournaments - Fall Classic,
PRFC Scottsdale 14B Pre-Academy,2014 Boys Yellow,6,3,10/26/2024,Phoenix Rising FC Tournaments - Fall Classic,
2014 Boys Yellow,PRFC Southeast Valley 14B Pre-Academy,1,0,10/25/2024,Phoenix Rising FC Tournaments - Fall Classic,
2014 Boys Yellow,PRFC Scottsdale 14B Pre-Academy,1,5,10/18/2024,OPEN League: Season 1,
2014 Boys Yellow,Madison FC 14 Gold Boys Storm,0,1,10/5/2024,OPEN League: Season 1,
2014 Boys Yellow,PRFC Southeast Valley 14B Predator-Central,3,2,9/21/2024,OPEN League: Season 1,
CCV STARS 14 Boys Navy PEO,2014 Boys Yellow,2,1,9/14/2024,OPEN League: Season 1,
2014 Boys Yellow,East Valley NSFC 14 Boys Aguirre,2,2,9/7/2024,OPEN League: Season 1,
Excel Soccer Academy 14 Red,2014 Boys Yellow,3,4,4/20/2024,Arizona Presidents Cup ,
Madison FC 14 Blue Boys,PRFC Scottsdale 14B Predator,3,5,9/20/2025,OPEN League: Season 1,
PRFC North Valley 14B Predator,Madison FC 14 Blue Boys,2,1,9/13/2025,OPEN League: Season 1,
Playmaker Futbol Academy 14B Black,Madison FC 14 Blue Boys,6,1,9/7/2025,Flagstaff Soccer United Cup,
Madison FC 14 Blue Boys,14 Cityzens,7,2,9/6/2025,Flagstaff Soccer United Cup,
Excel Soccer Academy 14B Black,Madison FC 14 Blue Boys,0,2,9/6/2025,Flagstaff Soccer United Cup,
CCV STARS 14 Boys Orange LAV,Madison FC 14 Blue Boys,4,3,4/26/2025,Arizona Presidents Cup ,
Madison FC 14 Blue Boys,15B NMarkette,2,1,4/13/2025,Arizona Presidents Cup ,
Playmaker Futbol Academy 14B Gold,Madison FC 14 Blue Boys,4,3,4/12/2025,Arizona Presidents Cup ,
Madison FC 2015 Boys Gold,Madison FC 14 Blue Boys,1,3,3/22/2025,Tournaments Powered by Rated Sports ,
AZ Arsenal 15 Boys Teal 1 JZ,Madison FC 14 Blue Boys,3,1,3/22/2025,Tournaments Powered by Rated Sports ,
Madison FC 14 Blue Boys,Phoenix Premier FC 14B CG,1,2,3/21/2025,Tournaments Powered by Rated Sports ,
AZ Arsenal 14 Boys Teal 2 SC,Madison FC 14 Blue Boys,2,6,2/22/2025,Futsal B and G ,
Madison FC 14 Blue Boys,PRFC Southeast Valley 14B Predator,3,1,2/8/2025,Futsal B and G ,
State 48 FC 14 White,Madison FC 14 Blue Boys,1,2,2/1/2025,Futsal B and G ,
Madison FC 14 Blue Boys,14 Cityzens,3,0,1/25/2025,Futsal B and G ,
PRFC Scottsdale 15B Predator,Madison FC 14 Blue Boys,4,2,1/12/2025,CCV Stars Champions Cup,
