Date,Team A,Team B,Score A,Score B,Result A,Result B,Event,Competition,Division,Venue,Location,Match ID,Original Team ID,Team A Normalized,Team B Normalized,Team A Match,Team A Match Type,Team B Match,Team B Match Type
2025-10-07,Canyon Del Oro Soccer Club 2015 Boys White,United Latinos SC 2015 Boys Blue,3,4,L,W,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_1626,,canyon del oro soccer club 2015 boys white,united latinos sc 2015 boys blue,Canyon Del Oro Soccer Club 2015 Boys White,EXACT,United Latinos SC 2015 Boys Blue,EXACT
2025-06-06,Canyon Del Oro Soccer Club 2015 Boys White,Scottsdale City FC 2015 Boys White,1,2,L,W,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_1627,,canyon del oro soccer club 2015 boys white,scottsdale city fc 2015 boys white,Canyon Del Oro Soccer Club 2015 Boys White,EXACT,Scottsdale City FC 2015 Boys White,EXACT
2025-02-05,Canyon Del Oro Soccer Club 2015 Boys White,FC Sonora 2015 Boys Blue,4,1,W,L,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_1628,,canyon del oro soccer club 2015 boys white,fc sonora 2015 boys blue,Canyon Del Oro Soccer Club 2015 Boys White,EXACT,FC Sonora 2015 Boys Blue,EXACT
2024-12-30,Canyon Del Oro Soccer Club 2015 Boys White,Spartans FC (AZ) 2015 Boys Red,3,2,W,L,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_1629,,canyon del oro soccer club 2015 boys white,spartans fc (az) 2015 boys red,Canyon Del Oro Soccer Club 2015 Boys White,EXACT,Spartans FC (AZ) 2015 Boys Red,EXACT
2025-08-12,Canyon Del Oro Soccer Club 2015 Boys White,Madison FC 2015 Boys Blue,1,1,T,T,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_1630,,canyon del oro soccer club 2015 boys white,madison fc 2015 boys blue,Canyon Del Oro Soccer Club 2015 Boys White,EXACT,Madison FC 2015 Boys Blue,EXACT
2025-01-10,Canyon Del Oro Soccer Club 2015 Boys White,Epic Soccer Club 2015 Boys Blue,2,3,L,W,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_1631,,canyon del oro soccer club 2015 boys white,epic soccer club 2015 boys blue,Canyon Del Oro Soccer Club 2015 Boys White,EXACT,Epic Soccer Club 2015 Boys Blue,EXACT
2025-05-30,Canyon Del Oro Soccer Club 2015 Boys White,Pima County Surf Soccer Club 2015 Boys,2,2,T,T,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_1632,,canyon del oro soccer club 2015 boys white,pima county surf soccer club 2015 boys,Canyon Del Oro Soccer Club 2015 Boys White,EXACT,Pima County Surf Soccer Club 2015 Boys,EXACT
2025-02-01,Canyon Del Oro Soccer Club 2015 Boys White,FC Deportivo Arizona 2015 Boys White,1,2,L,W,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_1633,,canyon del oro soccer club 2015 boys white,fc deportivo arizona 2015 boys white,Canyon Del Oro Soccer Club 2015 Boys White,EXACT,FC Deportivo Arizona 2015 Boys White,EXACT
2025-05-10,Canyon Del Oro Soccer Club 2015 Boys White,Scottsdale City FC 2015 Boys Blue,1,4,L,W,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_1634,,canyon del oro soccer club 2015 boys white,scottsdale city fc 2015 boys blue,Canyon Del Oro Soccer Club 2015 Boys White,EXACT,Scottsdale City FC 2015 Boys Blue,EXACT
2025-09-23,Canyon Del Oro Soccer Club 2015 Boys White,AYSO 350 Alliance 2015 Boys Blue,2,0,W,L,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_1635,,canyon del oro soccer club 2015 boys white,ayso 350 alliance 2015 boys blue,Canyon Del Oro Soccer Club 2015 Boys White,EXACT,AYSO 350 Alliance 2015 Boys Blue,EXACT
2025-09-15,Canyon Del Oro Soccer Club 2015 Boys White,United Latinos SC 2015 Boys White,2,4,L,W,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_1636,,canyon del oro soccer club 2015 boys white,united latinos sc 2015 boys white,Canyon Del Oro Soccer Club 2015 Boys White,EXACT,United Latinos SC 2015 Boys White,EXACT
2024-12-26,Canyon Del Oro Soccer Club 2015 Boys White,Spartans FC (AZ) 2015 Boys Blue,2,2,T,T,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_1637,,canyon del oro soccer club 2015 boys white,spartans fc (az) 2015 boys blue,Canyon Del Oro Soccer Club 2015 Boys White,EXACT,Spartans FC (AZ) 2015 Boys Blue,EXACT
2025-10-09,Canyon Del Oro Soccer Club 2015 Boys White,FC Sonora 2015 Boys White,2,4,L,W,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_1638,,canyon del oro soccer club 2015 boys white,fc sonora 2015 boys white,Canyon Del Oro Soccer Club 2015 Boys White,EXACT,FC Sonora 2015 Boys White,EXACT
2024-10-31,Canyon Del Oro Soccer Club 2015 Boys White,Synergy FC AZ 2015 Boys Black,4,1,W,L,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_1639,,canyon del oro soccer club 2015 boys white,synergy fc az 2015 boys black,Canyon Del Oro Soccer Club 2015 Boys White,EXACT,Synergy FC AZ 2015 Boys Black,EXACT
2025-01-04,Canyon Del Oro Soccer Club 2015 Boys White,RSL-AZ West Valley 2015 Boys Blue,1,4,L,W,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_1640,,canyon del oro soccer club 2015 boys white,rsl-az west valley 2015 boys blue,Canyon Del Oro Soccer Club 2015 Boys White,EXACT,RSL-AZ West Valley 2015 Boys Blue,EXACT
2025-08-27,Canyon Del Oro Soccer Club 2015 Boys White,United Latinos SC 2015 Boys Red,0,4,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_1641,,canyon del oro soccer club 2015 boys white,united latinos sc 2015 boys red,Canyon Del Oro Soccer Club 2015 Boys White,EXACT,United Latinos SC 2015 Boys Red,EXACT
2024-11-16,Canyon Del Oro Soccer Club 2015 Boys White,AZ Inferno 2015 Boys,1,4,L,W,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_1642,,canyon del oro soccer club 2015 boys white,az inferno 2015 boys,Canyon Del Oro Soccer Club 2015 Boys White,EXACT,AZ Inferno 2015 Boys,EXACT
2025-08-15,Canyon Del Oro Soccer Club 2015 Boys White,United Latinos SC 2015 Boys White,3,1,W,L,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_1643,,canyon del oro soccer club 2015 boys white,united latinos sc 2015 boys white,Canyon Del Oro Soccer Club 2015 Boys White,EXACT,United Latinos SC 2015 Boys White,EXACT
2025-07-15,Canyon Del Oro Soccer Club 2015 Boys White,Spartak Academy 2015 Boys White,1,0,W,L,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_1644,,canyon del oro soccer club 2015 boys white,spartak academy 2015 boys white,Canyon Del Oro Soccer Club 2015 Boys White,EXACT,Spartak Academy 2015 Boys White,EXACT
2025-03-29,Canyon Del Oro Soccer Club 2015 Boys White,Sun Warriors AZFC 2015 Boys Black,3,4,L,W,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_1645,,canyon del oro soccer club 2015 boys white,sun warriors azfc 2015 boys black,Canyon Del Oro Soccer Club 2015 Boys White,EXACT,Sun Warriors AZFC 2015 Boys Black,EXACT
2025-02-21,Canyon Del Oro Soccer Club 2015 Boys Red,Paladin Soccer Club 2015 Boys Blue,0,1,L,W,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_1646,,canyon del oro soccer club 2015 boys red,paladin soccer club 2015 boys blue,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,Paladin Soccer Club 2015 Boys Blue,EXACT
2025-02-27,Canyon Del Oro Soccer Club 2015 Boys Red,Synergy FC AZ 2015 Boys Red,0,1,L,W,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_1647,,canyon del oro soccer club 2015 boys red,synergy fc az 2015 boys red,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,Synergy FC AZ 2015 Boys Red,EXACT
2025-10-03,Canyon Del Oro Soccer Club 2015 Boys Red,AZ Arsenal Soccer Club 2015 Boys White,1,0,W,L,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_1648,,canyon del oro soccer club 2015 boys red,az arsenal soccer club 2015 boys white,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,AZ Arsenal Soccer Club 2015 Boys White,EXACT
2024-11-13,Canyon Del Oro Soccer Club 2015 Boys Red,Epic Soccer Club 2015 Boys White,2,2,T,T,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_1649,,canyon del oro soccer club 2015 boys red,epic soccer club 2015 boys white,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,Epic Soccer Club 2015 Boys White,EXACT
2025-06-09,Canyon Del Oro Soccer Club 2015 Boys Red,Thunderbird FC 2015 Boys White,0,2,L,W,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_1650,,canyon del oro soccer club 2015 boys red,thunderbird fc 2015 boys white,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,Thunderbird FC 2015 Boys White,EXACT
2025-04-17,Canyon Del Oro Soccer Club 2015 Boys Red,Flagstaff SC 2015 Boys,4,0,W,L,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_1651,,canyon del oro soccer club 2015 boys red,flagstaff sc 2015 boys,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,Flagstaff SC 2015 Boys,EXACT
2025-03-23,Canyon Del Oro Soccer Club 2015 Boys Red,SC Union Maricopa Academy 2015 Boys Black,2,4,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_1652,,canyon del oro soccer club 2015 boys red,sc union maricopa academy 2015 boys black,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,SC Union Maricopa Academy 2015 Boys Black,EXACT
2024-12-30,Canyon Del Oro Soccer Club 2015 Boys Red,AZ Arsenal Soccer Club 2015 Boys Black,2,3,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_1653,,canyon del oro soccer club 2015 boys red,az arsenal soccer club 2015 boys black,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,AZ Arsenal Soccer Club 2015 Boys Black,EXACT
2024-12-30,Canyon Del Oro Soccer Club 2015 Boys Red,Spartak Academy 2015 Boys Blue,4,2,W,L,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_1654,,canyon del oro soccer club 2015 boys red,spartak academy 2015 boys blue,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,Spartak Academy 2015 Boys Blue,EXACT
2025-05-13,Canyon Del Oro Soccer Club 2015 Boys Red,Epic Soccer Club 2015 Boys Blue,2,3,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_1655,,canyon del oro soccer club 2015 boys red,epic soccer club 2015 boys blue,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,Epic Soccer Club 2015 Boys Blue,EXACT
2025-04-16,Canyon Del Oro Soccer Club 2015 Boys Red,Arizona Soccer Club 2015 Boys White,0,1,L,W,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_1656,,canyon del oro soccer club 2015 boys red,arizona soccer club 2015 boys white,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,Arizona Soccer Club 2015 Boys White,EXACT
2025-07-21,Canyon Del Oro Soccer Club 2015 Boys Red,Dynamos SC 2015 Boys White,0,4,L,W,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_1657,,canyon del oro soccer club 2015 boys red,dynamos sc 2015 boys white,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,Dynamos SC 2015 Boys White,EXACT
2025-01-14,Canyon Del Oro Soccer Club 2015 Boys Red,AYSO United (AZ) 2015 Boys Black,4,1,W,L,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_1658,,canyon del oro soccer club 2015 boys red,ayso united (az) 2015 boys black,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,AYSO United (AZ) 2015 Boys Black,EXACT
2025-05-07,Canyon Del Oro Soccer Club 2015 Boys Red,Phoenix Premier FC 2015 Boys White,4,3,W,L,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_1659,,canyon del oro soccer club 2015 boys red,phoenix premier fc 2015 boys white,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,Phoenix Premier FC 2015 Boys White,EXACT
2025-01-18,Canyon Del Oro Soccer Club 2015 Boys Red,Paladin Soccer Club 2015 Boys White,2,3,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_1660,,canyon del oro soccer club 2015 boys red,paladin soccer club 2015 boys white,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,Paladin Soccer Club 2015 Boys White,EXACT
2025-07-19,Canyon Del Oro Soccer Club 2015 Boys Red,SC Union Maricopa Academy 2015 Boys Red,3,2,W,L,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_1661,,canyon del oro soccer club 2015 boys red,sc union maricopa academy 2015 boys red,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,SC Union Maricopa Academy 2015 Boys Red,EXACT
2025-07-05,Canyon Del Oro Soccer Club 2015 Boys Red,FC Arizona 2015 Boys Red,3,1,W,L,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_1662,,canyon del oro soccer club 2015 boys red,fc arizona 2015 boys red,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,FC Arizona 2015 Boys Red,EXACT
2025-02-16,Canyon Del Oro Soccer Club 2015 Boys Red,Excel Soccer Academy 2015 Boys White,0,2,L,W,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_1663,,canyon del oro soccer club 2015 boys red,excel soccer academy 2015 boys white,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,Excel Soccer Academy 2015 Boys White,EXACT
2025-08-20,Canyon Del Oro Soccer Club 2015 Boys Red,Real Arizona FC 2015 Boys Red,0,0,T,T,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_1664,,canyon del oro soccer club 2015 boys red,real arizona fc 2015 boys red,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,Real Arizona FC 2015 Boys Red,EXACT
2025-03-04,Canyon Del Oro Soccer Club 2015 Boys Red,CCV STARS 2015 Boys Red,0,0,T,T,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_1665,,canyon del oro soccer club 2015 boys red,ccv stars 2015 boys red,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,CCV STARS 2015 Boys Red,EXACT
2025-03-08,Canyon Del Oro Soccer Club 2015 Boys Red,Phoenix Rising FC 2015 Boys Red,4,1,W,L,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_1666,,canyon del oro soccer club 2015 boys red,phoenix rising fc 2015 boys red,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,Phoenix Rising FC 2015 Boys Red,EXACT
2025-02-10,Canyon Del Oro Soccer Club 2015 Boys Red,United Latinos SC 2015 Boys White,0,0,T,T,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_1667,,canyon del oro soccer club 2015 boys red,united latinos sc 2015 boys white,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,United Latinos SC 2015 Boys White,EXACT
2025-04-06,Canyon Del Oro Soccer Club 2015 Boys Red,Arizona Soccer Club 2015 Boys Red,2,4,L,W,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_1668,,canyon del oro soccer club 2015 boys red,arizona soccer club 2015 boys red,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,Arizona Soccer Club 2015 Boys Red,EXACT
2025-05-30,Canyon Del Oro Soccer Club 2015 Boys Red,Phoenix Premier FC 2015 Boys Red,0,3,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_1669,,canyon del oro soccer club 2015 boys red,phoenix premier fc 2015 boys red,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,Phoenix Premier FC 2015 Boys Red,EXACT
2025-05-31,Canyon Del Oro Soccer Club 2015 Boys Red,Canyon Del Oro Soccer Club 2015 Boys Blue,1,0,W,L,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_1670,,canyon del oro soccer club 2015 boys red,canyon del oro soccer club 2015 boys blue,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,Canyon Del Oro Soccer Club 2015 Boys Blue,EXACT
2024-10-29,Canyon Del Oro Soccer Club 2015 Boys Red,Sun Warriors AZFC 2015 Boys Black,4,2,W,L,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_1671,,canyon del oro soccer club 2015 boys red,sun warriors azfc 2015 boys black,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,Sun Warriors AZFC 2015 Boys Black,EXACT
2024-10-18,Canyon Del Oro Soccer Club 2015 Boys Red,FC Elite Arizona 2015 Boys White,3,2,W,L,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_1672,,canyon del oro soccer club 2015 boys red,fc elite arizona 2015 boys white,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,FC Elite Arizona 2015 Boys White,EXACT
2024-12-24,Canyon Del Oro Soccer Club 2015 Boys Red,East Valley/NSFC 2015 Boys,3,2,W,L,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_1673,,canyon del oro soccer club 2015 boys red,east valley/nsfc 2015 boys,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,East Valley/NSFC 2015 Boys,EXACT
2025-05-21,Canyon Del Oro Soccer Club 2015 Boys Red,Sun Warriors AZFC 2015 Boys Red,4,0,W,L,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_1674,,canyon del oro soccer club 2015 boys red,sun warriors azfc 2015 boys red,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,Sun Warriors AZFC 2015 Boys Red,EXACT
2025-07-15,Canyon Del Oro Soccer Club 2015 Boys Red,RSL-AZ North 2015 Boys Red,1,1,T,T,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_1675,,canyon del oro soccer club 2015 boys red,rsl-az north 2015 boys red,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,RSL-AZ North 2015 Boys Red,EXACT
2025-07-09,Canyon Del Oro Soccer Club 2015 Boys Red,FC Elite Arizona 2015 Boys Blue,3,4,L,W,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_1676,,canyon del oro soccer club 2015 boys red,fc elite arizona 2015 boys blue,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,FC Elite Arizona 2015 Boys Blue,EXACT
2025-08-30,Canyon Del Oro Soccer Club 2015 Boys Red,RSL-AZ Yuma 2015 Boys White,3,3,T,T,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_1677,,canyon del oro soccer club 2015 boys red,rsl-az yuma 2015 boys white,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT,RSL-AZ Yuma 2015 Boys White,EXACT
2024-12-28,Canyon Del Oro Soccer Club 2015 Boys Black,Paladin Soccer Club 2015 Boys Blue,4,0,W,L,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_1678,,canyon del oro soccer club 2015 boys black,paladin soccer club 2015 boys blue,Canyon Del Oro Soccer Club 2015 Boys Black,EXACT,Paladin Soccer Club 2015 Boys Blue,EXACT
2025-02-25,Canyon Del Oro Soccer Club 2015 Boys Black,Epic Soccer Club 2015 Boys Blue,2,4,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_1679,,canyon del oro soccer club 2015 boys black,epic soccer club 2015 boys blue,Canyon Del Oro Soccer Club 2015 Boys Black,EXACT,Epic Soccer Club 2015 Boys Blue,EXACT
2025-09-09,Canyon Del Oro Soccer Club 2015 Boys Black,RSL-AZ South 2015 Boys Blue,3,1,W,L,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_1680,,canyon del oro soccer club 2015 boys black,rsl-az south 2015 boys blue,Canyon Del Oro Soccer Club 2015 Boys Black,EXACT,RSL-AZ South 2015 Boys Blue,EXACT
2025-01-16,Canyon Del Oro Soccer Club 2015 Boys Black,FBSL 2015 Boys Red,0,2,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_1681,,canyon del oro soccer club 2015 boys black,fbsl 2015 boys red,Canyon Del Oro Soccer Club 2015 Boys Black,EXACT,FBSL 2015 Boys Red,EXACT
2024-12-29,Canyon Del Oro Soccer Club 2015 Boys Black,Kingman SC 2015 Boys,1,2,L,W,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_1682,,canyon del oro soccer club 2015 boys black,kingman sc 2015 boys,Canyon Del Oro Soccer Club 2015 Boys Black,EXACT,Kingman SC 2015 Boys,EXACT
2025-07-15,Canyon Del Oro Soccer Club 2015 Boys Black,Bala FC 2015 Boys White,0,3,L,W,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_1683,,canyon del oro soccer club 2015 boys black,bala fc 2015 boys white,Canyon Del Oro Soccer Club 2015 Boys Black,EXACT,Bala FC 2015 Boys White,EXACT
2025-09-05,Canyon Del Oro Soccer Club 2015 Boys Black,FC Elite Arizona 2015 Boys Blue,2,3,L,W,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_1684,,canyon del oro soccer club 2015 boys black,fc elite arizona 2015 boys blue,Canyon Del Oro Soccer Club 2015 Boys Black,EXACT,FC Elite Arizona 2015 Boys Blue,EXACT
2025-02-09,Canyon Del Oro Soccer Club 2015 Boys Black,Arizona Soccer Club 2015 Boys White,2,2,T,T,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_1685,,canyon del oro soccer club 2015 boys black,arizona soccer club 2015 boys white,Canyon Del Oro Soccer Club 2015 Boys Black,EXACT,Arizona Soccer Club 2015 Boys White,EXACT
2025-08-09,Canyon Del Oro Soccer Club 2015 Boys Black,Canyon Del Oro Soccer Club 2015 Boys White,2,0,W,L,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_1686,,canyon del oro soccer club 2015 boys black,canyon del oro soccer club 2015 boys white,Canyon Del Oro Soccer Club 2015 Boys Black,EXACT,Canyon Del Oro Soccer Club 2015 Boys White,EXACT
2025-02-07,Canyon Del Oro Soccer Club 2015 Boys Black,Synergy FC AZ 2015 Boys White,4,4,T,T,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_1687,,canyon del oro soccer club 2015 boys black,synergy fc az 2015 boys white,Canyon Del Oro Soccer Club 2015 Boys Black,EXACT,Synergy FC AZ 2015 Boys White,EXACT
2025-06-20,Canyon Del Oro Soccer Club 2015 Boys Black,Arizona Soccer Club 2015 Boys White,0,4,L,W,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_1688,,canyon del oro soccer club 2015 boys black,arizona soccer club 2015 boys white,Canyon Del Oro Soccer Club 2015 Boys Black,EXACT,Arizona Soccer Club 2015 Boys White,EXACT
2025-04-29,Canyon Del Oro Soccer Club 2015 Boys Black,AYSO 350 Alliance 2015 Boys Blue,2,3,L,W,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_1689,,canyon del oro soccer club 2015 boys black,ayso 350 alliance 2015 boys blue,Canyon Del Oro Soccer Club 2015 Boys Black,EXACT,AYSO 350 Alliance 2015 Boys Blue,EXACT
2025-04-15,Canyon Del Oro Soccer Club 2015 Boys Black,FC Tucson Youth Soccer 2015 Boys Blue,0,1,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_1690,,canyon del oro soccer club 2015 boys black,fc tucson youth soccer 2015 boys blue,Canyon Del Oro Soccer Club 2015 Boys Black,EXACT,FC Tucson Youth Soccer 2015 Boys Blue,EXACT
2025-03-03,Canyon Del Oro Soccer Club 2015 Boys Black,United Latinos SC 2015 Boys Black,2,0,W,L,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_1691,,canyon del oro soccer club 2015 boys black,united latinos sc 2015 boys black,Canyon Del Oro Soccer Club 2015 Boys Black,EXACT,United Latinos SC 2015 Boys Black,EXACT
2025-08-31,Canyon Del Oro Soccer Club 2015 Boys Black,Paladin Soccer Club 2015 Boys Red,1,0,W,L,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_1692,,canyon del oro soccer club 2015 boys black,paladin soccer club 2015 boys red,Canyon Del Oro Soccer Club 2015 Boys Black,EXACT,Paladin Soccer Club 2015 Boys Red,EXACT
2024-10-21,Canyon Del Oro Soccer Club 2015 Boys Black,Amore Soccer 2015 Boys,4,1,W,L,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_1693,,canyon del oro soccer club 2015 boys black,amore soccer 2015 boys,Canyon Del Oro Soccer Club 2015 Boys Black,EXACT,Amore Soccer 2015 Boys,EXACT
2025-07-28,Canyon Del Oro Soccer Club 2015 Boys Black,Scottsdale City FC 2015 Boys White,4,0,W,L,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_1694,,canyon del oro soccer club 2015 boys black,scottsdale city fc 2015 boys white,Canyon Del Oro Soccer Club 2015 Boys Black,EXACT,Scottsdale City FC 2015 Boys White,EXACT
2025-03-23,Canyon Del Oro Soccer Club 2015 Boys Black,Phoenix Rush 2015 Boys Blue,4,1,W,L,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_1695,,canyon del oro soccer club 2015 boys black,phoenix rush 2015 boys blue,Canyon Del Oro Soccer Club 2015 Boys Black,EXACT,Phoenix Rush 2015 Boys Blue,EXACT
2025-04-02,Canyon Del Oro Soccer Club 2015 Boys Black,Amore Soccer 2015 Boys,1,3,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_1696,,canyon del oro soccer club 2015 boys black,amore soccer 2015 boys,Canyon Del Oro Soccer Club 2015 Boys Black,EXACT,Amore Soccer 2015 Boys,EXACT
2025-09-29,Canyon Del Oro Soccer Club 2015 Boys Black,Vail SC 2015 Boys Blue,2,2,T,T,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_1697,,canyon del oro soccer club 2015 boys black,vail sc 2015 boys blue,Canyon Del Oro Soccer Club 2015 Boys Black,EXACT,Vail SC 2015 Boys Blue,EXACT
2025-08-31,Canyon Del Oro Soccer Club 2015 Boys Black,Arizona Soccer Club 2015 Boys White,1,0,W,L,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_1698,,canyon del oro soccer club 2015 boys black,arizona soccer club 2015 boys white,Canyon Del Oro Soccer Club 2015 Boys Black,EXACT,Arizona Soccer Club 2015 Boys White,EXACT
2025-09-01,Canyon Del Oro Soccer Club 2015 Boys Black,Bala FC 2015 Boys White,2,0,W,L,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_1699,,canyon del oro soccer club 2015 boys black,bala fc 2015 boys white,Canyon Del Oro Soccer Club 2015 Boys Black,EXACT,Bala FC 2015 Boys White,EXACT
2025-05-11,Canyon Del Oro Soccer Club 2015 Boys Black,Arizona Soccer Academy 2015 Boys,4,2,W,L,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_1700,,canyon del oro soccer club 2015 boys black,arizona soccer academy 2015 boys,Canyon Del Oro Soccer Club 2015 Boys Black,EXACT,Arizona Soccer Academy 2015 Boys,EXACT
2024-12-22,Canyon Del Oro Soccer Club 2015 Boys Black,AZ Arsenal Soccer Club 2015 Boys Red,0,4,L,W,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_1701,,canyon del oro soccer club 2015 boys black,az arsenal soccer club 2015 boys red,Canyon Del Oro Soccer Club 2015 Boys Black,EXACT,AZ Arsenal Soccer Club 2015 Boys Red,EXACT
