TeamKey,OppKey,Team,Opp,Score A,Score B,Date
42170457,42162049,15B NMarkette Pre-MLS Next,Las Vegas Sports Academy U11 Boys Red 2015,0,2,2025-09-13
42161394,42159931,NOS Santos 15 Boys White,CCV Stars 15 Boys North Navy,1,6,2025-09-13
42159931,42161394,CCV Stars 15 Boys North Navy,NOS Santos 15 Boys White,6,1,2025-09-13
42159931,42161394,CCV Stars 15 Boys North Navy,NOS Santos 15 Boys White,6,1,2025-09-13
42158563,42160243,2015 Rush Boys,Pima Surf Academy Boys 15,1,4,2025-09-13
42159960,42170457,Northwest 2015 Boys Black,15B NMarkette Pre-MLS Next,6,0,2025-09-13
42170457,42159960,15B NMarkette Pre-MLS Next,Northwest 2015 Boys Black,0,6,2025-09-13
42160243,42158563,Pima Surf Academy Boys 15,2015 Rush Boys,4,1,2025-09-13
f00948f71a70,42160739,East Valley NSFC 14 Boys Aguirre,15B AChacon Pre-MLS Next,0,8,2025-09-13
42160732,42161443,15 Boys Navy,15B Jason Pre MLS Next,1,0,2025-09-13
42169603,42159948,Phoenix United 2015 Academy,15B DGerman,3,1,2025-09-13
42160732,42161443,15 Boys Navy,15B Jason Pre MLS Next,1,0,2025-09-13
42159867,42161196,Southeast 2015 Boys Blue,15B NJMarkette,4,2,2025-09-13
42162198,42158859,La Piedad FC 2015,COSC Pre-ECNL RL B15,2,11,2025-09-13
42158859,42162198,COSC Pre-ECNL RL B15,La Piedad FC 2015,11,2,2025-09-13
42161402,42159948,PRFC Southeast Valley 15B Predator,15B DGerman,1,4,2025-09-13
42159948,42161402,15B DGerman,PRFC Southeast Valley 15B Predator,4,1,2025-09-13
42159867,42161196,Southeast 2015 Boys Blue,15B NJMarkette,4,2,2025-09-13
42161196,42159867,15B NJMarkette,Southeast 2015 Boys Blue,2,4,2025-09-13
42169603,42159948,Phoenix United 2015 Academy,15B DGerman,3,1,2025-09-13
42159948,42169603,15B DGerman,Phoenix United 2015 Academy,1,3,2025-09-13
42160732,42161443,15 Boys Navy,15B Jason Pre MLS Next,1,0,2025-09-13
42161443,42160732,15B Jason Pre MLS Next,15 Boys Navy,0,1,2025-09-13
42159960,42170457,Northwest 2015 Boys Black,15B NMarkette Pre-MLS Next,6,0,2025-09-13
42170457,42159960,15B NMarkette Pre-MLS Next,Northwest 2015 Boys Black,0,6,2025-09-13
42159867,42160217,Southeast 2015 Boys Blue,Dynamos SC 15B Gold,4,1,2025-09-13
42160217,42159867,Dynamos SC 15B Gold,Southeast 2015 Boys Blue,1,4,2025-09-13
42160217,42159867,Dynamos SC 15B Gold,Southeast 2015 Boys Blue,1,4,2025-09-13
42159867,42160217,Southeast 2015 Boys Blue,Dynamos SC 15B Gold,4,1,2025-09-13
42161196,42159867,15B NJMarkette,Southeast 2015 Boys Blue,2,4,2025-09-13
42161443,42160732,15B Jason Pre MLS Next,15 Boys Navy,0,1,2025-09-13
42160739,f00948f71a70,15B AChacon Pre-MLS Next,East Valley NSFC 14 Boys Aguirre,8,0,2025-09-13
42161530,42160378,PRFC West Valley 15B Pre-Academy,Royals,1,3,2025-09-13
7b1a9386f1b0,42171732,East Valley NSFC 15 Boys Klein,2015 Boys Blue,0,8,2025-09-13
42160217,42159867,Dynamos SC 15B Gold,Southeast 2015 Boys Blue,1,4,2025-09-13
42159867,42160217,Southeast 2015 Boys Blue,Dynamos SC 15B Gold,4,1,2025-09-13
42160738,42161852,West Valley 2015 Boys Rose,15B IGerman,2,1,2025-09-13
42161852,42160738,15B IGerman,West Valley 2015 Boys Rose,1,2,2025-09-13
42161530,42160378,PRFC West Valley 15B Pre-Academy,Royals,1,3,2025-09-13
42160378,42161530,Royals,PRFC West Valley 15B Pre-Academy,3,1,2025-09-13
42161443,42160732,15B Jason Pre MLS Next,15 Boys Navy,0,1,2025-09-13
42160217,42159867,Dynamos SC 15B Gold,Southeast 2015 Boys Blue,1,4,2025-09-13
42160732,42161443,15 Boys Navy,15B Jason Pre MLS Next,1,0,2025-09-13
42160973,42169603,15B OMolina,Phoenix United 2015 Academy,0,4,2025-09-13
42158859,42162198,COSC Pre-ECNL RL B15,La Piedad FC 2015,11,2,2025-09-13
42162198,42158859,La Piedad FC 2015,COSC Pre-ECNL RL B15,2,11,2025-09-13
42160378,42160732,Royals,15 Boys Navy,2,1,2025-09-13
42160732,42160378,15 Boys Navy,Royals,1,2,2025-09-13
42162049,42162342,Las Vegas Sports Academy U11 Boys Red 2015,15B Garza Pre MLS Next,9,0,2025-09-13
42162342,42162049,15B Garza Pre MLS Next,Las Vegas Sports Academy U11 Boys Red 2015,0,9,2025-09-13
42169603,42160973,Phoenix United 2015 Academy,15B OMolina,4,0,2025-09-13
42159867,42160217,Southeast 2015 Boys Blue,Dynamos SC 15B Gold,4,1,2025-09-13
42160738,42161852,West Valley 2015 Boys Rose,15B IGerman,2,1,2025-09-13
42161852,42160738,15B IGerman,West Valley 2015 Boys Rose,1,2,2025-09-13
42171732,7b1a9386f1b0,2015 Boys Blue,East Valley NSFC 15 Boys Klein,8,0,2025-09-13
42160828,42162345,PRFC North Valley 15B Predator,Dorados Reserve 2015,0,2,2025-09-13
42162345,42160828,Dorados Reserve 2015,PRFC North Valley 15B Predator,2,0,2025-09-13
42160378,42161530,Royals,PRFC West Valley 15B Pre-Academy,3,1,2025-09-13
42162345,42160828,Dorados Reserve 2015,PRFC North Valley 15B Predator,2,0,2025-09-13
42160828,42162345,PRFC North Valley 15B Predator,Dorados Reserve 2015,0,2,2025-09-13
42158563,42160243,2015 Rush Boys,Pima Surf Academy Boys 15,1,4,2025-09-13
42160243,42158563,Pima Surf Academy Boys 15,2015 Rush Boys,4,1,2025-09-13
42176058,42161345,Select 15B Red,Tuzos USA 2015A,2,2,2025-09-13
42160217,a029d7b4bb38,Dynamos SC 15B Gold,16B KChacon,0,3,2025-09-13
a029d7b4bb38,42160217,16B KChacon,Dynamos SC 15B Gold,3,0,2025-09-13
42176058,42161345,Select 15B Red,Tuzos USA 2015A,2,2,2025-09-13
42161345,42176058,Tuzos USA 2015A,Select 15B Red,2,2,2025-09-13
42161345,42176058,Tuzos USA 2015A,Select 15B Red,2,2,2025-09-13
42176058,42161345,Select 15B Red,Tuzos USA 2015A,2,2,2025-09-13
a029d7b4bb38,42160217,16B KChacon,Dynamos SC 15B Gold,3,0,2025-09-13
42160217,a029d7b4bb38,Dynamos SC 15B Gold,16B KChacon,0,3,2025-09-13
42162342,42162049,15B Garza Pre MLS Next,Las Vegas Sports Academy U11 Boys Red 2015,0,9,2025-09-13
42162049,42162342,Las Vegas Sports Academy U11 Boys Red 2015,15B Garza Pre MLS Next,9,0,2025-09-13
42161345,42176058,Tuzos USA 2015A,Select 15B Red,2,2,2025-09-13
42159633,42162980,PRFC Scottsdale 15B Copa,OJB FC 2015 Boys,3,7,2025-09-13
42160973,42169603,15B OMolina,Phoenix United 2015 Academy,0,4,2025-09-13
42160973,42169603,15B OMolina,Phoenix United 2015 Academy,0,4,2025-09-13
42169603,42160973,Phoenix United 2015 Academy,15B OMolina,4,0,2025-09-13
42160973,42176637,15B OMolina,FCDA 2015/16B Pre - Academy,10,1,2025-09-13
42176637,42160973,FCDA 2015/16B Pre - Academy,15B OMolina,1,10,2025-09-13
42160739,494b1dcf903e,15B AChacon Pre-MLS Next,14B Velasco,2,1,2025-09-13
494b1dcf903e,42160739,14B Velasco,15B AChacon Pre-MLS Next,1,2,2025-09-13
42177082,42160479,15B Simbron,15B Echanove,1,6,2025-09-13
42160479,42177082,15B Echanove,15B Simbron,6,1,2025-09-13
42160479,42177082,15B Echanove,15B Simbron,6,1,2025-09-13
42177082,42160479,15B Simbron,15B Echanove,1,6,2025-09-13
42160834,42160479,RSL-AZ Yuma 15 Boys Guzman,15B Echanove,5,1,2025-09-13
42160834,42160479,RSL-AZ Yuma 15 Boys Guzman,15B Echanove,5,1,2025-09-13
42160479,42160834,15B Echanove,RSL-AZ Yuma 15 Boys Guzman,1,5,2025-09-13
42171732,7b1a9386f1b0,2015 Boys Blue,East Valley NSFC 15 Boys Klein,8,0,2025-09-13
7b1a9386f1b0,42171732,East Valley NSFC 15 Boys Klein,2015 Boys Blue,0,8,2025-09-13
42162980,42159633,OJB FC 2015 Boys,PRFC Scottsdale 15B Copa,7,3,2025-09-13
42169603,42160973,Phoenix United 2015 Academy,15B OMolina,4,0,2025-09-13
42160973,42176637,15B OMolina,FCDA 2015/16B Pre - Academy,10,1,2025-09-13
42160479,42160834,15B Echanove,RSL-AZ Yuma 15 Boys Guzman,1,5,2025-09-13
42161493,42162669,AZ Arsenal 15 Boys Teal CE,PRFC West Valley 15B Predator,10,0,2025-09-13
42159633,42162980,PRFC Scottsdale 15B Copa,OJB FC 2015 Boys,3,7,2025-09-13
42176637,42160973,FCDA 2015/16B Pre - Academy,15B OMolina,1,10,2025-09-13
42162980,42159633,OJB FC 2015 Boys,PRFC Scottsdale 15B Copa,7,3,2025-09-13
42161493,42159965,AZ Arsenal 15 Boys Teal CE,Synergy FC 15/16B Montone,4,2,2025-09-13
42159965,42161493,Synergy FC 15/16B Montone,AZ Arsenal 15 Boys Teal CE,2,4,2025-09-13
42161493,42159965,AZ Arsenal 15 Boys Teal CE,Synergy FC 15/16B Montone,4,2,2025-09-13
42159965,42161852,Synergy FC 15/16B Montone,15B IGerman,4,0,2025-09-13
42161852,42159965,15B IGerman,Synergy FC 15/16B Montone,0,4,2025-09-13
42161852,42159965,15B IGerman,Synergy FC 15/16B Montone,0,4,2025-09-13
42159965,42161493,Synergy FC 15/16B Montone,AZ Arsenal 15 Boys Teal CE,2,4,2025-09-13
42159965,42161852,Synergy FC 15/16B Montone,15B IGerman,4,0,2025-09-13
42162010,42162392,CCV Stars 15 Boys South Pre-ECNL,PRFC Southeast Valley 15B Predator-Central,0,0,2025-09-13
42162669,42161493,PRFC West Valley 15B Predator,AZ Arsenal 15 Boys Teal CE,0,10,2025-09-13
42162392,42162010,PRFC Southeast Valley 15B Predator-Central,CCV Stars 15 Boys South Pre-ECNL,0,0,2025-09-13
42162392,42162010,PRFC Southeast Valley 15B Predator-Central,CCV Stars 15 Boys South Pre-ECNL,0,0,2025-09-13
42162010,42162392,CCV Stars 15 Boys South Pre-ECNL,PRFC Southeast Valley 15B Predator-Central,0,0,2025-09-13
42161493,42162669,AZ Arsenal 15 Boys Teal CE,PRFC West Valley 15B Predator,10,0,2025-09-13
42162669,42161493,PRFC West Valley 15B Predator,AZ Arsenal 15 Boys Teal CE,0,10,2025-09-13
42160738,42161493,West Valley 2015 Boys Rose,AZ Arsenal 15 Boys Teal CE,3,0,2025-09-14
42162342,42159960,15B Garza Pre MLS Next,Northwest 2015 Boys Black,1,8,2025-09-14
42159960,42162342,Northwest 2015 Boys Black,15B Garza Pre MLS Next,8,1,2025-09-14
42170457,42162342,15B NMarkette Pre-MLS Next,15B Garza Pre MLS Next,4,1,2025-09-14
42162342,42170457,15B Garza Pre MLS Next,15B NMarkette Pre-MLS Next,1,4,2025-09-14
a029d7b4bb38,42159867,16B KChacon,Southeast 2015 Boys Blue,4,2,2025-09-14
42170457,42162342,15B NMarkette Pre-MLS Next,15B Garza Pre MLS Next,4,1,2025-09-14
42159867,a029d7b4bb38,Southeast 2015 Boys Blue,16B KChacon,2,4,2025-09-14
42159867,a029d7b4bb38,Southeast 2015 Boys Blue,16B KChacon,2,4,2025-09-14
42162342,42170457,15B Garza Pre MLS Next,15B NMarkette Pre-MLS Next,1,4,2025-09-14
42161493,42160738,AZ Arsenal 15 Boys Teal CE,West Valley 2015 Boys Rose,0,3,2025-09-14
42170457,42162342,15B NMarkette Pre-MLS Next,15B Garza Pre MLS Next,4,1,2025-09-14
42162342,42170457,15B Garza Pre MLS Next,15B NMarkette Pre-MLS Next,1,4,2025-09-14
42162010,42160739,CCV Stars 15 Boys South Pre-ECNL,15B AChacon Pre-MLS Next,2,6,2025-09-14
42161530,42161443,PRFC West Valley 15B Pre-Academy,15B Jason Pre MLS Next,8,2,2025-09-14
42160479,42177087,15B Echanove,Northwest 2015 Boys Blue,2,2,2025-09-14
42177087,42160479,Northwest 2015 Boys Blue,15B Echanove,2,2,2025-09-14
42176637,42159948,FCDA 2015/16B Pre - Academy,15B DGerman,0,17,2025-09-14
42159948,42176637,15B DGerman,FCDA 2015/16B Pre - Academy,17,0,2025-09-14
42161530,42161443,PRFC West Valley 15B Pre-Academy,15B Jason Pre MLS Next,8,2,2025-09-14
42161443,42161530,15B Jason Pre MLS Next,PRFC West Valley 15B Pre-Academy,2,8,2025-09-14
42161443,42160378,15B Jason Pre MLS Next,Royals,0,6,2025-09-14
42160378,42161443,Royals,15B Jason Pre MLS Next,6,0,2025-09-14
42160378,42161443,Royals,15B Jason Pre MLS Next,6,0,2025-09-14
42161443,42160378,15B Jason Pre MLS Next,Royals,0,6,2025-09-14
42161822,42159965,15B Overlin,Synergy FC 15/16B Montone,3,5,2025-09-14
a029d7b4bb38,42159867,16B KChacon,Southeast 2015 Boys Blue,4,2,2025-09-14
42159965,42161822,Synergy FC 15/16B Montone,15B Overlin,5,3,2025-09-14
42160739,42162010,15B AChacon Pre-MLS Next,CCV Stars 15 Boys South Pre-ECNL,6,2,2025-09-14
42161983,42161078,AZSC 2015B White,PRFC Scottsdale 15B Predator,2,4,2025-09-14
42161822,42160738,15B Overlin,West Valley 2015 Boys Rose,0,4,2025-09-14
42161078,42161983,PRFC Scottsdale 15B Predator,AZSC 2015B White,4,2,2025-09-14
42169603,42159948,Phoenix United 2015 Academy,15B DGerman,2,1,2025-09-14
42161078,42161983,PRFC Scottsdale 15B Predator,AZSC 2015B White,4,2,2025-09-14
42161983,42161078,AZSC 2015B White,PRFC Scottsdale 15B Predator,2,4,2025-09-14
42161983,42161078,AZSC 2015B White,PRFC Scottsdale 15B Predator,2,4,2025-09-14
42161078,42161983,PRFC Scottsdale 15B Predator,AZSC 2015B White,4,2,2025-09-14
42160738,42161493,West Valley 2015 Boys Rose,AZ Arsenal 15 Boys Teal CE,4,2,2025-09-14
42161493,42160738,AZ Arsenal 15 Boys Teal CE,West Valley 2015 Boys Rose,2,4,2025-09-14
42161493,42160738,AZ Arsenal 15 Boys Teal CE,West Valley 2015 Boys Rose,2,4,2025-09-14
42160738,42161493,West Valley 2015 Boys Rose,AZ Arsenal 15 Boys Teal CE,4,2,2025-09-14
42162342,42159960,15B Garza Pre MLS Next,Northwest 2015 Boys Black,1,8,2025-09-14
42159960,42162342,Northwest 2015 Boys Black,15B Garza Pre MLS Next,8,1,2025-09-14
42160738,42161822,West Valley 2015 Boys Rose,15B Overlin,4,0,2025-09-14
42161822,42160738,15B Overlin,West Valley 2015 Boys Rose,0,4,2025-09-14
42160738,42161822,West Valley 2015 Boys Rose,15B Overlin,4,0,2025-09-14
42160732,42161530,15 Boys Navy,PRFC West Valley 15B Pre-Academy,3,2,2025-09-14
42161530,42160732,PRFC West Valley 15B Pre-Academy,15 Boys Navy,2,3,2025-09-14
42161530,42160732,PRFC West Valley 15B Pre-Academy,15 Boys Navy,2,3,2025-09-14
42160732,42161530,15 Boys Navy,PRFC West Valley 15B Pre-Academy,3,2,2025-09-14
42160739,42162010,15B AChacon Pre-MLS Next,CCV Stars 15 Boys South Pre-ECNL,6,2,2025-09-14
42162010,42160739,CCV Stars 15 Boys South Pre-ECNL,15B AChacon Pre-MLS Next,2,6,2025-09-14
42161493,42160738,AZ Arsenal 15 Boys Teal CE,West Valley 2015 Boys Rose,0,3,2025-09-14
42160738,42161493,West Valley 2015 Boys Rose,AZ Arsenal 15 Boys Teal CE,3,0,2025-09-14
42160973,42161402,15B OMolina,PRFC Southeast Valley 15B Predator,3,0,2025-09-14
42161402,42160973,PRFC Southeast Valley 15B Predator,15B OMolina,0,3,2025-09-14
42161402,42160973,PRFC Southeast Valley 15B Predator,15B OMolina,0,3,2025-09-14
42160973,42161402,15B OMolina,PRFC Southeast Valley 15B Predator,3,0,2025-09-14
42162342,42170457,15B Garza Pre MLS Next,15B NMarkette Pre-MLS Next,1,4,2025-09-14
42170457,42162342,15B NMarkette Pre-MLS Next,15B Garza Pre MLS Next,4,1,2025-09-14
42161983,42161078,AZSC 2015B White,PRFC Scottsdale 15B Predator,2,4,2025-09-14
42161078,42161983,PRFC Scottsdale 15B Predator,AZSC 2015B White,4,2,2025-09-14
42159948,42169603,15B DGerman,Phoenix United 2015 Academy,1,2,2025-09-14
42161443,42161530,15B Jason Pre MLS Next,PRFC West Valley 15B Pre-Academy,2,8,2025-09-14
42169603,42159948,Phoenix United 2015 Academy,15B DGerman,2,1,2025-09-14
42162707,494b1dcf903e,Southeast 2015 Boys Red,14B Velasco,3,0,2025-09-14
42162707,494b1dcf903e,Southeast 2015 Boys Red,14B Velasco,3,0,2025-09-14
494b1dcf903e,42162707,14B Velasco,Southeast 2015 Boys Red,0,3,2025-09-14
42177087,42160479,Northwest 2015 Boys Blue,15B Echanove,2,2,2025-09-14
42160479,42177087,15B Echanove,Northwest 2015 Boys Blue,2,2,2025-09-14
42159960,42162049,Northwest 2015 Boys Black,Las Vegas Sports Academy U11 Boys Red 2015,2,2,2025-09-14
42162049,42159960,Las Vegas Sports Academy U11 Boys Red 2015,Northwest 2015 Boys Black,2,2,2025-09-14
42162049,42159960,Las Vegas Sports Academy U11 Boys Red 2015,Northwest 2015 Boys Black,2,2,2025-09-14
42159960,42162049,Northwest 2015 Boys Black,Las Vegas Sports Academy U11 Boys Red 2015,2,2,2025-09-14
42162049,42159960,Las Vegas Sports Academy U11 Boys Red 2015,Northwest 2015 Boys Black,2,1,2025-09-14
42159960,42162049,Northwest 2015 Boys Black,Las Vegas Sports Academy U11 Boys Red 2015,1,2,2025-09-14
42159960,42162049,Northwest 2015 Boys Black,Las Vegas Sports Academy U11 Boys Red 2015,1,2,2025-09-14
42162049,42159960,Las Vegas Sports Academy U11 Boys Red 2015,Northwest 2015 Boys Black,2,1,2025-09-14
42162342,42159960,15B Garza Pre MLS Next,Northwest 2015 Boys Black,1,8,2025-09-14
42159960,42162342,Northwest 2015 Boys Black,15B Garza Pre MLS Next,8,1,2025-09-14
42159960,42162342,Northwest 2015 Boys Black,15B Garza Pre MLS Next,8,1,2025-09-14
42162342,42159960,15B Garza Pre MLS Next,Northwest 2015 Boys Black,1,8,2025-09-14
42161196,a029d7b4bb38,15B NJMarkette,16B KChacon,2,1,2025-09-14
a029d7b4bb38,42161196,16B KChacon,15B NJMarkette,1,2,2025-09-14
a029d7b4bb38,42161196,16B KChacon,15B NJMarkette,1,2,2025-09-14
42161196,a029d7b4bb38,15B NJMarkette,16B KChacon,2,1,2025-09-14
42161530,42161443,PRFC West Valley 15B Pre-Academy,15B Jason Pre MLS Next,8,2,2025-09-14
42159965,42161822,Synergy FC 15/16B Montone,15B Overlin,5,3,2025-09-14
42161822,42159965,15B Overlin,Synergy FC 15/16B Montone,3,5,2025-09-14
42162707,42160739,Southeast 2015 Boys Red,15B AChacon Pre-MLS Next,1,1,2025-09-14
42160739,42162707,15B AChacon Pre-MLS Next,Southeast 2015 Boys Red,1,1,2025-09-14
42160739,42162707,15B AChacon Pre-MLS Next,Southeast 2015 Boys Red,1,1,2025-09-14
42162707,42160739,Southeast 2015 Boys Red,15B AChacon Pre-MLS Next,1,1,2025-09-14
42159948,42169603,15B DGerman,Phoenix United 2015 Academy,1,2,2025-09-14
494b1dcf903e,42162707,14B Velasco,Southeast 2015 Boys Red,0,3,2025-09-14
42160739,42162707,15B AChacon Pre-MLS Next,Southeast 2015 Boys Red,1,1,2025-09-14
42161443,42161530,15B Jason Pre MLS Next,PRFC West Valley 15B Pre-Academy,2,8,2025-09-14
42162707,42160739,Southeast 2015 Boys Red,15B AChacon Pre-MLS Next,1,1,2025-09-14
42177088,42169603,AZ Arsenal 15 Boys Teal SH,Phoenix United 2015 Academy,1,7,2025-09-14
42162707,42160739,Southeast 2015 Boys Red,15B AChacon Pre-MLS Next,1,1,2025-09-14
42169603,42177088,Phoenix United 2015 Academy,AZ Arsenal 15 Boys Teal SH,7,1,2025-09-14
42159948,42169603,15B DGerman,Phoenix United 2015 Academy,1,2,2025-09-14
42169603,42159948,Phoenix United 2015 Academy,15B DGerman,2,1,2025-09-14
42169603,42159948,Phoenix United 2015 Academy,15B DGerman,2,1,2025-09-14
42169603,42177088,Phoenix United 2015 Academy,AZ Arsenal 15 Boys Teal SH,7,1,2025-09-14
42177088,42169603,AZ Arsenal 15 Boys Teal SH,Phoenix United 2015 Academy,1,7,2025-09-14
42160217,42161196,Dynamos SC 15B Gold,15B NJMarkette,1,3,2025-09-14
42161196,42160217,15B NJMarkette,Dynamos SC 15B Gold,3,1,2025-09-14
42161196,42160217,15B NJMarkette,Dynamos SC 15B Gold,3,1,2025-09-14
42160217,42161196,Dynamos SC 15B Gold,15B NJMarkette,1,3,2025-09-14
42160732,42161530,15 Boys Navy,PRFC West Valley 15B Pre-Academy,3,2,2025-09-14
42161530,42160732,PRFC West Valley 15B Pre-Academy,15 Boys Navy,2,3,2025-09-14
42159948,42169603,15B DGerman,Phoenix United 2015 Academy,1,2,2025-09-14
42160732,42161530,15 Boys Navy,PRFC West Valley 15B Pre-Academy,3,2,2025-09-14
42161530,42160732,PRFC West Valley 15B Pre-Academy,15 Boys Navy,2,3,2025-09-14
f00948f71a70,42162707,East Valley NSFC 14 Boys Aguirre,Southeast 2015 Boys Red,0,9,2025-09-14
f00948f71a70,42162707,East Valley NSFC 14 Boys Aguirre,Southeast 2015 Boys Red,0,9,2025-09-14
42162707,f00948f71a70,Southeast 2015 Boys Red,East Valley NSFC 14 Boys Aguirre,9,0,2025-09-14
42160217,42161196,Dynamos SC 15B Gold,15B NJMarkette,1,3,2025-09-14
42160739,42162707,15B AChacon Pre-MLS Next,Southeast 2015 Boys Red,1,1,2025-09-14
42161196,42160217,15B NJMarkette,Dynamos SC 15B Gold,3,1,2025-09-14
42162707,f00948f71a70,Southeast 2015 Boys Red,East Valley NSFC 14 Boys Aguirre,9,0,2025-09-14
42161530,42161443,PRFC West Valley 15B Pre-Academy,15B Jason Pre MLS Next,8,2,2025-09-14
42161196,42160217,15B NJMarkette,Dynamos SC 15B Gold,3,1,2025-09-14
42160217,42161196,Dynamos SC 15B Gold,15B NJMarkette,1,3,2025-09-14
42176637,42159948,FCDA 2015/16B Pre - Academy,15B DGerman,0,17,2025-09-14
42159948,42176637,15B DGerman,FCDA 2015/16B Pre - Academy,17,0,2025-09-14
42161443,42161530,15B Jason Pre MLS Next,PRFC West Valley 15B Pre-Academy,2,8,2025-09-14
42160668,42160370,15 Boys Soul Warriors,15 Pre-MLS Next #2,1,4,2025-09-20
42160668,42160370,15 Boys Soul Warriors,15 Pre-MLS Next #2,1,4,2025-09-20
42160370,42160668,15 Pre-MLS Next #2,15 Boys Soul Warriors,4,1,2025-09-20
42160725,42161840,PRFC Scottsdale 15B Pre-Academy,CCV Stars 15 Boys West Pre-ECNL,5,2,2025-09-20
42161840,42160725,CCV Stars 15 Boys West Pre-ECNL,PRFC Scottsdale 15B Pre-Academy,2,5,2025-09-20
42161840,42160725,CCV Stars 15 Boys West Pre-ECNL,PRFC Scottsdale 15B Pre-Academy,2,5,2025-09-20
42160725,42161840,PRFC Scottsdale 15B Pre-Academy,CCV Stars 15 Boys West Pre-ECNL,5,2,2025-09-20
42160695,42160742,15B Hinds,VSC 2015 Boys White,2,0,2025-09-20
42160742,42160695,VSC 2015 Boys White,15B Hinds,0,2,2025-09-20
42160742,42160695,VSC 2015 Boys White,15B Hinds,0,2,2025-09-20
42159948,42160973,15B DGerman,15B OMolina,7,1,2025-09-20
42159858,42160695,CDO 15B Elite,15B Hinds,3,3,2025-09-20
42160695,42159858,15B Hinds,CDO 15B Elite,3,3,2025-09-20
42160695,42159858,15B Hinds,CDO 15B Elite,3,3,2025-09-20
42159858,42160695,CDO 15B Elite,15B Hinds,3,3,2025-09-20
42160973,42159948,15B OMolina,15B DGerman,1,7,2025-09-20
42160973,42159948,15B OMolina,15B DGerman,1,7,2025-09-20
42159948,42160973,15B DGerman,15B OMolina,7,1,2025-09-20
42160370,42160668,15 Pre-MLS Next #2,15 Boys Soul Warriors,4,1,2025-09-20
42163331,42158859,PRFC Southeast Valley 15B Pre-Academy,COSC Pre-ECNL RL B15,1,2,2025-09-20
42158859,42163331,COSC Pre-ECNL RL B15,PRFC Southeast Valley 15B Pre-Academy,2,1,2025-09-20
42160695,42160742,15B Hinds,VSC 2015 Boys White,2,0,2025-09-20
42161849,42159965,2015 Boys White,Synergy FC 15/16B Montone,0,3,2025-09-20
42161804,42160369,15B,15 Pre-MLS Next #1,1,9,2025-09-20
42161566,42160370,PRFC Scottsdale 15B Samba,15 Pre-MLS Next #2,0,5,2025-09-20
42160723,42161284,15 Boys National League #1,Chelsea 15B,1,16,2025-09-20
42158859,42163331,COSC Pre-ECNL RL B15,PRFC Southeast Valley 15B Pre-Academy,2,1,2025-09-20
42161284,42160723,Chelsea 15B,15 Boys National League #1,16,1,2025-09-20
42162183,42160738,2015 Boys Yellow,West Valley 2015 Boys Rose,1,10,2025-09-20
42160738,42162183,West Valley 2015 Boys Rose,2015 Boys Yellow,10,1,2025-09-20
42160738,42158461,West Valley 2015 Boys Rose,Atletico Tuzos Guerrero 2015,2,1,2025-09-20
42158461,42160738,Atletico Tuzos Guerrero 2015,West Valley 2015 Boys Rose,1,2,2025-09-20
42161078,42161284,PRFC Scottsdale 15B Predator,Chelsea 15B,3,3,2025-09-20
42161284,42161078,Chelsea 15B,PRFC Scottsdale 15B Predator,3,3,2025-09-20
42161804,42160369,15B,15 Pre-MLS Next #1,1,9,2025-09-20
42159965,42161849,Synergy FC 15/16B Montone,2015 Boys White,3,0,2025-09-20
42160369,42161804,15 Pre-MLS Next #1,15B,9,1,2025-09-20
42171732,42162272,2015 Boys Blue,FC Deportivo AZ 2015B (Gallegos),4,0,2025-09-20
42171732,42162272,2015 Boys Blue,FC Deportivo AZ 2015B (Gallegos),4,0,2025-09-20
42162272,42171732,FC Deportivo AZ 2015B (Gallegos),2015 Boys Blue,0,4,2025-09-20
42162342,42160762,15B Garza Pre MLS Next,State 48 FC 15 Elite,3,3,2025-09-20
42160762,42162342,State 48 FC 15 Elite,15B Garza Pre MLS Next,3,3,2025-09-20
42160762,42162342,State 48 FC 15 Elite,15B Garza Pre MLS Next,3,3,2025-09-20
42162342,42160762,15B Garza Pre MLS Next,State 48 FC 15 Elite,3,3,2025-09-20
42160580,42163046,Dynamos SC 15B SC,AZSC 2015B Navy,2,4,2025-09-20
42163046,42160580,AZSC 2015B Navy,Dynamos SC 15B SC,4,2,2025-09-20
42160370,42161566,15 Pre-MLS Next #2,PRFC Scottsdale 15B Samba,5,0,2025-09-20
42162272,42171732,FC Deportivo AZ 2015B (Gallegos),2015 Boys Blue,0,4,2025-09-20
42163331,42158859,PRFC Southeast Valley 15B Pre-Academy,COSC Pre-ECNL RL B15,1,2,2025-09-20
42162392,42176058,PRFC Southeast Valley 15B Predator-Central,Select 15B Red,0,5,2025-09-20
42161804,42160369,15B,15 Pre-MLS Next #1,1,9,2025-09-20
42162133,42161943,Tuzos Academy Mesa 2015,RSL-AZ Yuma 15 Boys Patino,1,1,2025-09-20
42161943,42162133,RSL-AZ Yuma 15 Boys Patino,Tuzos Academy Mesa 2015,1,1,2025-09-20
42176058,42162392,Select 15B Red,PRFC Southeast Valley 15B Predator-Central,5,0,2025-09-20
42162392,42176058,PRFC Southeast Valley 15B Predator-Central,Select 15B Red,0,5,2025-09-20
42176058,42162392,Select 15B Red,PRFC Southeast Valley 15B Predator-Central,5,0,2025-09-20
42161345,42162172,Tuzos USA 2015A,RYSC 2015,5,5,2025-09-20
42162172,42161345,RYSC 2015,Tuzos USA 2015A,5,5,2025-09-20
