Team,Opponent,TeamRaw,OpponentRaw,TeamScore,OpponentScore,Competition,Date,Division,TeamURL
fc tucson youth soccer 2012 boys blue,phoenix premier fc 2012 boys red,FC Tucson Youth Soccer 2012 Boys Blue,Phoenix Premier FC 2012 Boys Red,4,5,League Play,2024-10-11,az_boys_u14,https://rankings.gotsport.com/teams/u14_45
fc tucson youth soccer 2012 boys blue,mesa soccer club 2012 boys white,FC Tucson Youth Soccer 2012 Boys Blue,Mesa Soccer Club 2012 Boys White,5,1,League Play,2024-12-03,az_boys_u14,https://rankings.gotsport.com/teams/u14_45
fc tucson youth soccer 2012 boys blue,goodyear soccer club 2012 boys gold,FC Tucson Youth Soccer 2012 Boys Blue,Goodyear Soccer Club 2012 Boys Gold,4,2,League Play,2024-11-15,az_boys_u14,https://rankings.gotsport.com/teams/u14_45
fc tucson youth soccer 2012 boys blue,goodyear soccer club 2012 boys gold,FC Tucson Youth Soccer 2012 Boys Blue,Goodyear Soccer Club 2012 Boys Gold,1,1,League Play,2024-10-23,az_boys_u14,https://rankings.gotsport.com/teams/u14_45
fc tucson youth soccer 2012 boys blue,apache junction soccer club 2012 boys blue,FC Tucson Youth Soccer 2012 Boys Blue,Apache Junction Soccer Club 2012 Boys Blue,2,5,League Play,2025-01-19,az_boys_u14,https://rankings.gotsport.com/teams/u14_45
fc tucson youth soccer 2012 boys blue,chandler soccer club 2012 boys red,FC Tucson Youth Soccer 2012 Boys Blue,Chandler Soccer Club 2012 Boys Red,2,1,League Play,2025-02-08,az_boys_u14,https://rankings.gotsport.com/teams/u14_45
fc tucson youth soccer 2012 boys blue,tempe soccer club 2012 boys blue,FC Tucson Youth Soccer 2012 Boys Blue,Tempe Soccer Club 2012 Boys Blue,2,4,League Play,2025-05-28,az_boys_u14,https://rankings.gotsport.com/teams/u14_45
fc tucson youth soccer 2012 boys blue,avondale soccer club 2012 boys black,FC Tucson Youth Soccer 2012 Boys Blue,Avondale Soccer Club 2012 Boys Black,2,5,League Play,2025-03-26,az_boys_u14,https://rankings.gotsport.com/teams/u14_45
fc tucson youth soccer 2012 boys blue,tempe soccer club 2012 boys white,FC Tucson Youth Soccer 2012 Boys Blue,Tempe Soccer Club 2012 Boys White,3,3,League Play,2024-12-16,az_boys_u14,https://rankings.gotsport.com/teams/u14_45
fc tucson youth soccer 2012 boys blue,tempe soccer club 2012 boys blue,FC Tucson Youth Soccer 2012 Boys Blue,Tempe Soccer Club 2012 Boys Blue,4,3,League Play,2025-04-08,az_boys_u14,https://rankings.gotsport.com/teams/u14_45
fc tucson youth soccer 2012 boys blue,phoenix premier fc 2012 boys red,FC Tucson Youth Soccer 2012 Boys Blue,Phoenix Premier FC 2012 Boys Red,5,5,League Play,2025-09-27,az_boys_u14,https://rankings.gotsport.com/teams/u14_45
fc tucson youth soccer 2012 boys blue,desert sc 2012 boys blue,FC Tucson Youth Soccer 2012 Boys Blue,Desert SC 2012 Boys Blue,3,4,League Play,2025-01-26,az_boys_u14,https://rankings.gotsport.com/teams/u14_45
fc tucson youth soccer 2012 boys blue,glendale soccer club 2012 boys red,FC Tucson Youth Soccer 2012 Boys Blue,Glendale Soccer Club 2012 Boys Red,0,2,League Play,2024-11-14,az_boys_u14,https://rankings.gotsport.com/teams/u14_45
fc tucson youth soccer 2012 boys blue,queen creek soccer club 2012 boys white,FC Tucson Youth Soccer 2012 Boys Blue,Queen Creek Soccer Club 2012 Boys White,3,5,League Play,2025-03-17,az_boys_u14,https://rankings.gotsport.com/teams/u14_45
fc tucson youth soccer 2012 boys blue,phoenix premier fc 2012 boys red,FC Tucson Youth Soccer 2012 Boys Blue,Phoenix Premier FC 2012 Boys Red,5,0,League Play,2025-04-12,az_boys_u14,https://rankings.gotsport.com/teams/u14_45
fc tucson youth soccer 2012 boys blue,goodyear soccer club 2012 boys gold,FC Tucson Youth Soccer 2012 Boys Blue,Goodyear Soccer Club 2012 Boys Gold,0,1,League Play,2025-03-04,az_boys_u14,https://rankings.gotsport.com/teams/u14_45
fc tucson youth soccer 2012 boys blue,queen creek soccer club 2012 boys black,FC Tucson Youth Soccer 2012 Boys Blue,Queen Creek Soccer Club 2012 Boys Black,5,2,League Play,2025-06-07,az_boys_u14,https://rankings.gotsport.com/teams/u14_45
fc tucson youth soccer 2012 boys blue,mesa soccer club 2012 boys black,FC Tucson Youth Soccer 2012 Boys Blue,Mesa Soccer Club 2012 Boys Black,5,2,League Play,2024-12-29,az_boys_u14,https://rankings.gotsport.com/teams/u14_45
fc tucson youth soccer 2012 boys blue,fountain hills soccer club 2012 boys blue,FC Tucson Youth Soccer 2012 Boys Blue,Fountain Hills Soccer Club 2012 Boys Blue,2,4,League Play,2025-06-27,az_boys_u14,https://rankings.gotsport.com/teams/u14_45
fc tucson youth soccer 2012 boys blue,az arsenal soccer club 2012 boys blue,FC Tucson Youth Soccer 2012 Boys Blue,AZ Arsenal Soccer Club 2012 Boys Blue,2,3,League Play,2025-01-09,az_boys_u14,https://rankings.gotsport.com/teams/u14_45
fc tucson youth soccer 2012 boys blue,chandler soccer club 2012 boys white,FC Tucson Youth Soccer 2012 Boys Blue,Chandler Soccer Club 2012 Boys White,0,0,League Play,2025-03-02,az_boys_u14,https://rankings.gotsport.com/teams/u14_45
fc tucson youth soccer 2012 boys blue,goodyear soccer club 2012 boys blue,FC Tucson Youth Soccer 2012 Boys Blue,Goodyear Soccer Club 2012 Boys Blue,3,4,League Play,2025-10-02,az_boys_u14,https://rankings.gotsport.com/teams/u14_45
fc tucson youth soccer 2012 boys blue,az arsenal soccer club 2012 boys blue,FC Tucson Youth Soccer 2012 Boys Blue,AZ Arsenal Soccer Club 2012 Boys Blue,0,0,League Play,2024-11-14,az_boys_u14,https://rankings.gotsport.com/teams/u14_45
fountain hills soccer club 2012 boys white,queen creek soccer club 2012 boys black,Fountain Hills Soccer Club 2012 Boys White,Queen Creek Soccer Club 2012 Boys Black,2,2,League Play,2025-05-04,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
fountain hills soccer club 2012 boys white,mesa soccer club 2012 boys red,Fountain Hills Soccer Club 2012 Boys White,Mesa Soccer Club 2012 Boys Red,5,1,League Play,2024-11-17,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
fountain hills soccer club 2012 boys white,phoenix rising fc 2012 boys black,Fountain Hills Soccer Club 2012 Boys White,Phoenix Rising FC 2012 Boys Black,4,3,League Play,2025-06-04,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
fountain hills soccer club 2012 boys white,tempe soccer club 2012 boys white,Fountain Hills Soccer Club 2012 Boys White,Tempe Soccer Club 2012 Boys White,5,2,League Play,2024-10-18,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
fountain hills soccer club 2012 boys white,paradise valley soccer club 2012 boys blue,Fountain Hills Soccer Club 2012 Boys White,Paradise Valley Soccer Club 2012 Boys Blue,3,1,League Play,2025-08-29,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
fountain hills soccer club 2012 boys white,chandler soccer club 2012 boys white,Fountain Hills Soccer Club 2012 Boys White,Chandler Soccer Club 2012 Boys White,4,2,League Play,2025-05-24,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
fountain hills soccer club 2012 boys white,az arsenal soccer club 2012 boys blue,Fountain Hills Soccer Club 2012 Boys White,AZ Arsenal Soccer Club 2012 Boys Blue,5,4,League Play,2025-05-11,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
fountain hills soccer club 2012 boys white,mesa soccer club 2012 boys white,Fountain Hills Soccer Club 2012 Boys White,Mesa Soccer Club 2012 Boys White,3,5,League Play,2025-01-07,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
fountain hills soccer club 2012 boys white,mesa soccer club 2012 boys white,Fountain Hills Soccer Club 2012 Boys White,Mesa Soccer Club 2012 Boys White,0,4,League Play,2025-07-06,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
fountain hills soccer club 2012 boys white,desert sc 2012 boys gold,Fountain Hills Soccer Club 2012 Boys White,Desert SC 2012 Boys Gold,5,1,League Play,2025-07-19,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
fountain hills soccer club 2012 boys white,scottsdale soccer club 2012 boys black,Fountain Hills Soccer Club 2012 Boys White,Scottsdale Soccer Club 2012 Boys Black,4,1,League Play,2024-10-26,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
fountain hills soccer club 2012 boys white,queen creek soccer club 2012 boys white,Fountain Hills Soccer Club 2012 Boys White,Queen Creek Soccer Club 2012 Boys White,5,0,League Play,2025-04-16,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
fountain hills soccer club 2012 boys white,rsl-az west valley 2012 boys gold,Fountain Hills Soccer Club 2012 Boys White,RSL-AZ West Valley 2012 Boys Gold,2,1,League Play,2025-04-30,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
fountain hills soccer club 2012 boys white,chandler soccer club 2012 boys red,Fountain Hills Soccer Club 2012 Boys White,Chandler Soccer Club 2012 Boys Red,2,2,League Play,2025-08-16,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
fountain hills soccer club 2012 boys white,mesa soccer club 2012 boys red,Fountain Hills Soccer Club 2012 Boys White,Mesa Soccer Club 2012 Boys Red,5,1,League Play,2025-07-18,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
fountain hills soccer club 2012 boys white,maricopa soccer club 2012 boys black,Fountain Hills Soccer Club 2012 Boys White,Maricopa Soccer Club 2012 Boys Black,3,1,League Play,2024-11-12,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
fountain hills soccer club 2012 boys white,desert sc 2012 boys blue,Fountain Hills Soccer Club 2012 Boys White,Desert SC 2012 Boys Blue,1,2,League Play,2025-06-12,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
fountain hills soccer club 2012 boys white,surprise soccer club 2012 boys gold,Fountain Hills Soccer Club 2012 Boys White,Surprise Soccer Club 2012 Boys Gold,0,1,League Play,2025-02-13,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
fountain hills soccer club 2012 boys white,chandler soccer club 2012 boys white,Fountain Hills Soccer Club 2012 Boys White,Chandler Soccer Club 2012 Boys White,1,5,League Play,2024-10-27,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
fountain hills soccer club 2012 boys white,queen creek soccer club 2012 boys white,Fountain Hills Soccer Club 2012 Boys White,Queen Creek Soccer Club 2012 Boys White,4,4,League Play,2025-02-20,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
fountain hills soccer club 2012 boys white,desert sc 2012 boys gold,Fountain Hills Soccer Club 2012 Boys White,Desert SC 2012 Boys Gold,0,4,League Play,2024-10-13,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
fountain hills soccer club 2012 boys white,cave creek soccer club 2012 boys black,Fountain Hills Soccer Club 2012 Boys White,Cave Creek Soccer Club 2012 Boys Black,5,4,League Play,2025-07-13,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
fountain hills soccer club 2012 boys white,az arsenal soccer club 2012 boys white,Fountain Hills Soccer Club 2012 Boys White,AZ Arsenal Soccer Club 2012 Boys White,2,5,League Play,2025-08-07,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
fountain hills soccer club 2012 boys white,tempe soccer club 2012 boys blue,Fountain Hills Soccer Club 2012 Boys White,Tempe Soccer Club 2012 Boys Blue,5,2,League Play,2025-10-06,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
fountain hills soccer club 2012 boys white,mesa soccer club 2012 boys gold,Fountain Hills Soccer Club 2012 Boys White,Mesa Soccer Club 2012 Boys Gold,4,1,League Play,2025-09-14,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
fountain hills soccer club 2012 boys white,mesa soccer club 2012 boys black,Fountain Hills Soccer Club 2012 Boys White,Mesa Soccer Club 2012 Boys Black,2,0,League Play,2024-10-13,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
fountain hills soccer club 2012 boys white,apache junction soccer club 2012 boys blue,Fountain Hills Soccer Club 2012 Boys White,Apache Junction Soccer Club 2012 Boys Blue,1,3,League Play,2024-12-07,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
fountain hills soccer club 2012 boys white,rsl-az north 2012 boys white,Fountain Hills Soccer Club 2012 Boys White,RSL-AZ North 2012 Boys White,2,2,League Play,2025-09-03,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
fountain hills soccer club 2012 boys white,tempe soccer club 2012 boys blue,Fountain Hills Soccer Club 2012 Boys White,Tempe Soccer Club 2012 Boys Blue,1,3,League Play,2025-01-08,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
fountain hills soccer club 2012 boys white,casa grande soccer club 2012 boys blue,Fountain Hills Soccer Club 2012 Boys White,Casa Grande Soccer Club 2012 Boys Blue,1,2,League Play,2024-11-09,az_boys_u14,https://rankings.gotsport.com/teams/u14_46
goodyear soccer club 2012 boys red,mesa soccer club 2012 boys black,Goodyear Soccer Club 2012 Boys Red,Mesa Soccer Club 2012 Boys Black,1,4,League Play,2025-04-18,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
goodyear soccer club 2012 boys red,desert sc 2012 boys blue,Goodyear Soccer Club 2012 Boys Red,Desert SC 2012 Boys Blue,4,5,League Play,2025-01-24,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
goodyear soccer club 2012 boys red,gilbert soccer club 2012 boys blue,Goodyear Soccer Club 2012 Boys Red,Gilbert Soccer Club 2012 Boys Blue,1,4,League Play,2025-03-30,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
goodyear soccer club 2012 boys red,queen creek soccer club 2012 boys white,Goodyear Soccer Club 2012 Boys Red,Queen Creek Soccer Club 2012 Boys White,5,0,League Play,2025-03-27,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
goodyear soccer club 2012 boys red,glendale soccer club 2012 boys blue,Goodyear Soccer Club 2012 Boys Red,Glendale Soccer Club 2012 Boys Blue,1,5,League Play,2025-06-28,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
goodyear soccer club 2012 boys red,mesa soccer club 2012 boys black,Goodyear Soccer Club 2012 Boys Red,Mesa Soccer Club 2012 Boys Black,0,1,League Play,2025-08-27,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
goodyear soccer club 2012 boys red,desert sc 2012 boys gold,Goodyear Soccer Club 2012 Boys Red,Desert SC 2012 Boys Gold,0,5,League Play,2024-10-19,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
goodyear soccer club 2012 boys red,casa grande soccer club 2012 boys gold,Goodyear Soccer Club 2012 Boys Red,Casa Grande Soccer Club 2012 Boys Gold,3,4,League Play,2025-05-06,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
goodyear soccer club 2012 boys red,tempe soccer club 2012 boys black,Goodyear Soccer Club 2012 Boys Red,Tempe Soccer Club 2012 Boys Black,1,4,League Play,2025-07-30,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
goodyear soccer club 2012 boys red,phoenix premier fc 2012 boys red,Goodyear Soccer Club 2012 Boys Red,Phoenix Premier FC 2012 Boys Red,0,4,League Play,2025-02-20,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
goodyear soccer club 2012 boys red,phoenix premier fc 2012 boys red,Goodyear Soccer Club 2012 Boys Red,Phoenix Premier FC 2012 Boys Red,5,4,League Play,2025-06-25,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
goodyear soccer club 2012 boys red,cave creek soccer club 2012 boys black,Goodyear Soccer Club 2012 Boys Red,Cave Creek Soccer Club 2012 Boys Black,0,1,League Play,2025-06-27,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
goodyear soccer club 2012 boys red,buckeye soccer club 2012 boys blue,Goodyear Soccer Club 2012 Boys Red,Buckeye Soccer Club 2012 Boys Blue,0,5,League Play,2025-05-27,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
goodyear soccer club 2012 boys red,fountain hills soccer club 2012 boys blue,Goodyear Soccer Club 2012 Boys Red,Fountain Hills Soccer Club 2012 Boys Blue,0,1,League Play,2025-01-02,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
goodyear soccer club 2012 boys red,tempe soccer club 2012 boys blue,Goodyear Soccer Club 2012 Boys Red,Tempe Soccer Club 2012 Boys Blue,4,0,League Play,2024-11-18,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
goodyear soccer club 2012 boys red,fc tucson youth soccer 2012 boys white,Goodyear Soccer Club 2012 Boys Red,FC Tucson Youth Soccer 2012 Boys White,2,3,League Play,2024-11-26,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
goodyear soccer club 2012 boys red,phoenix premier fc 2012 boys gold,Goodyear Soccer Club 2012 Boys Red,Phoenix Premier FC 2012 Boys Gold,0,2,League Play,2025-06-10,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
goodyear soccer club 2012 boys red,mesa soccer club 2012 boys white,Goodyear Soccer Club 2012 Boys Red,Mesa Soccer Club 2012 Boys White,1,0,League Play,2025-09-21,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
goodyear soccer club 2012 boys red,apache junction soccer club 2012 boys gold,Goodyear Soccer Club 2012 Boys Red,Apache Junction Soccer Club 2012 Boys Gold,0,5,League Play,2025-05-09,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
goodyear soccer club 2012 boys red,fountain hills soccer club 2012 boys black,Goodyear Soccer Club 2012 Boys Red,Fountain Hills Soccer Club 2012 Boys Black,0,4,League Play,2025-04-22,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
goodyear soccer club 2012 boys red,tempe soccer club 2012 boys blue,Goodyear Soccer Club 2012 Boys Red,Tempe Soccer Club 2012 Boys Blue,0,0,League Play,2025-04-14,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
goodyear soccer club 2012 boys red,mesa soccer club 2012 boys black,Goodyear Soccer Club 2012 Boys Red,Mesa Soccer Club 2012 Boys Black,5,2,League Play,2025-02-25,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
goodyear soccer club 2012 boys red,rsl-az north 2012 boys red,Goodyear Soccer Club 2012 Boys Red,RSL-AZ North 2012 Boys Red,5,1,League Play,2025-07-10,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
goodyear soccer club 2012 boys red,fc tucson youth soccer 2012 boys red,Goodyear Soccer Club 2012 Boys Red,FC Tucson Youth Soccer 2012 Boys Red,5,1,League Play,2024-12-23,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
goodyear soccer club 2012 boys red,apache junction soccer club 2012 boys gold,Goodyear Soccer Club 2012 Boys Red,Apache Junction Soccer Club 2012 Boys Gold,2,5,League Play,2025-03-27,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
goodyear soccer club 2012 boys red,chandler soccer club 2012 boys gold,Goodyear Soccer Club 2012 Boys Red,Chandler Soccer Club 2012 Boys Gold,0,4,League Play,2024-12-28,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
goodyear soccer club 2012 boys red,az arsenal soccer club 2012 boys red,Goodyear Soccer Club 2012 Boys Red,AZ Arsenal Soccer Club 2012 Boys Red,5,0,League Play,2025-05-23,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
goodyear soccer club 2012 boys red,apache junction soccer club 2012 boys gold,Goodyear Soccer Club 2012 Boys Red,Apache Junction Soccer Club 2012 Boys Gold,4,5,League Play,2025-09-20,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
goodyear soccer club 2012 boys red,rsl-az south 2012 boys blue,Goodyear Soccer Club 2012 Boys Red,RSL-AZ South 2012 Boys Blue,3,4,League Play,2025-06-10,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
goodyear soccer club 2012 boys red,az soccer club 2012 boys red,Goodyear Soccer Club 2012 Boys Red,AZ Soccer Club 2012 Boys Red,1,1,League Play,2025-01-16,az_boys_u14,https://rankings.gotsport.com/teams/u14_47
tempe soccer club 2012 boys blue,casa grande soccer club 2012 boys red,Tempe Soccer Club 2012 Boys Blue,Casa Grande Soccer Club 2012 Boys Red,5,1,League Play,2025-01-03,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
tempe soccer club 2012 boys blue,queen creek soccer club 2012 boys white,Tempe Soccer Club 2012 Boys Blue,Queen Creek Soccer Club 2012 Boys White,0,5,League Play,2025-09-07,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
tempe soccer club 2012 boys blue,chandler soccer club 2012 boys white,Tempe Soccer Club 2012 Boys Blue,Chandler Soccer Club 2012 Boys White,4,3,League Play,2025-03-15,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
tempe soccer club 2012 boys blue,rsl-az yuma 2012 boys red,Tempe Soccer Club 2012 Boys Blue,RSL-AZ Yuma 2012 Boys Red,4,4,League Play,2024-11-02,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
tempe soccer club 2012 boys blue,fountain hills soccer club 2012 boys black,Tempe Soccer Club 2012 Boys Blue,Fountain Hills Soccer Club 2012 Boys Black,0,1,League Play,2025-10-03,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
tempe soccer club 2012 boys blue,paradise valley soccer club 2012 boys black,Tempe Soccer Club 2012 Boys Blue,Paradise Valley Soccer Club 2012 Boys Black,4,5,League Play,2025-03-31,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
tempe soccer club 2012 boys blue,az arsenal soccer club 2012 boys blue,Tempe Soccer Club 2012 Boys Blue,AZ Arsenal Soccer Club 2012 Boys Blue,5,4,League Play,2025-08-31,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
tempe soccer club 2012 boys blue,cave creek soccer club 2012 boys black,Tempe Soccer Club 2012 Boys Blue,Cave Creek Soccer Club 2012 Boys Black,1,4,League Play,2025-06-02,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
tempe soccer club 2012 boys blue,rsl-az south 2012 boys white,Tempe Soccer Club 2012 Boys Blue,RSL-AZ South 2012 Boys White,1,5,League Play,2025-06-28,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
tempe soccer club 2012 boys blue,az soccer club 2012 boys blue,Tempe Soccer Club 2012 Boys Blue,AZ Soccer Club 2012 Boys Blue,1,0,League Play,2025-01-28,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
tempe soccer club 2012 boys blue,chandler soccer club 2012 boys red,Tempe Soccer Club 2012 Boys Blue,Chandler Soccer Club 2012 Boys Red,4,0,League Play,2025-05-27,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
tempe soccer club 2012 boys blue,glendale soccer club 2012 boys blue,Tempe Soccer Club 2012 Boys Blue,Glendale Soccer Club 2012 Boys Blue,5,0,League Play,2025-10-10,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
tempe soccer club 2012 boys blue,scottsdale soccer club 2012 boys black,Tempe Soccer Club 2012 Boys Blue,Scottsdale Soccer Club 2012 Boys Black,0,4,League Play,2025-02-22,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
tempe soccer club 2012 boys blue,mesa soccer club 2012 boys white,Tempe Soccer Club 2012 Boys Blue,Mesa Soccer Club 2012 Boys White,5,3,League Play,2025-04-24,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
tempe soccer club 2012 boys blue,avondale soccer club 2012 boys black,Tempe Soccer Club 2012 Boys Blue,Avondale Soccer Club 2012 Boys Black,3,2,League Play,2025-09-10,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
tempe soccer club 2012 boys blue,avondale soccer club 2012 boys black,Tempe Soccer Club 2012 Boys Blue,Avondale Soccer Club 2012 Boys Black,0,1,League Play,2025-07-22,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
tempe soccer club 2012 boys blue,rsl-az south 2012 boys white,Tempe Soccer Club 2012 Boys Blue,RSL-AZ South 2012 Boys White,0,0,League Play,2025-02-19,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
tempe soccer club 2012 boys blue,fountain hills soccer club 2012 boys black,Tempe Soccer Club 2012 Boys Blue,Fountain Hills Soccer Club 2012 Boys Black,2,2,League Play,2025-07-23,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
tempe soccer club 2012 boys blue,buckeye soccer club 2012 boys blue,Tempe Soccer Club 2012 Boys Blue,Buckeye Soccer Club 2012 Boys Blue,5,0,League Play,2025-08-05,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
tempe soccer club 2012 boys blue,rsl-az north 2012 boys red,Tempe Soccer Club 2012 Boys Blue,RSL-AZ North 2012 Boys Red,0,2,League Play,2024-10-15,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
tempe soccer club 2012 boys blue,maricopa soccer club 2012 boys gold,Tempe Soccer Club 2012 Boys Blue,Maricopa Soccer Club 2012 Boys Gold,2,2,League Play,2025-05-08,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
tempe soccer club 2012 boys blue,glendale soccer club 2012 boys blue,Tempe Soccer Club 2012 Boys Blue,Glendale Soccer Club 2012 Boys Blue,2,5,League Play,2025-06-24,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
tempe soccer club 2012 boys blue,rsl-az south 2012 boys white,Tempe Soccer Club 2012 Boys Blue,RSL-AZ South 2012 Boys White,2,3,League Play,2024-11-22,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
tempe soccer club 2012 boys blue,buckeye soccer club 2012 boys blue,Tempe Soccer Club 2012 Boys Blue,Buckeye Soccer Club 2012 Boys Blue,0,3,League Play,2024-11-08,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
tempe soccer club 2012 boys blue,goodyear soccer club 2012 boys blue,Tempe Soccer Club 2012 Boys Blue,Goodyear Soccer Club 2012 Boys Blue,0,0,League Play,2025-02-04,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
tempe soccer club 2012 boys blue,phoenix rising fc 2012 boys black,Tempe Soccer Club 2012 Boys Blue,Phoenix Rising FC 2012 Boys Black,0,5,League Play,2025-09-28,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
tempe soccer club 2012 boys blue,az arsenal soccer club 2012 boys red,Tempe Soccer Club 2012 Boys Blue,AZ Arsenal Soccer Club 2012 Boys Red,2,3,League Play,2024-11-13,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
tempe soccer club 2012 boys blue,rsl-az west valley 2012 boys gold,Tempe Soccer Club 2012 Boys Blue,RSL-AZ West Valley 2012 Boys Gold,2,3,League Play,2025-08-28,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
tempe soccer club 2012 boys blue,mesa soccer club 2012 boys red,Tempe Soccer Club 2012 Boys Blue,Mesa Soccer Club 2012 Boys Red,3,5,League Play,2024-11-03,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
tempe soccer club 2012 boys blue,paradise valley soccer club 2012 boys blue,Tempe Soccer Club 2012 Boys Blue,Paradise Valley Soccer Club 2012 Boys Blue,0,3,League Play,2025-09-21,az_boys_u14,https://rankings.gotsport.com/teams/u14_48
casa grande soccer club 2012 boys gold,valley united fc 2012 boys black,Casa Grande Soccer Club 2012 Boys Gold,Valley United FC 2012 Boys Black,4,4,League Play,2025-03-01,az_boys_u14,https://rankings.gotsport.com/teams/u14_49
casa grande soccer club 2012 boys gold,rsl-az south 2012 boys blue,Casa Grande Soccer Club 2012 Boys Gold,RSL-AZ South 2012 Boys Blue,3,1,League Play,2025-04-17,az_boys_u14,https://rankings.gotsport.com/teams/u14_49
casa grande soccer club 2012 boys gold,chandler soccer club 2012 boys gold,Casa Grande Soccer Club 2012 Boys Gold,Chandler Soccer Club 2012 Boys Gold,4,4,League Play,2024-10-18,az_boys_u14,https://rankings.gotsport.com/teams/u14_49
