Team,Opponent,TeamRaw,OpponentRaw,TeamScore,OpponentScore,Competition,Date,Division,TeamURL
buckeye soccer club 2016 boys black,scottsdale soccer club 2016 boys black,Buckeye Soccer Club 2016 Boys Black,Scottsdale Soccer Club 2016 Boys Black,4,0,League Play,2025-01-06,az_boys_u10,https://rankings.gotsport.com/teams/u10_52
buckeye soccer club 2016 boys black,gilbert soccer club 2016 boys red,Buckeye Soccer Club 2016 Boys Black,Gilbert Soccer Club 2016 Boys Red,3,1,League Play,2025-02-11,az_boys_u10,https://rankings.gotsport.com/teams/u10_52
buckeye soccer club 2016 boys black,buckeye soccer club 2016 boys blue,Buckeye Soccer Club 2016 Boys Black,Buckeye Soccer Club 2016 Boys Blue,1,2,League Play,2025-09-12,az_boys_u10,https://rankings.gotsport.com/teams/u10_52
buckeye soccer club 2016 boys black,fc elite arizona 2016 boys black,Buckeye Soccer Club 2016 Boys Black,FC Elite Arizona 2016 Boys Black,4,3,League Play,2025-05-31,az_boys_u10,https://rankings.gotsport.com/teams/u10_52
buckeye soccer club 2016 boys black,az arsenal soccer club 2016 boys gold,Buckeye Soccer Club 2016 Boys Black,AZ Arsenal Soccer Club 2016 Boys Gold,1,1,League Play,2025-04-13,az_boys_u10,https://rankings.gotsport.com/teams/u10_52
buckeye soccer club 2016 boys black,goodyear soccer club 2016 boys black,Buckeye Soccer Club 2016 Boys Black,Goodyear Soccer Club 2016 Boys Black,0,3,League Play,2025-09-26,az_boys_u10,https://rankings.gotsport.com/teams/u10_52
buckeye soccer club 2016 boys black,scottsdale soccer club 2016 boys gold,Buckeye Soccer Club 2016 Boys Black,Scottsdale Soccer Club 2016 Boys Gold,1,3,League Play,2025-10-04,az_boys_u10,https://rankings.gotsport.com/teams/u10_52
buckeye soccer club 2016 boys black,avondale soccer club 2016 boys white,Buckeye Soccer Club 2016 Boys Black,Avondale Soccer Club 2016 Boys White,0,0,League Play,2025-08-24,az_boys_u10,https://rankings.gotsport.com/teams/u10_52
buckeye soccer club 2016 boys black,queen creek soccer club 2016 boys gold,Buckeye Soccer Club 2016 Boys Black,Queen Creek Soccer Club 2016 Boys Gold,2,3,League Play,2025-06-17,az_boys_u10,https://rankings.gotsport.com/teams/u10_52
buckeye soccer club 2016 boys black,gilbert soccer club 2016 boys blue,Buckeye Soccer Club 2016 Boys Black,Gilbert Soccer Club 2016 Boys Blue,0,4,League Play,2025-06-13,az_boys_u10,https://rankings.gotsport.com/teams/u10_52
cave creek soccer club 2016 boys white,peoria soccer club 2016 boys gold,Cave Creek Soccer Club 2016 Boys White,Peoria Soccer Club 2016 Boys Gold,3,0,League Play,2025-10-10,az_boys_u10,https://rankings.gotsport.com/teams/u10_53
cave creek soccer club 2016 boys white,tempe soccer club 2016 boys black,Cave Creek Soccer Club 2016 Boys White,Tempe Soccer Club 2016 Boys Black,0,1,League Play,2025-04-05,az_boys_u10,https://rankings.gotsport.com/teams/u10_53
cave creek soccer club 2016 boys white,buckeye soccer club 2016 boys black,Cave Creek Soccer Club 2016 Boys White,Buckeye Soccer Club 2016 Boys Black,2,3,League Play,2025-01-01,az_boys_u10,https://rankings.gotsport.com/teams/u10_53
cave creek soccer club 2016 boys white,casa grande soccer club 2016 boys gold,Cave Creek Soccer Club 2016 Boys White,Casa Grande Soccer Club 2016 Boys Gold,0,0,League Play,2025-07-31,az_boys_u10,https://rankings.gotsport.com/teams/u10_53
cave creek soccer club 2016 boys white,casa grande soccer club 2016 boys blue,Cave Creek Soccer Club 2016 Boys White,Casa Grande Soccer Club 2016 Boys Blue,3,1,League Play,2025-07-15,az_boys_u10,https://rankings.gotsport.com/teams/u10_53
cave creek soccer club 2016 boys white,fc tucson youth soccer 2016 boys gold,Cave Creek Soccer Club 2016 Boys White,FC Tucson Youth Soccer 2016 Boys Gold,2,3,League Play,2024-12-19,az_boys_u10,https://rankings.gotsport.com/teams/u10_53
cave creek soccer club 2016 boys white,desert sc 2016 boys blue,Cave Creek Soccer Club 2016 Boys White,Desert SC 2016 Boys Blue,2,1,League Play,2025-01-22,az_boys_u10,https://rankings.gotsport.com/teams/u10_53
cave creek soccer club 2016 boys white,rsl-az west valley 2016 boys red,Cave Creek Soccer Club 2016 Boys White,RSL-AZ West Valley 2016 Boys Red,2,3,League Play,2025-03-21,az_boys_u10,https://rankings.gotsport.com/teams/u10_53
cave creek soccer club 2016 boys white,scottsdale soccer club 2016 boys blue,Cave Creek Soccer Club 2016 Boys White,Scottsdale Soccer Club 2016 Boys Blue,1,4,League Play,2025-08-28,az_boys_u10,https://rankings.gotsport.com/teams/u10_53
cave creek soccer club 2016 boys white,casa grande soccer club 2016 boys black,Cave Creek Soccer Club 2016 Boys White,Casa Grande Soccer Club 2016 Boys Black,2,1,League Play,2025-05-10,az_boys_u10,https://rankings.gotsport.com/teams/u10_53
cave creek soccer club 2016 boys white,fountain hills soccer club 2016 boys blue,Cave Creek Soccer Club 2016 Boys White,Fountain Hills Soccer Club 2016 Boys Blue,1,4,League Play,2025-07-23,az_boys_u10,https://rankings.gotsport.com/teams/u10_53
cave creek soccer club 2016 boys white,tempe soccer club 2016 boys black,Cave Creek Soccer Club 2016 Boys White,Tempe Soccer Club 2016 Boys Black,2,1,League Play,2025-05-11,az_boys_u10,https://rankings.gotsport.com/teams/u10_53
cave creek soccer club 2016 boys white,fountain hills soccer club 2016 boys blue,Cave Creek Soccer Club 2016 Boys White,Fountain Hills Soccer Club 2016 Boys Blue,2,3,League Play,2025-01-09,az_boys_u10,https://rankings.gotsport.com/teams/u10_53
cave creek soccer club 2016 boys white,mesa soccer club 2016 boys gold,Cave Creek Soccer Club 2016 Boys White,Mesa Soccer Club 2016 Boys Gold,3,1,League Play,2025-01-31,az_boys_u10,https://rankings.gotsport.com/teams/u10_53
cave creek soccer club 2016 boys white,rsl-az south 2016 boys blue,Cave Creek Soccer Club 2016 Boys White,RSL-AZ South 2016 Boys Blue,0,1,League Play,2025-06-14,az_boys_u10,https://rankings.gotsport.com/teams/u10_53
cave creek soccer club 2016 boys white,rsl-az yuma 2016 boys gold,Cave Creek Soccer Club 2016 Boys White,RSL-AZ Yuma 2016 Boys Gold,1,0,League Play,2025-01-11,az_boys_u10,https://rankings.gotsport.com/teams/u10_53
cave creek soccer club 2016 boys white,fc tucson youth soccer 2016 boys red,Cave Creek Soccer Club 2016 Boys White,FC Tucson Youth Soccer 2016 Boys Red,0,2,League Play,2025-05-16,az_boys_u10,https://rankings.gotsport.com/teams/u10_53
cave creek soccer club 2016 boys white,phoenix rising fc 2016 boys gold,Cave Creek Soccer Club 2016 Boys White,Phoenix Rising FC 2016 Boys Gold,4,2,League Play,2025-03-24,az_boys_u10,https://rankings.gotsport.com/teams/u10_53
cave creek soccer club 2016 boys white,tempe soccer club 2016 boys white,Cave Creek Soccer Club 2016 Boys White,Tempe Soccer Club 2016 Boys White,2,1,League Play,2025-04-05,az_boys_u10,https://rankings.gotsport.com/teams/u10_53
cave creek soccer club 2016 boys white,goodyear soccer club 2016 boys gold,Cave Creek Soccer Club 2016 Boys White,Goodyear Soccer Club 2016 Boys Gold,1,4,League Play,2025-09-15,az_boys_u10,https://rankings.gotsport.com/teams/u10_53
cave creek soccer club 2016 boys white,fc tucson youth soccer 2016 boys gold,Cave Creek Soccer Club 2016 Boys White,FC Tucson Youth Soccer 2016 Boys Gold,4,2,League Play,2025-10-06,az_boys_u10,https://rankings.gotsport.com/teams/u10_53
cave creek soccer club 2016 boys white,chandler soccer club 2016 boys gold,Cave Creek Soccer Club 2016 Boys White,Chandler Soccer Club 2016 Boys Gold,3,2,League Play,2025-09-15,az_boys_u10,https://rankings.gotsport.com/teams/u10_53
cave creek soccer club 2016 boys white,apache junction soccer club 2016 boys red,Cave Creek Soccer Club 2016 Boys White,Apache Junction Soccer Club 2016 Boys Red,2,4,League Play,2025-09-29,az_boys_u10,https://rankings.gotsport.com/teams/u10_53
cave creek soccer club 2016 boys white,mesa soccer club 2016 boys gold,Cave Creek Soccer Club 2016 Boys White,Mesa Soccer Club 2016 Boys Gold,3,1,League Play,2025-04-11,az_boys_u10,https://rankings.gotsport.com/teams/u10_53
cave creek soccer club 2016 boys white,rsl-az north 2016 boys black,Cave Creek Soccer Club 2016 Boys White,RSL-AZ North 2016 Boys Black,0,3,League Play,2025-03-01,az_boys_u10,https://rankings.gotsport.com/teams/u10_53
fc tucson youth soccer 2016 boys gold,scottsdale soccer club 2016 boys blue,FC Tucson Youth Soccer 2016 Boys Gold,Scottsdale Soccer Club 2016 Boys Blue,1,3,League Play,2025-07-17,az_boys_u10,https://rankings.gotsport.com/teams/u10_54
fc tucson youth soccer 2016 boys gold,casa grande soccer club 2016 boys gold,FC Tucson Youth Soccer 2016 Boys Gold,Casa Grande Soccer Club 2016 Boys Gold,1,3,League Play,2025-09-08,az_boys_u10,https://rankings.gotsport.com/teams/u10_54
fc tucson youth soccer 2016 boys gold,az arsenal soccer club 2016 boys gold,FC Tucson Youth Soccer 2016 Boys Gold,AZ Arsenal Soccer Club 2016 Boys Gold,4,4,League Play,2025-06-24,az_boys_u10,https://rankings.gotsport.com/teams/u10_54
fc tucson youth soccer 2016 boys gold,casa grande soccer club 2016 boys black,FC Tucson Youth Soccer 2016 Boys Gold,Casa Grande Soccer Club 2016 Boys Black,2,3,League Play,2025-10-09,az_boys_u10,https://rankings.gotsport.com/teams/u10_54
fc tucson youth soccer 2016 boys gold,casa grande soccer club 2016 boys red,FC Tucson Youth Soccer 2016 Boys Gold,Casa Grande Soccer Club 2016 Boys Red,0,2,League Play,2025-08-25,az_boys_u10,https://rankings.gotsport.com/teams/u10_54
fc tucson youth soccer 2016 boys gold,buckeye soccer club 2016 boys black,FC Tucson Youth Soccer 2016 Boys Gold,Buckeye Soccer Club 2016 Boys Black,4,0,League Play,2025-08-04,az_boys_u10,https://rankings.gotsport.com/teams/u10_54
fc tucson youth soccer 2016 boys gold,desert sc 2016 boys blue,FC Tucson Youth Soccer 2016 Boys Gold,Desert SC 2016 Boys Blue,2,2,League Play,2025-09-07,az_boys_u10,https://rankings.gotsport.com/teams/u10_54
fc tucson youth soccer 2016 boys gold,rsl-az yuma 2016 boys gold,FC Tucson Youth Soccer 2016 Boys Gold,RSL-AZ Yuma 2016 Boys Gold,2,0,League Play,2025-10-02,az_boys_u10,https://rankings.gotsport.com/teams/u10_54
fc tucson youth soccer 2016 boys gold,queen creek soccer club 2016 boys gold,FC Tucson Youth Soccer 2016 Boys Gold,Queen Creek Soccer Club 2016 Boys Gold,3,0,League Play,2025-05-11,az_boys_u10,https://rankings.gotsport.com/teams/u10_54
fc tucson youth soccer 2016 boys gold,fountain hills soccer club 2016 boys blue,FC Tucson Youth Soccer 2016 Boys Gold,Fountain Hills Soccer Club 2016 Boys Blue,0,0,League Play,2025-06-08,az_boys_u10,https://rankings.gotsport.com/teams/u10_54
fc tucson youth soccer 2016 boys gold,rsl-az west valley 2016 boys gold,FC Tucson Youth Soccer 2016 Boys Gold,RSL-AZ West Valley 2016 Boys Gold,0,1,League Play,2025-07-17,az_boys_u10,https://rankings.gotsport.com/teams/u10_54
fc tucson youth soccer 2016 boys gold,az soccer club 2016 boys red,FC Tucson Youth Soccer 2016 Boys Gold,AZ Soccer Club 2016 Boys Red,2,0,League Play,2025-02-25,az_boys_u10,https://rankings.gotsport.com/teams/u10_54
fc tucson youth soccer 2016 boys gold,goodyear soccer club 2016 boys gold,FC Tucson Youth Soccer 2016 Boys Gold,Goodyear Soccer Club 2016 Boys Gold,2,3,League Play,2025-07-03,az_boys_u10,https://rankings.gotsport.com/teams/u10_54
fc tucson youth soccer 2016 boys gold,apache junction soccer club 2016 boys red,FC Tucson Youth Soccer 2016 Boys Gold,Apache Junction Soccer Club 2016 Boys Red,3,0,League Play,2024-12-28,az_boys_u10,https://rankings.gotsport.com/teams/u10_54
fc tucson youth soccer 2016 boys gold,paradise valley soccer club 2016 boys blue,FC Tucson Youth Soccer 2016 Boys Gold,Paradise Valley Soccer Club 2016 Boys Blue,1,0,League Play,2025-09-02,az_boys_u10,https://rankings.gotsport.com/teams/u10_54
fc tucson youth soccer 2016 boys gold,cave creek soccer club 2016 boys white,FC Tucson Youth Soccer 2016 Boys Gold,Cave Creek Soccer Club 2016 Boys White,3,1,League Play,2025-07-22,az_boys_u10,https://rankings.gotsport.com/teams/u10_54
fc tucson youth soccer 2016 boys gold,chandler soccer club 2016 boys blue,FC Tucson Youth Soccer 2016 Boys Gold,Chandler Soccer Club 2016 Boys Blue,2,1,League Play,2025-08-04,az_boys_u10,https://rankings.gotsport.com/teams/u10_54
fc tucson youth soccer 2016 boys gold,az soccer club 2016 boys black,FC Tucson Youth Soccer 2016 Boys Gold,AZ Soccer Club 2016 Boys Black,3,2,League Play,2024-12-15,az_boys_u10,https://rankings.gotsport.com/teams/u10_54
fc tucson youth soccer 2016 boys gold,rsl-az north 2016 boys black,FC Tucson Youth Soccer 2016 Boys Gold,RSL-AZ North 2016 Boys Black,0,1,League Play,2025-05-27,az_boys_u10,https://rankings.gotsport.com/teams/u10_54
fc tucson youth soccer 2016 boys gold,rsl-az yuma 2016 boys gold,FC Tucson Youth Soccer 2016 Boys Gold,RSL-AZ Yuma 2016 Boys Gold,4,2,League Play,2025-04-28,az_boys_u10,https://rankings.gotsport.com/teams/u10_54
fc tucson youth soccer 2016 boys gold,rsl-az yuma 2016 boys gold,FC Tucson Youth Soccer 2016 Boys Gold,RSL-AZ Yuma 2016 Boys Gold,3,1,League Play,2025-05-03,az_boys_u10,https://rankings.gotsport.com/teams/u10_54
fc tucson youth soccer 2016 boys gold,phoenix premier fc 2016 boys gold,FC Tucson Youth Soccer 2016 Boys Gold,Phoenix Premier FC 2016 Boys Gold,3,1,League Play,2025-09-15,az_boys_u10,https://rankings.gotsport.com/teams/u10_54
fc tucson youth soccer 2016 boys gold,az soccer club 2016 boys red,FC Tucson Youth Soccer 2016 Boys Gold,AZ Soccer Club 2016 Boys Red,4,2,League Play,2025-09-20,az_boys_u10,https://rankings.gotsport.com/teams/u10_54
fc tucson youth soccer 2016 boys gold,queen creek soccer club 2016 boys blue,FC Tucson Youth Soccer 2016 Boys Gold,Queen Creek Soccer Club 2016 Boys Blue,3,4,League Play,2025-03-20,az_boys_u10,https://rankings.gotsport.com/teams/u10_54
fc tucson youth soccer 2016 boys gold,desert sc 2016 boys white,FC Tucson Youth Soccer 2016 Boys Gold,Desert SC 2016 Boys White,0,1,League Play,2025-01-05,az_boys_u10,https://rankings.gotsport.com/teams/u10_54
phoenix rising fc 2016 boys red,cave creek soccer club 2016 boys white,Phoenix Rising FC 2016 Boys Red,Cave Creek Soccer Club 2016 Boys White,3,2,League Play,2025-07-15,az_boys_u10,https://rankings.gotsport.com/teams/u10_55
phoenix rising fc 2016 boys red,fc elite arizona 2016 boys black,Phoenix Rising FC 2016 Boys Red,FC Elite Arizona 2016 Boys Black,2,4,League Play,2025-03-22,az_boys_u10,https://rankings.gotsport.com/teams/u10_55
phoenix rising fc 2016 boys red,rsl-az north 2016 boys black,Phoenix Rising FC 2016 Boys Red,RSL-AZ North 2016 Boys Black,4,3,League Play,2025-03-16,az_boys_u10,https://rankings.gotsport.com/teams/u10_55
phoenix rising fc 2016 boys red,rsl-az west valley 2016 boys white,Phoenix Rising FC 2016 Boys Red,RSL-AZ West Valley 2016 Boys White,1,1,League Play,2025-03-19,az_boys_u10,https://rankings.gotsport.com/teams/u10_55
phoenix rising fc 2016 boys red,phoenix premier fc 2016 boys gold,Phoenix Rising FC 2016 Boys Red,Phoenix Premier FC 2016 Boys Gold,0,0,League Play,2025-04-23,az_boys_u10,https://rankings.gotsport.com/teams/u10_55
phoenix rising fc 2016 boys red,valley united fc 2016 boys white,Phoenix Rising FC 2016 Boys Red,Valley United FC 2016 Boys White,0,4,League Play,2025-05-04,az_boys_u10,https://rankings.gotsport.com/teams/u10_55
phoenix rising fc 2016 boys red,rsl-az north 2016 boys black,Phoenix Rising FC 2016 Boys Red,RSL-AZ North 2016 Boys Black,4,1,League Play,2025-03-02,az_boys_u10,https://rankings.gotsport.com/teams/u10_55
phoenix rising fc 2016 boys red,rsl-az north 2016 boys white,Phoenix Rising FC 2016 Boys Red,RSL-AZ North 2016 Boys White,0,1,League Play,2025-04-07,az_boys_u10,https://rankings.gotsport.com/teams/u10_55
phoenix rising fc 2016 boys red,queen creek soccer club 2016 boys blue,Phoenix Rising FC 2016 Boys Red,Queen Creek Soccer Club 2016 Boys Blue,4,2,League Play,2025-01-26,az_boys_u10,https://rankings.gotsport.com/teams/u10_55
phoenix rising fc 2016 boys red,queen creek soccer club 2016 boys blue,Phoenix Rising FC 2016 Boys Red,Queen Creek Soccer Club 2016 Boys Blue,1,1,League Play,2025-09-27,az_boys_u10,https://rankings.gotsport.com/teams/u10_55
phoenix rising fc 2016 boys red,avondale soccer club 2016 boys red,Phoenix Rising FC 2016 Boys Red,Avondale Soccer Club 2016 Boys Red,4,4,League Play,2025-08-30,az_boys_u10,https://rankings.gotsport.com/teams/u10_55
phoenix rising fc 2016 boys red,az arsenal soccer club 2016 boys gold,Phoenix Rising FC 2016 Boys Red,AZ Arsenal Soccer Club 2016 Boys Gold,3,2,League Play,2025-02-24,az_boys_u10,https://rankings.gotsport.com/teams/u10_55
phoenix rising fc 2016 boys red,avondale soccer club 2016 boys red,Phoenix Rising FC 2016 Boys Red,Avondale Soccer Club 2016 Boys Red,3,3,League Play,2025-10-05,az_boys_u10,https://rankings.gotsport.com/teams/u10_55
phoenix rising fc 2016 boys red,chandler soccer club 2016 boys red,Phoenix Rising FC 2016 Boys Red,Chandler Soccer Club 2016 Boys Red,0,3,League Play,2025-03-04,az_boys_u10,https://rankings.gotsport.com/teams/u10_55
phoenix rising fc 2016 boys red,rsl-az north 2016 boys black,Phoenix Rising FC 2016 Boys Red,RSL-AZ North 2016 Boys Black,4,0,League Play,2025-09-29,az_boys_u10,https://rankings.gotsport.com/teams/u10_55
phoenix rising fc 2016 boys red,maricopa soccer club 2016 boys gold,Phoenix Rising FC 2016 Boys Red,Maricopa Soccer Club 2016 Boys Gold,3,0,League Play,2025-09-18,az_boys_u10,https://rankings.gotsport.com/teams/u10_55
phoenix rising fc 2016 boys red,desert sc 2016 boys blue,Phoenix Rising FC 2016 Boys Red,Desert SC 2016 Boys Blue,0,4,League Play,2025-03-30,az_boys_u10,https://rankings.gotsport.com/teams/u10_55
phoenix rising fc 2016 boys red,rsl-az yuma 2016 boys gold,Phoenix Rising FC 2016 Boys Red,RSL-AZ Yuma 2016 Boys Gold,1,1,League Play,2025-07-11,az_boys_u10,https://rankings.gotsport.com/teams/u10_55
phoenix rising fc 2016 boys red,chandler soccer club 2016 boys gold,Phoenix Rising FC 2016 Boys Red,Chandler Soccer Club 2016 Boys Gold,4,3,League Play,2025-08-31,az_boys_u10,https://rankings.gotsport.com/teams/u10_55
phoenix rising fc 2016 boys red,gilbert soccer club 2016 boys blue,Phoenix Rising FC 2016 Boys Red,Gilbert Soccer Club 2016 Boys Blue,1,4,League Play,2025-08-22,az_boys_u10,https://rankings.gotsport.com/teams/u10_55
phoenix rising fc 2016 boys red,az arsenal soccer club 2016 boys gold,Phoenix Rising FC 2016 Boys Red,AZ Arsenal Soccer Club 2016 Boys Gold,4,2,League Play,2025-02-10,az_boys_u10,https://rankings.gotsport.com/teams/u10_55
phoenix rising fc 2016 boys red,maricopa soccer club 2016 boys black,Phoenix Rising FC 2016 Boys Red,Maricopa Soccer Club 2016 Boys Black,1,0,League Play,2025-07-13,az_boys_u10,https://rankings.gotsport.com/teams/u10_55
phoenix rising fc 2016 boys red,fountain hills soccer club 2016 boys white,Phoenix Rising FC 2016 Boys Red,Fountain Hills Soccer Club 2016 Boys White,1,3,League Play,2025-01-12,az_boys_u10,https://rankings.gotsport.com/teams/u10_55
phoenix rising fc 2016 boys red,rsl-az north 2016 boys white,Phoenix Rising FC 2016 Boys Red,RSL-AZ North 2016 Boys White,3,2,League Play,2025-04-17,az_boys_u10,https://rankings.gotsport.com/teams/u10_55
phoenix rising fc 2016 boys red,queen creek soccer club 2016 boys blue,Phoenix Rising FC 2016 Boys Red,Queen Creek Soccer Club 2016 Boys Blue,0,3,League Play,2025-08-05,az_boys_u10,https://rankings.gotsport.com/teams/u10_55
az arsenal soccer club 2016 boys gold,fc elite arizona 2016 boys blue,AZ Arsenal Soccer Club 2016 Boys Gold,FC Elite Arizona 2016 Boys Blue,4,0,League Play,2025-02-26,az_boys_u10,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 boys gold,tempe soccer club 2016 boys white,AZ Arsenal Soccer Club 2016 Boys Gold,Tempe Soccer Club 2016 Boys White,2,3,League Play,2025-02-17,az_boys_u10,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 boys gold,cave creek soccer club 2016 boys white,AZ Arsenal Soccer Club 2016 Boys Gold,Cave Creek Soccer Club 2016 Boys White,1,2,League Play,2025-06-09,az_boys_u10,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 boys gold,buckeye soccer club 2016 boys blue,AZ Arsenal Soccer Club 2016 Boys Gold,Buckeye Soccer Club 2016 Boys Blue,3,2,League Play,2025-09-08,az_boys_u10,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 boys gold,mesa soccer club 2016 boys blue,AZ Arsenal Soccer Club 2016 Boys Gold,Mesa Soccer Club 2016 Boys Blue,4,3,League Play,2025-04-10,az_boys_u10,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 boys gold,rsl-az yuma 2016 boys gold,AZ Arsenal Soccer Club 2016 Boys Gold,RSL-AZ Yuma 2016 Boys Gold,2,2,League Play,2025-01-28,az_boys_u10,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 boys gold,fc tucson youth soccer 2016 boys gold,AZ Arsenal Soccer Club 2016 Boys Gold,FC Tucson Youth Soccer 2016 Boys Gold,2,1,League Play,2025-04-22,az_boys_u10,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 boys gold,rsl-az north 2016 boys white,AZ Arsenal Soccer Club 2016 Boys Gold,RSL-AZ North 2016 Boys White,0,0,League Play,2025-08-19,az_boys_u10,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 boys gold,maricopa soccer club 2016 boys red,AZ Arsenal Soccer Club 2016 Boys Gold,Maricopa Soccer Club 2016 Boys Red,3,4,League Play,2025-08-20,az_boys_u10,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 boys gold,phoenix premier fc 2016 boys red,AZ Arsenal Soccer Club 2016 Boys Gold,Phoenix Premier FC 2016 Boys Red,1,0,League Play,2025-05-20,az_boys_u10,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 boys gold,maricopa soccer club 2016 boys white,AZ Arsenal Soccer Club 2016 Boys Gold,Maricopa Soccer Club 2016 Boys White,1,3,League Play,2025-04-03,az_boys_u10,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 boys gold,avondale soccer club 2016 boys white,AZ Arsenal Soccer Club 2016 Boys Gold,Avondale Soccer Club 2016 Boys White,1,3,League Play,2025-06-03,az_boys_u10,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 boys gold,surprise soccer club 2016 boys blue,AZ Arsenal Soccer Club 2016 Boys Gold,Surprise Soccer Club 2016 Boys Blue,3,2,League Play,2025-01-19,az_boys_u10,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 boys gold,rsl-az west valley 2016 boys red,AZ Arsenal Soccer Club 2016 Boys Gold,RSL-AZ West Valley 2016 Boys Red,3,2,League Play,2025-09-09,az_boys_u10,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 boys gold,tempe soccer club 2016 boys black,AZ Arsenal Soccer Club 2016 Boys Gold,Tempe Soccer Club 2016 Boys Black,3,1,League Play,2025-07-07,az_boys_u10,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 boys gold,tempe soccer club 2016 boys black,AZ Arsenal Soccer Club 2016 Boys Gold,Tempe Soccer Club 2016 Boys Black,2,2,League Play,2025-06-13,az_boys_u10,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 boys gold,casa grande soccer club 2016 boys black,AZ Arsenal Soccer Club 2016 Boys Gold,Casa Grande Soccer Club 2016 Boys Black,0,4,League Play,2025-03-31,az_boys_u10,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 boys gold,gilbert soccer club 2016 boys black,AZ Arsenal Soccer Club 2016 Boys Gold,Gilbert Soccer Club 2016 Boys Black,2,1,League Play,2025-08-06,az_boys_u10,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 boys gold,paradise valley soccer club 2016 boys blue,AZ Arsenal Soccer Club 2016 Boys Gold,Paradise Valley Soccer Club 2016 Boys Blue,4,3,League Play,2025-06-16,az_boys_u10,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 boys gold,maricopa soccer club 2016 boys black,AZ Arsenal Soccer Club 2016 Boys Gold,Maricopa Soccer Club 2016 Boys Black,1,1,League Play,2025-01-26,az_boys_u10,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 boys gold,mesa soccer club 2016 boys blue,AZ Arsenal Soccer Club 2016 Boys Gold,Mesa Soccer Club 2016 Boys Blue,4,3,League Play,2025-01-16,az_boys_u10,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 boys gold,gilbert soccer club 2016 boys gold,AZ Arsenal Soccer Club 2016 Boys Gold,Gilbert Soccer Club 2016 Boys Gold,2,3,League Play,2025-06-02,az_boys_u10,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 boys gold,fc elite arizona 2016 boys black,AZ Arsenal Soccer Club 2016 Boys Gold,FC Elite Arizona 2016 Boys Black,3,1,League Play,2025-02-04,az_boys_u10,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 boys gold,casa grande soccer club 2016 boys gold,AZ Arsenal Soccer Club 2016 Boys Gold,Casa Grande Soccer Club 2016 Boys Gold,1,0,League Play,2025-07-22,az_boys_u10,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 boys gold,queen creek soccer club 2016 boys blue,AZ Arsenal Soccer Club 2016 Boys Gold,Queen Creek Soccer Club 2016 Boys Blue,0,2,League Play,2025-01-03,az_boys_u10,https://rankings.gotsport.com/teams/u10_56
chandler soccer club 2016 boys blue,fountain hills soccer club 2016 boys blue,Chandler Soccer Club 2016 Boys Blue,Fountain Hills Soccer Club 2016 Boys Blue,2,4,League Play,2025-02-25,az_boys_u10,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 boys blue,rsl-az west valley 2016 boys white,Chandler Soccer Club 2016 Boys Blue,RSL-AZ West Valley 2016 Boys White,4,4,League Play,2025-08-05,az_boys_u10,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 boys blue,rsl-az west valley 2016 boys red,Chandler Soccer Club 2016 Boys Blue,RSL-AZ West Valley 2016 Boys Red,1,0,League Play,2025-04-20,az_boys_u10,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 boys blue,valley united fc 2016 boys black,Chandler Soccer Club 2016 Boys Blue,Valley United FC 2016 Boys Black,1,2,League Play,2025-06-09,az_boys_u10,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 boys blue,az arsenal soccer club 2016 boys gold,Chandler Soccer Club 2016 Boys Blue,AZ Arsenal Soccer Club 2016 Boys Gold,1,0,League Play,2025-05-09,az_boys_u10,https://rankings.gotsport.com/teams/u10_57
