Team A,Team B,Score A,Score B,Date,Competition,SourceURL
surprise soccer club 2012 gold,fountain hills soccer club 2012 black,3,2,2025-07-27,League Play,https://rankings.gotsport.com/teams/u14_57
surprise soccer club 2012 gold,rsl-az north 2012 red,2,4,2025-04-27,League Play,https://rankings.gotsport.com/teams/u14_57
surprise soccer club 2012 gold,phoenix rising 2012 blue,0,1,2025-06-09,League Play,https://rankings.gotsport.com/teams/u14_57
surprise soccer club 2012 gold,paradise valley soccer club 2012 black,5,3,2024-11-03,League Play,https://rankings.gotsport.com/teams/u14_57
surprise soccer club 2012 gold,buckeye soccer club 2012 blue,5,0,2024-12-31,League Play,https://rankings.gotsport.com/teams/u14_57
surprise soccer club 2012 gold,apache junction soccer club 2012 blue,1,0,2025-08-23,League Play,https://rankings.gotsport.com/teams/u14_57
surprise soccer club 2012 gold,tempe soccer club 2012 blue,4,2,2025-04-24,League Play,https://rankings.gotsport.com/teams/u14_57
surprise soccer club 2012 gold,rsl-az north 2012 red,2,1,2025-03-08,League Play,https://rankings.gotsport.com/teams/u14_57
surprise soccer club 2012 gold,desert 2012 gold,1,5,2025-01-26,League Play,https://rankings.gotsport.com/teams/u14_57
surprise soccer club 2012 gold,phoenix rising 2012 blue,1,3,2025-02-03,League Play,https://rankings.gotsport.com/teams/u14_57
surprise soccer club 2012 gold,phoenix premier 2012 gold,2,0,2025-05-19,League Play,https://rankings.gotsport.com/teams/u14_57
surprise soccer club 2012 gold,apache junction soccer club 2012 gold,2,1,2025-01-18,League Play,https://rankings.gotsport.com/teams/u14_57
surprise soccer club 2012 gold,az soccer club 2012 red,0,5,2025-05-30,League Play,https://rankings.gotsport.com/teams/u14_57
surprise soccer club 2012 gold,fountain hills soccer club 2012 white,1,0,2024-11-07,League Play,https://rankings.gotsport.com/teams/u14_57
surprise soccer club 2012 gold,cave creek soccer club 2012 black,0,0,2024-10-13,League Play,https://rankings.gotsport.com/teams/u14_57
surprise soccer club 2012 gold,paradise valley soccer club 2012 blue,0,0,2025-03-25,League Play,https://rankings.gotsport.com/teams/u14_57
surprise soccer club 2012 gold,rsl-az yuma 2012 red,5,4,2025-03-03,League Play,https://rankings.gotsport.com/teams/u14_57
surprise soccer club 2012 gold,az arsenal soccer club 2012 red,5,3,2024-10-22,League Play,https://rankings.gotsport.com/teams/u14_57
surprise soccer club 2012 gold,phoenix premier 2012 gold,0,1,2025-08-22,League Play,https://rankings.gotsport.com/teams/u14_57
surprise soccer club 2012 gold,queen creek soccer club 2012 white,1,5,2025-05-26,League Play,https://rankings.gotsport.com/teams/u14_57
surprise soccer club 2012 gold,az arsenal soccer club 2012 red,3,4,2024-10-29,League Play,https://rankings.gotsport.com/teams/u14_57
surprise soccer club 2012 gold,rsl-az north 2012 red,1,4,2025-02-26,League Play,https://rankings.gotsport.com/teams/u14_57
surprise soccer club 2012 gold,az soccer club 2012 red,0,0,2024-12-31,League Play,https://rankings.gotsport.com/teams/u14_57
surprise soccer club 2012 gold,az arsenal soccer club 2012 red,0,4,2025-02-10,League Play,https://rankings.gotsport.com/teams/u14_57
surprise soccer club 2012 gold,casa grande soccer club 2012 blue,3,3,2025-08-27,League Play,https://rankings.gotsport.com/teams/u14_57
surprise soccer club 2012 gold,paradise valley soccer club 2012 black,3,4,2024-11-10,League Play,https://rankings.gotsport.com/teams/u14_57
surprise soccer club 2012 gold,mesa soccer club 2012 black,0,4,2025-04-21,League Play,https://rankings.gotsport.com/teams/u14_57
surprise soccer club 2012 gold,az soccer club 2012 blue,2,1,2025-09-04,League Play,https://rankings.gotsport.com/teams/u14_57
surprise soccer club 2012 gold,maricopa soccer club 2012 black,2,0,2025-02-16,League Play,https://rankings.gotsport.com/teams/u14_57
queen creek soccer club 2012 black,avondale soccer club 2012 black,2,5,2025-03-13,League Play,https://rankings.gotsport.com/teams/u14_58
queen creek soccer club 2012 black,desert 2012 red,2,0,2024-10-14,League Play,https://rankings.gotsport.com/teams/u14_58
queen creek soccer club 2012 black,desert 2012 black,5,3,2024-11-07,League Play,https://rankings.gotsport.com/teams/u14_58
queen creek soccer club 2012 black,az soccer club 2012 blue,2,1,2025-07-22,League Play,https://rankings.gotsport.com/teams/u14_58
queen creek soccer club 2012 black,peoria soccer club 2012 gold,1,1,2024-12-17,League Play,https://rankings.gotsport.com/teams/u14_58
queen creek soccer club 2012 black,fountain hills soccer club 2012 white,1,5,2025-02-02,League Play,https://rankings.gotsport.com/teams/u14_58
queen creek soccer club 2012 black,mesa soccer club 2012 gold,4,1,2024-11-30,League Play,https://rankings.gotsport.com/teams/u14_58
queen creek soccer club 2012 black,goodyear soccer club 2012 blue,2,5,2025-08-03,League Play,https://rankings.gotsport.com/teams/u14_58
queen creek soccer club 2012 black,rsl-az west valley 2012 red,4,3,2025-09-13,League Play,https://rankings.gotsport.com/teams/u14_58
queen creek soccer club 2012 black,desert 2012 gold,0,5,2024-11-02,League Play,https://rankings.gotsport.com/teams/u14_58
queen creek soccer club 2012 black,tempe soccer club 2012 black,3,2,2025-06-03,League Play,https://rankings.gotsport.com/teams/u14_58
queen creek soccer club 2012 black,casa grande soccer club 2012 gold,5,2,2025-04-05,League Play,https://rankings.gotsport.com/teams/u14_58
queen creek soccer club 2012 black,tempe soccer club 2012 black,1,4,2025-03-04,League Play,https://rankings.gotsport.com/teams/u14_58
queen creek soccer club 2012 black,fountain hills soccer club 2012 black,2,3,2025-06-17,League Play,https://rankings.gotsport.com/teams/u14_58
queen creek soccer club 2012 black,az soccer club 2012 red,1,2,2025-02-02,League Play,https://rankings.gotsport.com/teams/u14_58
queen creek soccer club 2012 black,rsl-az north 2012 red,4,5,2025-06-21,League Play,https://rankings.gotsport.com/teams/u14_58
queen creek soccer club 2012 black,rsl-az yuma 2012 gold,5,1,2025-06-18,League Play,https://rankings.gotsport.com/teams/u14_58
queen creek soccer club 2012 black,glendale soccer club 2012 red,0,0,2025-09-05,League Play,https://rankings.gotsport.com/teams/u14_58
queen creek soccer club 2012 black,rsl-az south 2012 white,2,1,2025-08-23,League Play,https://rankings.gotsport.com/teams/u14_58
queen creek soccer club 2012 black,chandler soccer club 2012 white,1,2,2025-04-28,League Play,https://rankings.gotsport.com/teams/u14_58
queen creek soccer club 2012 black,desert 2012 gold,1,2,2025-02-19,League Play,https://rankings.gotsport.com/teams/u14_58
queen creek soccer club 2012 black,rsl-az yuma 2012 red,3,0,2025-08-18,League Play,https://rankings.gotsport.com/teams/u14_58
queen creek soccer club 2012 black,cave creek soccer club 2012 black,4,4,2025-08-14,League Play,https://rankings.gotsport.com/teams/u14_58
queen creek soccer club 2012 black,az arsenal soccer club 2012 red,3,2,2025-07-26,League Play,https://rankings.gotsport.com/teams/u14_58
queen creek soccer club 2012 black,chandler soccer club 2012 red,2,4,2025-05-25,League Play,https://rankings.gotsport.com/teams/u14_58
queen creek soccer club 2012 black,chandler soccer club 2012 gold,2,2,2025-06-30,League Play,https://rankings.gotsport.com/teams/u14_58
queen creek soccer club 2012 black,tempe soccer club 2012 blue,5,5,2024-10-27,League Play,https://rankings.gotsport.com/teams/u14_58
queen creek soccer club 2012 black,rsl-az south 2012 blue,3,5,2025-05-09,League Play,https://rankings.gotsport.com/teams/u14_58
queen creek soccer club 2012 black,mesa soccer club 2012 gold,4,3,2025-05-16,League Play,https://rankings.gotsport.com/teams/u14_58
queen creek soccer club 2012 black,rsl-az south 2012 white,4,0,2025-06-10,League Play,https://rankings.gotsport.com/teams/u14_58
chandler soccer club 2012 red,rsl-az west valley 2012 red,5,3,2025-06-26,League Play,https://rankings.gotsport.com/teams/u14_59
chandler soccer club 2012 red,elite arizona 2012 gold,3,0,2025-05-26,League Play,https://rankings.gotsport.com/teams/u14_59
chandler soccer club 2012 red,elite arizona 2012 gold,0,1,2025-04-23,League Play,https://rankings.gotsport.com/teams/u14_59
chandler soccer club 2012 red,glendale soccer club 2012 blue,2,0,2025-06-23,League Play,https://rankings.gotsport.com/teams/u14_59
chandler soccer club 2012 red,rsl-az north 2012 blue,2,0,2025-08-27,League Play,https://rankings.gotsport.com/teams/u14_59
chandler soccer club 2012 red,apache junction soccer club 2012 gold,1,3,2025-06-27,League Play,https://rankings.gotsport.com/teams/u14_59
chandler soccer club 2012 red,glendale soccer club 2012 blue,2,4,2025-10-01,League Play,https://rankings.gotsport.com/teams/u14_59
chandler soccer club 2012 red,apache junction soccer club 2012 gold,2,0,2025-09-30,League Play,https://rankings.gotsport.com/teams/u14_59
chandler soccer club 2012 red,tucson youth soccer 2012 red,3,4,2025-06-22,League Play,https://rankings.gotsport.com/teams/u14_59
chandler soccer club 2012 red,glendale soccer club 2012 red,5,5,2025-06-22,League Play,https://rankings.gotsport.com/teams/u14_59
chandler soccer club 2012 red,mesa soccer club 2012 red,4,4,2024-11-07,League Play,https://rankings.gotsport.com/teams/u14_59
chandler soccer club 2012 red,az soccer club 2012 gold,5,1,2025-06-12,League Play,https://rankings.gotsport.com/teams/u14_59
chandler soccer club 2012 red,rsl-az west valley 2012 red,5,3,2025-03-27,League Play,https://rankings.gotsport.com/teams/u14_59
chandler soccer club 2012 red,fountain hills soccer club 2012 black,1,2,2025-09-28,League Play,https://rankings.gotsport.com/teams/u14_59
chandler soccer club 2012 red,desert 2012 red,0,5,2025-04-29,League Play,https://rankings.gotsport.com/teams/u14_59
chandler soccer club 2012 red,tempe soccer club 2012 black,5,0,2025-03-05,League Play,https://rankings.gotsport.com/teams/u14_59
chandler soccer club 2012 red,casa grande soccer club 2012 gold,3,1,2025-05-10,League Play,https://rankings.gotsport.com/teams/u14_59
chandler soccer club 2012 red,scottsdale soccer club 2012 black,1,2,2025-01-12,League Play,https://rankings.gotsport.com/teams/u14_59
chandler soccer club 2012 red,valley united 2012 red,2,2,2025-05-07,League Play,https://rankings.gotsport.com/teams/u14_59
chandler soccer club 2012 red,fountain hills soccer club 2012 blue,2,2,2025-06-28,League Play,https://rankings.gotsport.com/teams/u14_59
chandler soccer club 2012 red,peoria soccer club 2012 white,1,1,2025-04-11,League Play,https://rankings.gotsport.com/teams/u14_59
chandler soccer club 2012 red,tucson youth soccer 2012 blue,2,5,2025-06-08,League Play,https://rankings.gotsport.com/teams/u14_59
chandler soccer club 2012 red,queen creek soccer club 2012 white,2,0,2025-01-26,League Play,https://rankings.gotsport.com/teams/u14_59
chandler soccer club 2012 red,rsl-az yuma 2012 red,1,2,2025-01-22,League Play,https://rankings.gotsport.com/teams/u14_59
chandler soccer club 2012 red,desert 2012 red,2,5,2024-12-16,League Play,https://rankings.gotsport.com/teams/u14_59
chandler soccer club 2012 red,az arsenal soccer club 2012 blue,1,2,2024-12-24,League Play,https://rankings.gotsport.com/teams/u14_59
chandler soccer club 2012 red,tucson youth soccer 2012 red,5,2,2025-05-18,League Play,https://rankings.gotsport.com/teams/u14_59
chandler soccer club 2012 red,goodyear soccer club 2012 blue,1,1,2025-01-26,League Play,https://rankings.gotsport.com/teams/u14_59
chandler soccer club 2012 red,apache junction soccer club 2012 blue,1,1,2024-10-24,League Play,https://rankings.gotsport.com/teams/u14_59
chandler soccer club 2012 red,buckeye soccer club 2012 blue,5,1,2024-11-20,League Play,https://rankings.gotsport.com/teams/u14_59
cave creek soccer club 2012 black,apache junction soccer club 2012 blue,5,1,2025-08-15,League Play,https://rankings.gotsport.com/teams/u14_60
cave creek soccer club 2012 black,tempe soccer club 2012 blue,3,0,2025-05-12,League Play,https://rankings.gotsport.com/teams/u14_60
cave creek soccer club 2012 black,mesa soccer club 2012 gold,3,4,2025-07-31,League Play,https://rankings.gotsport.com/teams/u14_60
cave creek soccer club 2012 black,queen creek soccer club 2012 black,4,5,2025-05-27,League Play,https://rankings.gotsport.com/teams/u14_60
cave creek soccer club 2012 black,rsl-az yuma 2012 gold,1,1,2025-01-24,League Play,https://rankings.gotsport.com/teams/u14_60
cave creek soccer club 2012 black,chandler soccer club 2012 white,5,5,2025-04-20,League Play,https://rankings.gotsport.com/teams/u14_60
cave creek soccer club 2012 black,paradise valley soccer club 2012 black,5,4,2025-06-03,League Play,https://rankings.gotsport.com/teams/u14_60
cave creek soccer club 2012 black,rsl-az north 2012 blue,4,2,2024-10-21,League Play,https://rankings.gotsport.com/teams/u14_60
cave creek soccer club 2012 black,desert 2012 blue,3,2,2025-01-31,League Play,https://rankings.gotsport.com/teams/u14_60
cave creek soccer club 2012 black,buckeye soccer club 2012 blue,4,0,2025-01-14,League Play,https://rankings.gotsport.com/teams/u14_60
cave creek soccer club 2012 black,phoenix premier 2012 red,1,4,2025-04-28,League Play,https://rankings.gotsport.com/teams/u14_60
cave creek soccer club 2012 black,az soccer club 2012 gold,3,2,2025-01-20,League Play,https://rankings.gotsport.com/teams/u14_60
cave creek soccer club 2012 black,valley united 2012 red,5,1,2025-06-05,League Play,https://rankings.gotsport.com/teams/u14_60
cave creek soccer club 2012 black,apache junction soccer club 2012 blue,4,0,2024-11-01,League Play,https://rankings.gotsport.com/teams/u14_60
cave creek soccer club 2012 black,goodyear soccer club 2012 blue,3,4,2025-03-30,League Play,https://rankings.gotsport.com/teams/u14_60
cave creek soccer club 2012 black,phoenix rising 2012 blue,5,1,2025-03-29,League Play,https://rankings.gotsport.com/teams/u14_60
cave creek soccer club 2012 black,maricopa soccer club 2012 black,4,3,2024-10-31,League Play,https://rankings.gotsport.com/teams/u14_60
cave creek soccer club 2012 black,phoenix premier 2012 red,1,1,2024-10-23,League Play,https://rankings.gotsport.com/teams/u14_60
cave creek soccer club 2012 black,apache junction soccer club 2012 gold,4,2,2025-10-04,League Play,https://rankings.gotsport.com/teams/u14_60
cave creek soccer club 2012 black,peoria soccer club 2012 gold,4,0,2025-09-02,League Play,https://rankings.gotsport.com/teams/u14_60
cave creek soccer club 2012 black,desert 2012 blue,2,5,2025-02-26,League Play,https://rankings.gotsport.com/teams/u14_60
cave creek soccer club 2012 black,valley united 2012 black,1,3,2025-03-21,League Play,https://rankings.gotsport.com/teams/u14_60
cave creek soccer club 2012 black,goodyear soccer club 2012 blue,5,3,2025-10-05,League Play,https://rankings.gotsport.com/teams/u14_60
cave creek soccer club 2012 black,phoenix rising 2012 blue,1,4,2025-07-24,League Play,https://rankings.gotsport.com/teams/u14_60
cave creek soccer club 2012 black,rsl-az yuma 2012 gold,1,2,2025-10-08,League Play,https://rankings.gotsport.com/teams/u14_60
cave creek soccer club 2012 black,phoenix premier 2012 red,0,5,2025-09-24,League Play,https://rankings.gotsport.com/teams/u14_60
cave creek soccer club 2012 black,maricopa soccer club 2012 gold,4,0,2025-09-12,League Play,https://rankings.gotsport.com/teams/u14_60
cave creek soccer club 2012 black,tempe soccer club 2012 blue,1,4,2025-06-09,League Play,https://rankings.gotsport.com/teams/u14_60
cave creek soccer club 2012 black,fountain hills soccer club 2012 black,0,0,2025-08-13,League Play,https://rankings.gotsport.com/teams/u14_60
cave creek soccer club 2012 black,queen creek soccer club 2012 gold,2,2,2025-09-17,League Play,https://rankings.gotsport.com/teams/u14_60
fountain hills soccer club 2012 black,mesa soccer club 2012 red,3,4,2025-05-20,League Play,https://rankings.gotsport.com/teams/u14_61
fountain hills soccer club 2012 black,tempe soccer club 2012 blue,3,1,2025-01-27,League Play,https://rankings.gotsport.com/teams/u14_61
fountain hills soccer club 2012 black,paradise valley soccer club 2012 blue,4,4,2025-06-08,League Play,https://rankings.gotsport.com/teams/u14_61
fountain hills soccer club 2012 black,az soccer club 2012 gold,2,2,2025-02-16,League Play,https://rankings.gotsport.com/teams/u14_61
fountain hills soccer club 2012 black,casa grande soccer club 2012 red,5,5,2024-11-11,League Play,https://rankings.gotsport.com/teams/u14_61
fountain hills soccer club 2012 black,peoria soccer club 2012 white,2,3,2025-02-04,League Play,https://rankings.gotsport.com/teams/u14_61
fountain hills soccer club 2012 black,cave creek soccer club 2012 black,1,0,2025-09-14,League Play,https://rankings.gotsport.com/teams/u14_61
fountain hills soccer club 2012 black,az soccer club 2012 red,2,1,2025-01-08,League Play,https://rankings.gotsport.com/teams/u14_61
fountain hills soccer club 2012 black,cave creek soccer club 2012 black,5,5,2025-06-15,League Play,https://rankings.gotsport.com/teams/u14_61
fountain hills soccer club 2012 black,mesa soccer club 2012 black,0,3,2025-09-17,League Play,https://rankings.gotsport.com/teams/u14_61
fountain hills soccer club 2012 black,az arsenal soccer club 2012 blue,3,3,2024-12-22,League Play,https://rankings.gotsport.com/teams/u14_61
fountain hills soccer club 2012 black,tucson youth soccer 2012 blue,5,2,2025-08-07,League Play,https://rankings.gotsport.com/teams/u14_61
fountain hills soccer club 2012 black,rsl-az west valley 2012 red,4,2,2025-04-08,League Play,https://rankings.gotsport.com/teams/u14_61
fountain hills soccer club 2012 black,valley united 2012 black,5,2,2025-02-18,League Play,https://rankings.gotsport.com/teams/u14_61
fountain hills soccer club 2012 black,peoria soccer club 2012 gold,4,2,2025-08-25,League Play,https://rankings.gotsport.com/teams/u14_61
fountain hills soccer club 2012 black,paradise valley soccer club 2012 blue,2,4,2025-10-06,League Play,https://rankings.gotsport.com/teams/u14_61
fountain hills soccer club 2012 black,casa grande soccer club 2012 red,5,1,2025-08-31,League Play,https://rankings.gotsport.com/teams/u14_61
fountain hills soccer club 2012 black,fountain hills soccer club 2012 blue,3,0,2025-07-03,League Play,https://rankings.gotsport.com/teams/u14_61
fountain hills soccer club 2012 black,desert 2012 black,0,0,2025-05-11,League Play,https://rankings.gotsport.com/teams/u14_61
fountain hills soccer club 2012 black,tempe soccer club 2012 blue,4,1,2025-07-07,League Play,https://rankings.gotsport.com/teams/u14_61
fountain hills soccer club 2012 black,phoenix rising 2012 black,2,2,2025-09-25,League Play,https://rankings.gotsport.com/teams/u14_61
fountain hills soccer club 2012 black,tucson youth soccer 2012 white,0,1,2025-04-08,League Play,https://rankings.gotsport.com/teams/u14_61
fountain hills soccer club 2012 black,peoria soccer club 2012 gold,3,5,2025-07-24,League Play,https://rankings.gotsport.com/teams/u14_61
fountain hills soccer club 2012 black,az soccer club 2012 gold,0,0,2024-11-20,League Play,https://rankings.gotsport.com/teams/u14_61
fountain hills soccer club 2012 black,cave creek soccer club 2012 black,2,3,2024-11-02,League Play,https://rankings.gotsport.com/teams/u14_61
fountain hills soccer club 2012 black,peoria soccer club 2012 gold,1,1,2025-01-02,League Play,https://rankings.gotsport.com/teams/u14_61
fountain hills soccer club 2012 black,tempe soccer club 2012 black,5,2,2025-05-20,League Play,https://rankings.gotsport.com/teams/u14_61
fountain hills soccer club 2012 black,maricopa soccer club 2012 black,1,0,2024-12-08,League Play,https://rankings.gotsport.com/teams/u14_61
fountain hills soccer club 2012 black,peoria soccer club 2012 gold,2,4,2025-03-30,League Play,https://rankings.gotsport.com/teams/u14_61
fountain hills soccer club 2012 black,az soccer club 2012 red,5,2,2025-05-18,League Play,https://rankings.gotsport.com/teams/u14_61
glendale soccer club 2012 blue,chandler soccer club 2012 white,0,4,2025-09-29,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 blue,phoenix premier 2012 red,0,1,2025-09-08,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 blue,buckeye soccer club 2012 blue,2,1,2024-11-07,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 blue,paradise valley soccer club 2012 black,1,3,2025-01-25,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 blue,rsl-az north 2012 white,5,2,2025-05-01,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 blue,queen creek soccer club 2012 black,0,5,2025-05-23,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 blue,rsl-az south 2012 blue,5,0,2025-07-08,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 blue,rsl-az north 2012 white,3,2,2025-07-30,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 blue,tucson youth soccer 2012 white,0,1,2025-01-19,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 blue,buckeye soccer club 2012 blue,3,2,2024-12-23,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 blue,rsl-az west valley 2012 gold,1,3,2025-02-08,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 blue,tempe soccer club 2012 blue,2,4,2025-08-08,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 blue,peoria soccer club 2012 white,5,1,2025-03-25,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 blue,tempe soccer club 2012 black,1,3,2025-02-15,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 blue,az soccer club 2012 gold,5,5,2025-01-03,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 blue,tempe soccer club 2012 blue,3,3,2025-05-16,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 blue,fountain hills soccer club 2012 black,0,4,2025-06-15,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 blue,queen creek soccer club 2012 white,0,4,2025-04-27,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 blue,tempe soccer club 2012 blue,4,2,2025-03-13,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 blue,chandler soccer club 2012 gold,1,0,2025-01-18,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 blue,tempe soccer club 2012 black,1,5,2025-02-27,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 blue,phoenix premier 2012 red,5,1,2025-07-24,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 blue,apache junction soccer club 2012 gold,0,5,2025-07-12,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 blue,gilbert soccer club 2012 blue,0,5,2025-03-20,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 blue,fountain hills soccer club 2012 black,5,4,2025-07-09,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 blue,avondale soccer club 2012 black,2,1,2025-01-11,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 blue,rsl-az yuma 2012 red,3,2,2025-07-14,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 blue,rsl-az south 2012 blue,5,4,2024-12-09,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 blue,queen creek soccer club 2012 gold,2,4,2025-01-24,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 blue,valley united 2012 red,4,2,2025-06-26,League Play,https://rankings.gotsport.com/teams/u14_62
glendale soccer club 2012 red,paradise valley soccer club 2012 blue,5,5,2025-03-21,League Play,https://rankings.gotsport.com/teams/u14_63
glendale soccer club 2012 red,queen creek soccer club 2012 black,5,0,2024-11-03,League Play,https://rankings.gotsport.com/teams/u14_63
glendale soccer club 2012 red,mesa soccer club 2012 red,3,2,2025-06-25,League Play,https://rankings.gotsport.com/teams/u14_63
glendale soccer club 2012 red,desert 2012 blue,2,3,2025-09-09,League Play,https://rankings.gotsport.com/teams/u14_63
glendale soccer club 2012 red,tucson youth soccer 2012 blue,5,3,2025-02-02,League Play,https://rankings.gotsport.com/teams/u14_63
glendale soccer club 2012 red,desert 2012 blue,1,2,2025-02-08,League Play,https://rankings.gotsport.com/teams/u14_63
glendale soccer club 2012 red,chandler soccer club 2012 gold,1,3,2025-04-11,League Play,https://rankings.gotsport.com/teams/u14_63
glendale soccer club 2012 red,peoria soccer club 2012 white,4,2,2024-10-26,League Play,https://rankings.gotsport.com/teams/u14_63
glendale soccer club 2012 red,phoenix rising 2012 black,1,0,2024-12-12,League Play,https://rankings.gotsport.com/teams/u14_63
glendale soccer club 2012 red,queen creek soccer club 2012 white,5,3,2025-01-07,League Play,https://rankings.gotsport.com/teams/u14_63
glendale soccer club 2012 red,az arsenal soccer club 2012 red,3,5,2025-06-30,League Play,https://rankings.gotsport.com/teams/u14_63
glendale soccer club 2012 red,rsl-az north 2012 red,5,1,2025-07-17,League Play,https://rankings.gotsport.com/teams/u14_63
glendale soccer club 2012 red,rsl-az south 2012 white,1,2,2025-02-14,League Play,https://rankings.gotsport.com/teams/u14_63
glendale soccer club 2012 red,tempe soccer club 2012 blue,3,5,2024-11-22,League Play,https://rankings.gotsport.com/teams/u14_63
glendale soccer club 2012 red,apache junction soccer club 2012 blue,0,4,2025-04-30,League Play,https://rankings.gotsport.com/teams/u14_63
glendale soccer club 2012 red,surprise soccer club 2012 gold,2,3,2025-01-12,League Play,https://rankings.gotsport.com/teams/u14_63
glendale soccer club 2012 red,goodyear soccer club 2012 red,5,1,2025-05-26,League Play,https://rankings.gotsport.com/teams/u14_63
glendale soccer club 2012 red,casa grande soccer club 2012 blue,0,4,2025-06-14,League Play,https://rankings.gotsport.com/teams/u14_63
glendale soccer club 2012 red,rsl-az south 2012 white,1,1,2025-06-15,League Play,https://rankings.gotsport.com/teams/u14_63
glendale soccer club 2012 red,paradise valley soccer club 2012 blue,0,4,2025-06-09,League Play,https://rankings.gotsport.com/teams/u14_63
glendale soccer club 2012 red,chandler soccer club 2012 red,4,4,2024-11-23,League Play,https://rankings.gotsport.com/teams/u14_63
glendale soccer club 2012 red,elite arizona 2012 gold,3,2,2024-10-29,League Play,https://rankings.gotsport.com/teams/u14_63
glendale soccer club 2012 red,tempe soccer club 2012 white,3,1,2025-09-02,League Play,https://rankings.gotsport.com/teams/u14_63
glendale soccer club 2012 red,mesa soccer club 2012 black,0,1,2024-11-16,League Play,https://rankings.gotsport.com/teams/u14_63
glendale soccer club 2012 red,cave creek soccer club 2012 gold,0,0,2025-07-15,League Play,https://rankings.gotsport.com/teams/u14_63
glendale soccer club 2012 red,tempe soccer club 2012 black,5,4,2025-07-15,League Play,https://rankings.gotsport.com/teams/u14_63
glendale soccer club 2012 red,phoenix premier 2012 gold,1,2,2025-02-08,League Play,https://rankings.gotsport.com/teams/u14_63
glendale soccer club 2012 red,queen creek soccer club 2012 black,1,4,2024-11-29,League Play,https://rankings.gotsport.com/teams/u14_63
glendale soccer club 2012 red,tucson youth soccer 2012 blue,2,1,2025-04-18,League Play,https://rankings.gotsport.com/teams/u14_63
glendale soccer club 2012 red,desert 2012 blue,0,2,2025-09-11,League Play,https://rankings.gotsport.com/teams/u14_63
avondale soccer club 2012 black,az arsenal soccer club 2012 blue,2,0,2025-05-31,League Play,https://rankings.gotsport.com/teams/u14_64
avondale soccer club 2012 black,scottsdale soccer club 2012 black,5,2,2025-07-13,League Play,https://rankings.gotsport.com/teams/u14_64
avondale soccer club 2012 black,mesa soccer club 2012 black,0,0,2024-11-16,League Play,https://rankings.gotsport.com/teams/u14_64
avondale soccer club 2012 black,queen creek soccer club 2012 white,4,4,2025-05-24,League Play,https://rankings.gotsport.com/teams/u14_64
avondale soccer club 2012 black,mesa soccer club 2012 black,1,4,2025-01-16,League Play,https://rankings.gotsport.com/teams/u14_64
avondale soccer club 2012 black,queen creek soccer club 2012 black,0,3,2025-08-10,League Play,https://rankings.gotsport.com/teams/u14_64
avondale soccer club 2012 black,queen creek soccer club 2012 white,3,0,2025-08-21,League Play,https://rankings.gotsport.com/teams/u14_64
avondale soccer club 2012 black,rsl-az north 2012 white,1,3,2025-04-11,League Play,https://rankings.gotsport.com/teams/u14_64
avondale soccer club 2012 black,az arsenal soccer club 2012 blue,4,3,2025-02-07,League Play,https://rankings.gotsport.com/teams/u14_64
avondale soccer club 2012 black,rsl-az north 2012 white,0,4,2025-02-27,League Play,https://rankings.gotsport.com/teams/u14_64
avondale soccer club 2012 black,apache junction soccer club 2012 gold,5,3,2025-06-22,League Play,https://rankings.gotsport.com/teams/u14_64
avondale soccer club 2012 black,goodyear soccer club 2012 gold,1,3,2025-05-09,League Play,https://rankings.gotsport.com/teams/u14_64
