Team,Opponent,TeamRaw,OpponentRaw,TeamScore,OpponentScore,Competition,Date,Division,TeamURL
fc tucson youth soccer 2013 boys red,tempe soccer club 2013 boys white,FC Tucson Youth Soccer 2013 Boys Red,Tempe Soccer Club 2013 Boys White,2,3,League Play,2025-09-24,az_boys_u13,https://rankings.gotsport.com/teams/u13_55
fc tucson youth soccer 2013 boys red,apache junction soccer club 2013 boys black,FC Tucson Youth Soccer 2013 Boys Red,Apache Junction Soccer Club 2013 Boys Black,3,4,League Play,2025-08-22,az_boys_u13,https://rankings.gotsport.com/teams/u13_55
fc tucson youth soccer 2013 boys red,mesa soccer club 2013 boys black,FC Tucson Youth Soccer 2013 Boys Red,Mesa Soccer Club 2013 Boys Black,3,4,League Play,2024-11-23,az_boys_u13,https://rankings.gotsport.com/teams/u13_55
fc tucson youth soccer 2013 boys red,avondale soccer club 2013 boys blue,FC Tucson Youth Soccer 2013 Boys Red,Avondale Soccer Club 2013 Boys Blue,1,3,League Play,2025-07-15,az_boys_u13,https://rankings.gotsport.com/teams/u13_55
fc tucson youth soccer 2013 boys red,goodyear soccer club 2013 boys red,FC Tucson Youth Soccer 2013 Boys Red,Goodyear Soccer Club 2013 Boys Red,1,3,League Play,2024-10-23,az_boys_u13,https://rankings.gotsport.com/teams/u13_55
fc tucson youth soccer 2013 boys red,phoenix premier fc 2013 boys red,FC Tucson Youth Soccer 2013 Boys Red,Phoenix Premier FC 2013 Boys Red,3,3,League Play,2025-07-29,az_boys_u13,https://rankings.gotsport.com/teams/u13_55
fc tucson youth soccer 2013 boys red,queen creek soccer club 2013 boys red,FC Tucson Youth Soccer 2013 Boys Red,Queen Creek Soccer Club 2013 Boys Red,5,1,League Play,2025-09-19,az_boys_u13,https://rankings.gotsport.com/teams/u13_55
fc tucson youth soccer 2013 boys red,buckeye soccer club 2013 boys gold,FC Tucson Youth Soccer 2013 Boys Red,Buckeye Soccer Club 2013 Boys Gold,3,2,League Play,2025-06-30,az_boys_u13,https://rankings.gotsport.com/teams/u13_55
fc tucson youth soccer 2013 boys red,mesa soccer club 2013 boys black,FC Tucson Youth Soccer 2013 Boys Red,Mesa Soccer Club 2013 Boys Black,4,5,League Play,2025-07-15,az_boys_u13,https://rankings.gotsport.com/teams/u13_55
fc tucson youth soccer 2013 boys red,fc tucson youth soccer 2013 boys blue,FC Tucson Youth Soccer 2013 Boys Red,FC Tucson Youth Soccer 2013 Boys Blue,0,0,League Play,2024-11-26,az_boys_u13,https://rankings.gotsport.com/teams/u13_55
fc tucson youth soccer 2013 boys red,fountain hills soccer club 2013 boys blue,FC Tucson Youth Soccer 2013 Boys Red,Fountain Hills Soccer Club 2013 Boys Blue,2,4,League Play,2025-06-20,az_boys_u13,https://rankings.gotsport.com/teams/u13_55
fc tucson youth soccer 2013 boys red,az arsenal soccer club 2013 boys red,FC Tucson Youth Soccer 2013 Boys Red,AZ Arsenal Soccer Club 2013 Boys Red,2,3,League Play,2025-09-25,az_boys_u13,https://rankings.gotsport.com/teams/u13_55
fc tucson youth soccer 2013 boys red,gilbert soccer club 2013 boys gold,FC Tucson Youth Soccer 2013 Boys Red,Gilbert Soccer Club 2013 Boys Gold,1,2,League Play,2025-03-10,az_boys_u13,https://rankings.gotsport.com/teams/u13_55
fc tucson youth soccer 2013 boys red,apache junction soccer club 2013 boys blue,FC Tucson Youth Soccer 2013 Boys Red,Apache Junction Soccer Club 2013 Boys Blue,5,0,League Play,2025-09-12,az_boys_u13,https://rankings.gotsport.com/teams/u13_55
fc tucson youth soccer 2013 boys red,cave creek soccer club 2013 boys blue,FC Tucson Youth Soccer 2013 Boys Red,Cave Creek Soccer Club 2013 Boys Blue,5,0,League Play,2024-10-17,az_boys_u13,https://rankings.gotsport.com/teams/u13_55
fc tucson youth soccer 2013 boys red,phoenix rising fc 2013 boys gold,FC Tucson Youth Soccer 2013 Boys Red,Phoenix Rising FC 2013 Boys Gold,4,5,League Play,2024-10-20,az_boys_u13,https://rankings.gotsport.com/teams/u13_55
az arsenal soccer club 2013 boys gold,chandler soccer club 2013 boys red,AZ Arsenal Soccer Club 2013 Boys Gold,Chandler Soccer Club 2013 Boys Red,5,2,League Play,2025-01-07,az_boys_u13,https://rankings.gotsport.com/teams/u13_56
az arsenal soccer club 2013 boys gold,gilbert soccer club 2013 boys red,AZ Arsenal Soccer Club 2013 Boys Gold,Gilbert Soccer Club 2013 Boys Red,2,2,League Play,2025-02-19,az_boys_u13,https://rankings.gotsport.com/teams/u13_56
az arsenal soccer club 2013 boys gold,surprise soccer club 2013 boys gold,AZ Arsenal Soccer Club 2013 Boys Gold,Surprise Soccer Club 2013 Boys Gold,0,1,League Play,2025-04-23,az_boys_u13,https://rankings.gotsport.com/teams/u13_56
az arsenal soccer club 2013 boys gold,buckeye soccer club 2013 boys blue,AZ Arsenal Soccer Club 2013 Boys Gold,Buckeye Soccer Club 2013 Boys Blue,0,5,League Play,2025-08-04,az_boys_u13,https://rankings.gotsport.com/teams/u13_56
az arsenal soccer club 2013 boys gold,peoria soccer club 2013 boys gold,AZ Arsenal Soccer Club 2013 Boys Gold,Peoria Soccer Club 2013 Boys Gold,4,5,League Play,2025-01-27,az_boys_u13,https://rankings.gotsport.com/teams/u13_56
az arsenal soccer club 2013 boys gold,phoenix rising fc 2013 boys gold,AZ Arsenal Soccer Club 2013 Boys Gold,Phoenix Rising FC 2013 Boys Gold,3,2,League Play,2025-08-12,az_boys_u13,https://rankings.gotsport.com/teams/u13_56
az arsenal soccer club 2013 boys gold,scottsdale soccer club 2013 boys blue,AZ Arsenal Soccer Club 2013 Boys Gold,Scottsdale Soccer Club 2013 Boys Blue,3,2,League Play,2024-12-13,az_boys_u13,https://rankings.gotsport.com/teams/u13_56
az arsenal soccer club 2013 boys gold,mesa soccer club 2013 boys gold,AZ Arsenal Soccer Club 2013 Boys Gold,Mesa Soccer Club 2013 Boys Gold,2,3,League Play,2024-11-16,az_boys_u13,https://rankings.gotsport.com/teams/u13_56
az arsenal soccer club 2013 boys gold,cave creek soccer club 2013 boys white,AZ Arsenal Soccer Club 2013 Boys Gold,Cave Creek Soccer Club 2013 Boys White,0,1,League Play,2025-06-16,az_boys_u13,https://rankings.gotsport.com/teams/u13_56
az arsenal soccer club 2013 boys gold,az soccer club 2013 boys gold,AZ Arsenal Soccer Club 2013 Boys Gold,AZ Soccer Club 2013 Boys Gold,2,3,League Play,2024-11-03,az_boys_u13,https://rankings.gotsport.com/teams/u13_56
az arsenal soccer club 2013 boys gold,phoenix premier fc 2013 boys white,AZ Arsenal Soccer Club 2013 Boys Gold,Phoenix Premier FC 2013 Boys White,0,3,League Play,2025-05-14,az_boys_u13,https://rankings.gotsport.com/teams/u13_56
az arsenal soccer club 2013 boys gold,queen creek soccer club 2013 boys black,AZ Arsenal Soccer Club 2013 Boys Gold,Queen Creek Soccer Club 2013 Boys Black,1,1,League Play,2025-07-04,az_boys_u13,https://rankings.gotsport.com/teams/u13_56
az arsenal soccer club 2013 boys gold,scottsdale soccer club 2013 boys red,AZ Arsenal Soccer Club 2013 Boys Gold,Scottsdale Soccer Club 2013 Boys Red,3,1,League Play,2025-02-14,az_boys_u13,https://rankings.gotsport.com/teams/u13_56
az arsenal soccer club 2013 boys gold,rsl-az north 2013 boys red,AZ Arsenal Soccer Club 2013 Boys Gold,RSL-AZ North 2013 Boys Red,0,3,League Play,2025-03-01,az_boys_u13,https://rankings.gotsport.com/teams/u13_56
az arsenal soccer club 2013 boys gold,paradise valley soccer club 2013 boys blue,AZ Arsenal Soccer Club 2013 Boys Gold,Paradise Valley Soccer Club 2013 Boys Blue,3,2,League Play,2024-12-18,az_boys_u13,https://rankings.gotsport.com/teams/u13_56
az arsenal soccer club 2013 boys gold,fountain hills soccer club 2013 boys white,AZ Arsenal Soccer Club 2013 Boys Gold,Fountain Hills Soccer Club 2013 Boys White,1,3,League Play,2025-06-18,az_boys_u13,https://rankings.gotsport.com/teams/u13_56
az arsenal soccer club 2013 boys gold,paradise valley soccer club 2013 boys blue,AZ Arsenal Soccer Club 2013 Boys Gold,Paradise Valley Soccer Club 2013 Boys Blue,1,3,League Play,2024-12-17,az_boys_u13,https://rankings.gotsport.com/teams/u13_56
az arsenal soccer club 2013 boys gold,chandler soccer club 2013 boys white,AZ Arsenal Soccer Club 2013 Boys Gold,Chandler Soccer Club 2013 Boys White,4,4,League Play,2025-10-01,az_boys_u13,https://rankings.gotsport.com/teams/u13_56
az arsenal soccer club 2013 boys gold,mesa soccer club 2013 boys black,AZ Arsenal Soccer Club 2013 Boys Gold,Mesa Soccer Club 2013 Boys Black,1,2,League Play,2025-04-17,az_boys_u13,https://rankings.gotsport.com/teams/u13_56
az arsenal soccer club 2013 boys gold,fc tucson youth soccer 2013 boys white,AZ Arsenal Soccer Club 2013 Boys Gold,FC Tucson Youth Soccer 2013 Boys White,3,3,League Play,2025-05-02,az_boys_u13,https://rankings.gotsport.com/teams/u13_56
az arsenal soccer club 2013 boys gold,rsl-az west valley 2013 boys black,AZ Arsenal Soccer Club 2013 Boys Gold,RSL-AZ West Valley 2013 Boys Black,5,2,League Play,2025-07-20,az_boys_u13,https://rankings.gotsport.com/teams/u13_56
az arsenal soccer club 2013 boys gold,mesa soccer club 2013 boys black,AZ Arsenal Soccer Club 2013 Boys Gold,Mesa Soccer Club 2013 Boys Black,2,5,League Play,2025-09-16,az_boys_u13,https://rankings.gotsport.com/teams/u13_56
az arsenal soccer club 2013 boys gold,fc tucson youth soccer 2013 boys white,AZ Arsenal Soccer Club 2013 Boys Gold,FC Tucson Youth Soccer 2013 Boys White,5,3,League Play,2025-02-21,az_boys_u13,https://rankings.gotsport.com/teams/u13_56
az arsenal soccer club 2013 boys gold,mesa soccer club 2013 boys red,AZ Arsenal Soccer Club 2013 Boys Gold,Mesa Soccer Club 2013 Boys Red,5,4,League Play,2025-06-08,az_boys_u13,https://rankings.gotsport.com/teams/u13_56
az arsenal soccer club 2013 boys gold,az arsenal soccer club 2013 boys red,AZ Arsenal Soccer Club 2013 Boys Gold,AZ Arsenal Soccer Club 2013 Boys Red,3,2,League Play,2024-10-16,az_boys_u13,https://rankings.gotsport.com/teams/u13_56
az arsenal soccer club 2013 boys gold,cave creek soccer club 2013 boys white,AZ Arsenal Soccer Club 2013 Boys Gold,Cave Creek Soccer Club 2013 Boys White,2,2,League Play,2025-06-08,az_boys_u13,https://rankings.gotsport.com/teams/u13_56
az arsenal soccer club 2013 boys gold,maricopa soccer club 2013 boys red,AZ Arsenal Soccer Club 2013 Boys Gold,Maricopa Soccer Club 2013 Boys Red,1,4,League Play,2025-06-14,az_boys_u13,https://rankings.gotsport.com/teams/u13_56
az arsenal soccer club 2013 boys gold,gilbert soccer club 2013 boys gold,AZ Arsenal Soccer Club 2013 Boys Gold,Gilbert Soccer Club 2013 Boys Gold,2,1,League Play,2025-08-16,az_boys_u13,https://rankings.gotsport.com/teams/u13_56
gilbert soccer club 2013 boys blue,chandler soccer club 2013 boys gold,Gilbert Soccer Club 2013 Boys Blue,Chandler Soccer Club 2013 Boys Gold,5,0,League Play,2025-09-23,az_boys_u13,https://rankings.gotsport.com/teams/u13_57
gilbert soccer club 2013 boys blue,rsl-az south 2013 boys red,Gilbert Soccer Club 2013 Boys Blue,RSL-AZ South 2013 Boys Red,3,3,League Play,2025-03-13,az_boys_u13,https://rankings.gotsport.com/teams/u13_57
gilbert soccer club 2013 boys blue,az soccer club 2013 boys blue,Gilbert Soccer Club 2013 Boys Blue,AZ Soccer Club 2013 Boys Blue,4,3,League Play,2025-03-20,az_boys_u13,https://rankings.gotsport.com/teams/u13_57
gilbert soccer club 2013 boys blue,phoenix premier fc 2013 boys white,Gilbert Soccer Club 2013 Boys Blue,Phoenix Premier FC 2013 Boys White,5,3,League Play,2025-03-14,az_boys_u13,https://rankings.gotsport.com/teams/u13_57
gilbert soccer club 2013 boys blue,casa grande soccer club 2013 boys blue,Gilbert Soccer Club 2013 Boys Blue,Casa Grande Soccer Club 2013 Boys Blue,4,5,League Play,2025-03-21,az_boys_u13,https://rankings.gotsport.com/teams/u13_57
gilbert soccer club 2013 boys blue,surprise soccer club 2013 boys gold,Gilbert Soccer Club 2013 Boys Blue,Surprise Soccer Club 2013 Boys Gold,4,0,League Play,2024-12-14,az_boys_u13,https://rankings.gotsport.com/teams/u13_57
gilbert soccer club 2013 boys blue,chandler soccer club 2013 boys gold,Gilbert Soccer Club 2013 Boys Blue,Chandler Soccer Club 2013 Boys Gold,1,0,League Play,2024-11-20,az_boys_u13,https://rankings.gotsport.com/teams/u13_57
gilbert soccer club 2013 boys blue,rsl-az west valley 2013 boys black,Gilbert Soccer Club 2013 Boys Blue,RSL-AZ West Valley 2013 Boys Black,5,3,League Play,2025-09-11,az_boys_u13,https://rankings.gotsport.com/teams/u13_57
gilbert soccer club 2013 boys blue,goodyear soccer club 2013 boys white,Gilbert Soccer Club 2013 Boys Blue,Goodyear Soccer Club 2013 Boys White,4,4,League Play,2025-07-21,az_boys_u13,https://rankings.gotsport.com/teams/u13_57
gilbert soccer club 2013 boys blue,fc elite arizona 2013 boys red,Gilbert Soccer Club 2013 Boys Blue,FC Elite Arizona 2013 Boys Red,2,3,League Play,2025-09-05,az_boys_u13,https://rankings.gotsport.com/teams/u13_57
gilbert soccer club 2013 boys blue,goodyear soccer club 2013 boys red,Gilbert Soccer Club 2013 Boys Blue,Goodyear Soccer Club 2013 Boys Red,2,2,League Play,2024-11-24,az_boys_u13,https://rankings.gotsport.com/teams/u13_57
gilbert soccer club 2013 boys blue,fc tucson youth soccer 2013 boys white,Gilbert Soccer Club 2013 Boys Blue,FC Tucson Youth Soccer 2013 Boys White,2,3,League Play,2024-10-28,az_boys_u13,https://rankings.gotsport.com/teams/u13_57
gilbert soccer club 2013 boys blue,tempe soccer club 2013 boys white,Gilbert Soccer Club 2013 Boys Blue,Tempe Soccer Club 2013 Boys White,1,5,League Play,2025-03-10,az_boys_u13,https://rankings.gotsport.com/teams/u13_57
gilbert soccer club 2013 boys blue,rsl-az west valley 2013 boys blue,Gilbert Soccer Club 2013 Boys Blue,RSL-AZ West Valley 2013 Boys Blue,2,4,League Play,2025-08-22,az_boys_u13,https://rankings.gotsport.com/teams/u13_57
gilbert soccer club 2013 boys blue,az soccer club 2013 boys white,Gilbert Soccer Club 2013 Boys Blue,AZ Soccer Club 2013 Boys White,5,2,League Play,2025-05-01,az_boys_u13,https://rankings.gotsport.com/teams/u13_57
gilbert soccer club 2013 boys blue,az soccer club 2013 boys blue,Gilbert Soccer Club 2013 Boys Blue,AZ Soccer Club 2013 Boys Blue,1,0,League Play,2025-06-29,az_boys_u13,https://rankings.gotsport.com/teams/u13_57
gilbert soccer club 2013 boys blue,queen creek soccer club 2013 boys black,Gilbert Soccer Club 2013 Boys Blue,Queen Creek Soccer Club 2013 Boys Black,1,5,League Play,2025-10-09,az_boys_u13,https://rankings.gotsport.com/teams/u13_57
gilbert soccer club 2013 boys blue,phoenix rising fc 2013 boys blue,Gilbert Soccer Club 2013 Boys Blue,Phoenix Rising FC 2013 Boys Blue,3,2,League Play,2025-06-09,az_boys_u13,https://rankings.gotsport.com/teams/u13_57
gilbert soccer club 2013 boys blue,rsl-az west valley 2013 boys black,Gilbert Soccer Club 2013 Boys Blue,RSL-AZ West Valley 2013 Boys Black,5,3,League Play,2025-08-10,az_boys_u13,https://rankings.gotsport.com/teams/u13_57
gilbert soccer club 2013 boys blue,phoenix premier fc 2013 boys white,Gilbert Soccer Club 2013 Boys Blue,Phoenix Premier FC 2013 Boys White,1,1,League Play,2025-01-01,az_boys_u13,https://rankings.gotsport.com/teams/u13_57
gilbert soccer club 2013 boys blue,buckeye soccer club 2013 boys white,Gilbert Soccer Club 2013 Boys Blue,Buckeye Soccer Club 2013 Boys White,5,1,League Play,2025-07-30,az_boys_u13,https://rankings.gotsport.com/teams/u13_57
gilbert soccer club 2013 boys blue,az arsenal soccer club 2013 boys red,Gilbert Soccer Club 2013 Boys Blue,AZ Arsenal Soccer Club 2013 Boys Red,1,0,League Play,2024-11-25,az_boys_u13,https://rankings.gotsport.com/teams/u13_57
gilbert soccer club 2013 boys blue,scottsdale soccer club 2013 boys blue,Gilbert Soccer Club 2013 Boys Blue,Scottsdale Soccer Club 2013 Boys Blue,2,5,League Play,2025-01-23,az_boys_u13,https://rankings.gotsport.com/teams/u13_57
gilbert soccer club 2013 boys blue,surprise soccer club 2013 boys gold,Gilbert Soccer Club 2013 Boys Blue,Surprise Soccer Club 2013 Boys Gold,0,4,League Play,2025-01-16,az_boys_u13,https://rankings.gotsport.com/teams/u13_57
gilbert soccer club 2013 boys blue,surprise soccer club 2013 boys gold,Gilbert Soccer Club 2013 Boys Blue,Surprise Soccer Club 2013 Boys Gold,2,2,League Play,2025-06-16,az_boys_u13,https://rankings.gotsport.com/teams/u13_57
gilbert soccer club 2013 boys blue,rsl-az west valley 2013 boys blue,Gilbert Soccer Club 2013 Boys Blue,RSL-AZ West Valley 2013 Boys Blue,5,0,League Play,2024-10-28,az_boys_u13,https://rankings.gotsport.com/teams/u13_57
gilbert soccer club 2013 boys blue,casa grande soccer club 2013 boys blue,Gilbert Soccer Club 2013 Boys Blue,Casa Grande Soccer Club 2013 Boys Blue,3,3,League Play,2024-12-24,az_boys_u13,https://rankings.gotsport.com/teams/u13_57
gilbert soccer club 2013 boys blue,avondale soccer club 2013 boys blue,Gilbert Soccer Club 2013 Boys Blue,Avondale Soccer Club 2013 Boys Blue,5,5,League Play,2025-07-23,az_boys_u13,https://rankings.gotsport.com/teams/u13_57
paradise valley soccer club 2013 boys blue,fc elite arizona 2013 boys blue,Paradise Valley Soccer Club 2013 Boys Blue,FC Elite Arizona 2013 Boys Blue,5,2,League Play,2024-12-14,az_boys_u13,https://rankings.gotsport.com/teams/u13_58
paradise valley soccer club 2013 boys blue,surprise soccer club 2013 boys gold,Paradise Valley Soccer Club 2013 Boys Blue,Surprise Soccer Club 2013 Boys Gold,2,0,League Play,2025-09-10,az_boys_u13,https://rankings.gotsport.com/teams/u13_58
paradise valley soccer club 2013 boys blue,glendale soccer club 2013 boys blue,Paradise Valley Soccer Club 2013 Boys Blue,Glendale Soccer Club 2013 Boys Blue,5,0,League Play,2025-06-21,az_boys_u13,https://rankings.gotsport.com/teams/u13_58
paradise valley soccer club 2013 boys blue,queen creek soccer club 2013 boys gold,Paradise Valley Soccer Club 2013 Boys Blue,Queen Creek Soccer Club 2013 Boys Gold,1,4,League Play,2024-12-18,az_boys_u13,https://rankings.gotsport.com/teams/u13_58
paradise valley soccer club 2013 boys blue,fc elite arizona 2013 boys red,Paradise Valley Soccer Club 2013 Boys Blue,FC Elite Arizona 2013 Boys Red,1,3,League Play,2024-12-22,az_boys_u13,https://rankings.gotsport.com/teams/u13_58
paradise valley soccer club 2013 boys blue,az arsenal soccer club 2013 boys gold,Paradise Valley Soccer Club 2013 Boys Blue,AZ Arsenal Soccer Club 2013 Boys Gold,4,5,League Play,2025-03-23,az_boys_u13,https://rankings.gotsport.com/teams/u13_58
paradise valley soccer club 2013 boys blue,glendale soccer club 2013 boys gold,Paradise Valley Soccer Club 2013 Boys Blue,Glendale Soccer Club 2013 Boys Gold,5,3,League Play,2024-12-13,az_boys_u13,https://rankings.gotsport.com/teams/u13_58
paradise valley soccer club 2013 boys blue,fc elite arizona 2013 boys red,Paradise Valley Soccer Club 2013 Boys Blue,FC Elite Arizona 2013 Boys Red,3,2,League Play,2025-03-08,az_boys_u13,https://rankings.gotsport.com/teams/u13_58
paradise valley soccer club 2013 boys blue,fc elite arizona 2013 boys blue,Paradise Valley Soccer Club 2013 Boys Blue,FC Elite Arizona 2013 Boys Blue,4,2,League Play,2025-08-25,az_boys_u13,https://rankings.gotsport.com/teams/u13_58
paradise valley soccer club 2013 boys blue,mesa soccer club 2013 boys white,Paradise Valley Soccer Club 2013 Boys Blue,Mesa Soccer Club 2013 Boys White,1,4,League Play,2025-01-09,az_boys_u13,https://rankings.gotsport.com/teams/u13_58
paradise valley soccer club 2013 boys blue,buckeye soccer club 2013 boys blue,Paradise Valley Soccer Club 2013 Boys Blue,Buckeye Soccer Club 2013 Boys Blue,1,1,League Play,2025-07-21,az_boys_u13,https://rankings.gotsport.com/teams/u13_58
paradise valley soccer club 2013 boys blue,mesa soccer club 2013 boys black,Paradise Valley Soccer Club 2013 Boys Blue,Mesa Soccer Club 2013 Boys Black,4,0,League Play,2025-09-29,az_boys_u13,https://rankings.gotsport.com/teams/u13_58
paradise valley soccer club 2013 boys blue,surprise soccer club 2013 boys gold,Paradise Valley Soccer Club 2013 Boys Blue,Surprise Soccer Club 2013 Boys Gold,5,4,League Play,2025-06-02,az_boys_u13,https://rankings.gotsport.com/teams/u13_58
paradise valley soccer club 2013 boys blue,phoenix rising fc 2013 boys blue,Paradise Valley Soccer Club 2013 Boys Blue,Phoenix Rising FC 2013 Boys Blue,3,2,League Play,2025-01-31,az_boys_u13,https://rankings.gotsport.com/teams/u13_58
paradise valley soccer club 2013 boys blue,chandler soccer club 2013 boys gold,Paradise Valley Soccer Club 2013 Boys Blue,Chandler Soccer Club 2013 Boys Gold,5,2,League Play,2025-05-30,az_boys_u13,https://rankings.gotsport.com/teams/u13_58
paradise valley soccer club 2013 boys blue,casa grande soccer club 2013 boys blue,Paradise Valley Soccer Club 2013 Boys Blue,Casa Grande Soccer Club 2013 Boys Blue,0,2,League Play,2025-04-26,az_boys_u13,https://rankings.gotsport.com/teams/u13_58
paradise valley soccer club 2013 boys blue,scottsdale soccer club 2013 boys white,Paradise Valley Soccer Club 2013 Boys Blue,Scottsdale Soccer Club 2013 Boys White,1,4,League Play,2025-04-24,az_boys_u13,https://rankings.gotsport.com/teams/u13_58
paradise valley soccer club 2013 boys blue,apache junction soccer club 2013 boys white,Paradise Valley Soccer Club 2013 Boys Blue,Apache Junction Soccer Club 2013 Boys White,5,2,League Play,2025-07-25,az_boys_u13,https://rankings.gotsport.com/teams/u13_58
paradise valley soccer club 2013 boys blue,phoenix premier fc 2013 boys white,Paradise Valley Soccer Club 2013 Boys Blue,Phoenix Premier FC 2013 Boys White,5,4,League Play,2025-07-31,az_boys_u13,https://rankings.gotsport.com/teams/u13_58
paradise valley soccer club 2013 boys blue,queen creek soccer club 2013 boys red,Paradise Valley Soccer Club 2013 Boys Blue,Queen Creek Soccer Club 2013 Boys Red,4,4,League Play,2025-05-31,az_boys_u13,https://rankings.gotsport.com/teams/u13_58
paradise valley soccer club 2013 boys blue,mesa soccer club 2013 boys black,Paradise Valley Soccer Club 2013 Boys Blue,Mesa Soccer Club 2013 Boys Black,4,2,League Play,2025-05-13,az_boys_u13,https://rankings.gotsport.com/teams/u13_58
paradise valley soccer club 2013 boys blue,az arsenal soccer club 2013 boys white,Paradise Valley Soccer Club 2013 Boys Blue,AZ Arsenal Soccer Club 2013 Boys White,3,3,League Play,2025-02-06,az_boys_u13,https://rankings.gotsport.com/teams/u13_58
paradise valley soccer club 2013 boys blue,surprise soccer club 2013 boys red,Paradise Valley Soccer Club 2013 Boys Blue,Surprise Soccer Club 2013 Boys Red,5,5,League Play,2025-07-12,az_boys_u13,https://rankings.gotsport.com/teams/u13_58
paradise valley soccer club 2013 boys blue,az soccer club 2013 boys blue,Paradise Valley Soccer Club 2013 Boys Blue,AZ Soccer Club 2013 Boys Blue,2,5,League Play,2024-12-17,az_boys_u13,https://rankings.gotsport.com/teams/u13_58
paradise valley soccer club 2013 boys blue,rsl-az north 2013 boys red,Paradise Valley Soccer Club 2013 Boys Blue,RSL-AZ North 2013 Boys Red,2,4,League Play,2025-07-15,az_boys_u13,https://rankings.gotsport.com/teams/u13_58
paradise valley soccer club 2013 boys blue,queen creek soccer club 2013 boys gold,Paradise Valley Soccer Club 2013 Boys Blue,Queen Creek Soccer Club 2013 Boys Gold,2,4,League Play,2025-03-31,az_boys_u13,https://rankings.gotsport.com/teams/u13_58
paradise valley soccer club 2013 boys blue,mesa soccer club 2013 boys black,Paradise Valley Soccer Club 2013 Boys Blue,Mesa Soccer Club 2013 Boys Black,0,4,League Play,2025-10-05,az_boys_u13,https://rankings.gotsport.com/teams/u13_58
paradise valley soccer club 2013 boys blue,paradise valley soccer club 2013 boys gold,Paradise Valley Soccer Club 2013 Boys Blue,Paradise Valley Soccer Club 2013 Boys Gold,3,5,League Play,2025-03-25,az_boys_u13,https://rankings.gotsport.com/teams/u13_58
chandler soccer club 2013 boys white,gilbert soccer club 2013 boys black,Chandler Soccer Club 2013 Boys White,Gilbert Soccer Club 2013 Boys Black,4,0,League Play,2025-08-09,az_boys_u13,https://rankings.gotsport.com/teams/u13_59
chandler soccer club 2013 boys white,paradise valley soccer club 2013 boys blue,Chandler Soccer Club 2013 Boys White,Paradise Valley Soccer Club 2013 Boys Blue,1,4,League Play,2025-06-04,az_boys_u13,https://rankings.gotsport.com/teams/u13_59
chandler soccer club 2013 boys white,goodyear soccer club 2013 boys red,Chandler Soccer Club 2013 Boys White,Goodyear Soccer Club 2013 Boys Red,1,2,League Play,2025-05-20,az_boys_u13,https://rankings.gotsport.com/teams/u13_59
chandler soccer club 2013 boys white,az soccer club 2013 boys gold,Chandler Soccer Club 2013 Boys White,AZ Soccer Club 2013 Boys Gold,0,1,League Play,2024-10-22,az_boys_u13,https://rankings.gotsport.com/teams/u13_59
chandler soccer club 2013 boys white,tempe soccer club 2013 boys white,Chandler Soccer Club 2013 Boys White,Tempe Soccer Club 2013 Boys White,1,1,League Play,2025-04-09,az_boys_u13,https://rankings.gotsport.com/teams/u13_59
chandler soccer club 2013 boys white,chandler soccer club 2013 boys red,Chandler Soccer Club 2013 Boys White,Chandler Soccer Club 2013 Boys Red,5,3,League Play,2024-12-04,az_boys_u13,https://rankings.gotsport.com/teams/u13_59
chandler soccer club 2013 boys white,chandler soccer club 2013 boys gold,Chandler Soccer Club 2013 Boys White,Chandler Soccer Club 2013 Boys Gold,0,4,League Play,2025-07-03,az_boys_u13,https://rankings.gotsport.com/teams/u13_59
chandler soccer club 2013 boys white,apache junction soccer club 2013 boys black,Chandler Soccer Club 2013 Boys White,Apache Junction Soccer Club 2013 Boys Black,3,4,League Play,2025-01-03,az_boys_u13,https://rankings.gotsport.com/teams/u13_59
chandler soccer club 2013 boys white,fc tucson youth soccer 2013 boys white,Chandler Soccer Club 2013 Boys White,FC Tucson Youth Soccer 2013 Boys White,2,4,League Play,2024-10-29,az_boys_u13,https://rankings.gotsport.com/teams/u13_59
chandler soccer club 2013 boys white,fountain hills soccer club 2013 boys blue,Chandler Soccer Club 2013 Boys White,Fountain Hills Soccer Club 2013 Boys Blue,0,3,League Play,2025-08-04,az_boys_u13,https://rankings.gotsport.com/teams/u13_59
chandler soccer club 2013 boys white,mesa soccer club 2013 boys black,Chandler Soccer Club 2013 Boys White,Mesa Soccer Club 2013 Boys Black,5,5,League Play,2024-10-25,az_boys_u13,https://rankings.gotsport.com/teams/u13_59
chandler soccer club 2013 boys white,paradise valley soccer club 2013 boys blue,Chandler Soccer Club 2013 Boys White,Paradise Valley Soccer Club 2013 Boys Blue,5,0,League Play,2025-04-11,az_boys_u13,https://rankings.gotsport.com/teams/u13_59
chandler soccer club 2013 boys white,rsl-az west valley 2013 boys blue,Chandler Soccer Club 2013 Boys White,RSL-AZ West Valley 2013 Boys Blue,1,2,League Play,2025-05-17,az_boys_u13,https://rankings.gotsport.com/teams/u13_59
chandler soccer club 2013 boys white,rsl-az south 2013 boys red,Chandler Soccer Club 2013 Boys White,RSL-AZ South 2013 Boys Red,2,0,League Play,2025-08-18,az_boys_u13,https://rankings.gotsport.com/teams/u13_59
