Team A,Team B,Score A,Score B,Date
az arsenal soccer club 2016 boys gold,maricopa soccer club 2016 boys white,1,3,2025-04-03
az arsenal soccer club 2016 boys gold,avondale soccer club 2016 boys white,1,3,2025-06-03
az arsenal soccer club 2016 boys gold,surprise soccer club 2016 boys blue,3,2,2025-01-19
az arsenal soccer club 2016 boys gold,rsl-az west valley 2016 boys red,3,2,2025-09-09
az arsenal soccer club 2016 boys gold,tempe soccer club 2016 boys black,3,1,2025-07-07
az arsenal soccer club 2016 boys gold,tempe soccer club 2016 boys black,2,2,2025-06-13
az arsenal soccer club 2016 boys gold,gilbert soccer club 2016 boys black,2,1,2025-08-06
az arsenal soccer club 2016 boys gold,paradise valley soccer club 2016 boys blue,4,3,2025-06-16
az arsenal soccer club 2016 boys gold,maricopa soccer club 2016 boys black,1,1,2025-01-26
az arsenal soccer club 2016 boys gold,mesa soccer club 2016 boys blue,4,3,2025-01-16
az arsenal soccer club 2016 boys gold,gilbert soccer club 2016 boys gold,2,3,2025-06-02
az arsenal soccer club 2016 boys gold,fc elite arizona 2016 boys black,3,1,2025-02-04
az arsenal soccer club 2016 boys gold,casa grande soccer club 2016 boys gold,1,0,2025-07-22
az arsenal soccer club 2016 boys gold,queen creek soccer club 2016 boys blue,0,2,2025-01-03
chandler soccer club 2016 boys blue,fountain hills soccer club 2016 boys blue,2,4,2025-02-25
chandler soccer club 2016 boys blue,rsl-az west valley 2016 boys white,4,4,2025-08-05
chandler soccer club 2016 boys blue,rsl-az west valley 2016 boys red,1,0,2025-04-20
chandler soccer club 2016 boys blue,valley united fc 2016 boys black,1,2,2025-06-09
chandler soccer club 2016 boys blue,az arsenal soccer club 2016 boys gold,1,0,2025-05-09
chandler soccer club 2016 boys blue,az soccer club 2016 boys red,4,3,2025-06-20
chandler soccer club 2016 boys blue,queen creek soccer club 2016 boys blue,1,4,2025-04-28
chandler soccer club 2016 boys blue,az arsenal soccer club 2016 boys gold,4,3,2025-04-28
chandler soccer club 2016 boys blue,queen creek soccer club 2016 boys blue,1,4,2025-07-27
chandler soccer club 2016 boys blue,fc tucson youth soccer 2016 boys white,2,4,2025-06-26
chandler soccer club 2016 boys blue,casa grande soccer club 2016 boys gold,2,4,2025-08-13
chandler soccer club 2016 boys blue,phoenix rising fc 2016 boys red,1,1,2025-02-09
chandler soccer club 2016 boys blue,rsl-az west valley 2016 boys red,0,4,2025-06-18
chandler soccer club 2016 boys blue,phoenix rising fc 2016 boys red,1,3,2025-01-28
chandler soccer club 2016 boys blue,apache junction soccer club 2016 boys red,0,1,2025-01-13
chandler soccer club 2016 boys blue,mesa soccer club 2016 boys blue,4,4,2024-12-21
chandler soccer club 2016 boys blue,glendale soccer club 2016 boys blue,4,1,2025-09-16
chandler soccer club 2016 boys blue,glendale soccer club 2016 boys black,3,2,2025-04-07
chandler soccer club 2016 boys blue,az soccer club 2016 boys black,1,4,2025-08-07
chandler soccer club 2016 boys blue,az arsenal soccer club 2016 boys blue,2,2,2025-07-26
chandler soccer club 2016 boys blue,cave creek soccer club 2016 boys white,3,2,2025-07-29
chandler soccer club 2016 boys blue,rsl-az west valley 2016 boys black,1,3,2025-09-12
chandler soccer club 2016 boys blue,gilbert soccer club 2016 boys blue,4,2,2025-08-29
chandler soccer club 2016 boys blue,cave creek soccer club 2016 boys white,1,3,2025-02-10
chandler soccer club 2016 boys blue,paradise valley soccer club 2016 boys gold,4,2,2024-12-26
glendale soccer club 2016 boys black,fountain hills soccer club 2016 boys blue,0,3,2025-04-13
glendale soccer club 2016 boys black,gilbert soccer club 2016 boys blue,1,4,2025-08-19
glendale soccer club 2016 boys black,phoenix rising fc 2016 boys red,4,2,2025-10-09
glendale soccer club 2016 boys black,rsl-az north 2016 boys white,2,4,2025-01-29
glendale soccer club 2016 boys black,casa grande soccer club 2016 boys white,2,2,2025-02-08
glendale soccer club 2016 boys black,gilbert soccer club 2016 boys black,4,1,2025-08-04
glendale soccer club 2016 boys black,fountain hills soccer club 2016 boys blue,1,1,2025-08-05
glendale soccer club 2016 boys black,rsl-az north 2016 boys blue,1,3,2025-03-25
glendale soccer club 2016 boys black,gilbert soccer club 2016 boys blue,2,0,2024-12-20
glendale soccer club 2016 boys black,rsl-az west valley 2016 boys red,3,0,2025-03-02
glendale soccer club 2016 boys black,phoenix rising fc 2016 boys gold,0,2,2025-08-11
glendale soccer club 2016 boys black,valley united fc 2016 boys white,2,4,2025-10-01
glendale soccer club 2016 boys black,scottsdale soccer club 2016 boys blue,1,4,2025-08-03
glendale soccer club 2016 boys black,chandler soccer club 2016 boys blue,2,2,2025-05-30
glendale soccer club 2016 boys black,cave creek soccer club 2016 boys white,4,1,2025-08-22
glendale soccer club 2016 boys black,queen creek soccer club 2016 boys blue,3,2,2025-08-23
glendale soccer club 2016 boys black,az arsenal soccer club 2016 boys gold,1,0,2025-08-08
glendale soccer club 2016 boys black,rsl-az north 2016 boys black,3,2,2025-02-05
glendale soccer club 2016 boys black,rsl-az west valley 2016 boys gold,2,1,2025-02-08
glendale soccer club 2016 boys black,buckeye soccer club 2016 boys black,3,2,2025-05-29
glendale soccer club 2016 boys black,surprise soccer club 2016 boys blue,1,0,2025-04-03
glendale soccer club 2016 boys black,fc elite arizona 2016 boys black,4,0,2024-12-28
glendale soccer club 2016 boys black,rsl-az west valley 2016 boys red,2,0,2025-09-27
glendale soccer club 2016 boys black,fc tucson youth soccer 2016 boys gold,4,3,2025-08-12
glendale soccer club 2016 boys black,maricopa soccer club 2016 boys gold,1,1,2025-03-31
peoria soccer club 2016 boys gold,cave creek soccer club 2016 boys white,3,1,2025-08-12
peoria soccer club 2016 boys gold,valley united fc 2016 boys black,1,2,2025-09-14
peoria soccer club 2016 boys gold,gilbert soccer club 2016 boys blue,4,0,2025-03-29
peoria soccer club 2016 boys gold,casa grande soccer club 2016 boys red,4,1,2025-09-12
peoria soccer club 2016 boys gold,tempe soccer club 2016 boys white,2,4,2025-07-11
peoria soccer club 2016 boys gold,maricopa soccer club 2016 boys gold,4,2,2025-06-14
peoria soccer club 2016 boys gold,casa grande soccer club 2016 boys red,2,3,2025-09-26
peoria soccer club 2016 boys gold,fc elite arizona 2016 boys black,0,1,2025-01-01
peoria soccer club 2016 boys gold,az arsenal soccer club 2016 boys blue,2,0,2025-05-25
peoria soccer club 2016 boys gold,gilbert soccer club 2016 boys red,4,2,2025-03-15
peoria soccer club 2016 boys gold,az arsenal soccer club 2016 boys blue,4,4,2025-03-12
peoria soccer club 2016 boys gold,valley united fc 2016 boys black,3,3,2025-05-16
peoria soccer club 2016 boys gold,casa grande soccer club 2016 boys gold,2,0,2025-01-04
peoria soccer club 2016 boys gold,paradise valley soccer club 2016 boys white,1,3,2025-06-20
peoria soccer club 2016 boys gold,casa grande soccer club 2016 boys gold,2,2,2025-04-09
peoria soccer club 2016 boys gold,queen creek soccer club 2016 boys blue,2,3,2025-04-25
peoria soccer club 2016 boys gold,phoenix rising fc 2016 boys red,4,4,2024-12-27
peoria soccer club 2016 boys gold,fc elite arizona 2016 boys black,0,3,2025-03-02
peoria soccer club 2016 boys gold,mesa soccer club 2016 boys gold,1,2,2025-01-31
peoria soccer club 2016 boys gold,rsl-az west valley 2016 boys gold,0,3,2025-06-19
peoria soccer club 2016 boys gold,maricopa soccer club 2016 boys red,3,2,2025-02-14
peoria soccer club 2016 boys gold,desert sc 2016 boys white,4,0,2025-09-09
peoria soccer club 2016 boys gold,desert sc 2016 boys white,0,0,2025-04-10
peoria soccer club 2016 boys gold,queen creek soccer club 2016 boys blue,4,3,2025-05-09
peoria soccer club 2016 boys gold,rsl-az west valley 2016 boys black,1,2,2025-07-05
queen creek soccer club 2016 boys gold,paradise valley soccer club 2016 boys gold,1,1,2025-02-23
queen creek soccer club 2016 boys gold,fc tucson youth soccer 2016 boys gold,4,1,2025-04-02
queen creek soccer club 2016 boys gold,goodyear soccer club 2016 boys gold,0,4,2025-08-25
queen creek soccer club 2016 boys gold,mesa soccer club 2016 boys blue,4,1,2025-08-29
queen creek soccer club 2016 boys gold,glendale soccer club 2016 boys black,4,3,2025-03-24
queen creek soccer club 2016 boys gold,chandler soccer club 2016 boys red,0,0,2025-06-11
queen creek soccer club 2016 boys gold,paradise valley soccer club 2016 boys blue,4,1,2025-08-16
queen creek soccer club 2016 boys gold,tempe soccer club 2016 boys black,3,1,2025-01-14
queen creek soccer club 2016 boys gold,maricopa soccer club 2016 boys gold,3,4,2025-05-29
queen creek soccer club 2016 boys gold,fc tucson youth soccer 2016 boys white,3,2,2025-05-26
queen creek soccer club 2016 boys gold,paradise valley soccer club 2016 boys gold,4,2,2025-04-14
queen creek soccer club 2016 boys gold,chandler soccer club 2016 boys gold,1,1,2024-12-27
queen creek soccer club 2016 boys gold,queen creek soccer club 2016 boys blue,1,0,2025-06-08
queen creek soccer club 2016 boys gold,valley united fc 2016 boys white,0,4,2024-12-20
queen creek soccer club 2016 boys gold,casa grande soccer club 2016 boys black,0,0,2025-01-29
queen creek soccer club 2016 boys gold,maricopa soccer club 2016 boys red,4,2,2025-08-08
queen creek soccer club 2016 boys gold,gilbert soccer club 2016 boys gold,3,3,2025-03-20
queen creek soccer club 2016 boys gold,peoria soccer club 2016 boys gold,4,1,2025-01-24
queen creek soccer club 2016 boys gold,cave creek soccer club 2016 boys white,2,4,2025-01-07
queen creek soccer club 2016 boys gold,valley united fc 2016 boys black,0,3,2025-06-18
queen creek soccer club 2016 boys gold,az arsenal soccer club 2016 boys gold,0,0,2025-10-07
queen creek soccer club 2016 boys gold,rsl-az south 2016 boys gold,1,3,2025-09-22
queen creek soccer club 2016 boys gold,az soccer club 2016 boys white,3,3,2024-12-30
queen creek soccer club 2016 boys gold,chandler soccer club 2016 boys blue,3,4,2025-06-01
queen creek soccer club 2016 boys gold,rsl-az yuma 2016 boys gold,4,2,2025-08-23
tempe soccer club 2016 boys white,chandler soccer club 2016 boys gold,2,2,2025-02-24
tempe soccer club 2016 boys white,az arsenal soccer club 2016 boys gold,1,2,2025-08-22
tempe soccer club 2016 boys white,casa grande soccer club 2016 boys gold,1,1,2025-04-13
tempe soccer club 2016 boys white,az arsenal soccer club 2016 boys blue,0,2,2025-01-15
tempe soccer club 2016 boys white,maricopa soccer club 2016 boys gold,0,1,2025-02-17
tempe soccer club 2016 boys white,az arsenal soccer club 2016 boys gold,2,0,2025-09-01
tempe soccer club 2016 boys white,chandler soccer club 2016 boys blue,1,4,2025-09-06
tempe soccer club 2016 boys white,scottsdale soccer club 2016 boys gold,0,0,2025-02-02
tempe soccer club 2016 boys white,buckeye soccer club 2016 boys gold,2,0,2025-06-18
tempe soccer club 2016 boys white,paradise valley soccer club 2016 boys blue,2,2,2025-08-01
tempe soccer club 2016 boys white,avondale soccer club 2016 boys red,3,4,2025-01-28
tempe soccer club 2016 boys white,az arsenal soccer club 2016 boys blue,2,1,2025-03-12
tempe soccer club 2016 boys white,rsl-az south 2016 boys blue,1,3,2025-09-15
tempe soccer club 2016 boys white,az soccer club 2016 boys white,4,1,2025-03-01
tempe soccer club 2016 boys white,phoenix rising fc 2016 boys red,0,4,2025-09-13
tempe soccer club 2016 boys white,casa grande soccer club 2016 boys red,4,3,2025-05-19
tempe soccer club 2016 boys white,peoria soccer club 2016 boys black,4,1,2025-01-03
tempe soccer club 2016 boys white,gilbert soccer club 2016 boys red,1,1,2025-05-01
tempe soccer club 2016 boys white,fc tucson youth soccer 2016 boys gold,2,4,2025-08-02
tempe soccer club 2016 boys white,gilbert soccer club 2016 boys gold,3,1,2025-09-18
tempe soccer club 2016 boys white,az arsenal soccer club 2016 boys gold,2,0,2025-09-06
tempe soccer club 2016 boys white,mesa soccer club 2016 boys gold,3,0,2025-09-07
tempe soccer club 2016 boys white,gilbert soccer club 2016 boys blue,3,0,2025-02-25
tempe soccer club 2016 boys white,fc tucson youth soccer 2016 boys red,2,0,2025-02-22
tempe soccer club 2016 boys white,az soccer club 2016 boys gold,3,3,2025-04-16
rsl-az south 2016 boys gold,gilbert soccer club 2016 boys blue,0,2,2025-01-05
rsl-az south 2016 boys gold,gilbert soccer club 2016 boys white,3,4,2025-02-03
rsl-az south 2016 boys gold,buckeye soccer club 2016 boys blue,2,3,2025-09-24
rsl-az south 2016 boys gold,goodyear soccer club 2016 boys gold,3,2,2025-06-28
rsl-az south 2016 boys gold,peoria soccer club 2016 boys gold,0,0,2025-06-07
rsl-az south 2016 boys gold,paradise valley soccer club 2016 boys blue,2,0,2025-03-29
rsl-az south 2016 boys gold,rsl-az north 2016 boys black,3,4,2025-02-13
rsl-az south 2016 boys gold,gilbert soccer club 2016 boys blue,2,3,2025-02-02
rsl-az south 2016 boys gold,cave creek soccer club 2016 boys white,2,1,2025-07-07
rsl-az south 2016 boys gold,queen creek soccer club 2016 boys blue,1,4,2025-07-07
rsl-az south 2016 boys gold,paradise valley soccer club 2016 boys blue,3,3,2025-10-01
rsl-az south 2016 boys gold,fc tucson youth soccer 2016 boys red,3,4,2025-07-14
rsl-az south 2016 boys gold,fc tucson youth soccer 2016 boys red,3,4,2025-01-07
rsl-az south 2016 boys gold,rsl-az yuma 2016 boys gold,3,4,2025-08-07
rsl-az south 2016 boys gold,chandler soccer club 2016 boys gold,0,3,2025-07-01
rsl-az south 2016 boys gold,scottsdale soccer club 2016 boys gold,4,4,2024-12-27
rsl-az south 2016 boys gold,rsl-az north 2016 boys black,3,1,2025-09-26
rsl-az south 2016 boys gold,rsl-az north 2016 boys black,2,1,2025-06-11
rsl-az south 2016 boys gold,chandler soccer club 2016 boys blue,0,0,2025-03-16
rsl-az south 2016 boys gold,scottsdale soccer club 2016 boys white,0,4,2025-04-14
rsl-az south 2016 boys gold,rsl-az north 2016 boys black,2,4,2025-06-10
rsl-az south 2016 boys gold,rsl-az north 2016 boys blue,0,4,2025-07-08
rsl-az south 2016 boys gold,queen creek soccer club 2016 boys blue,3,0,2025-04-23
rsl-az south 2016 boys gold,goodyear soccer club 2016 boys black,4,3,2025-09-08
rsl-az south 2016 boys gold,fc tucson youth soccer 2016 boys gold,0,0,2025-08-01
scottsdale soccer club 2016 boys gold,cave creek soccer club 2016 boys white,0,0,2025-02-09
scottsdale soccer club 2016 boys gold,phoenix rising fc 2016 boys red,1,1,2025-01-23
scottsdale soccer club 2016 boys gold,buckeye soccer club 2016 boys blue,2,2,2025-03-06
scottsdale soccer club 2016 boys gold,mesa soccer club 2016 boys blue,2,1,2025-01-19
scottsdale soccer club 2016 boys gold,maricopa soccer club 2016 boys gold,3,4,2025-05-04
scottsdale soccer club 2016 boys gold,buckeye soccer club 2016 boys black,0,3,2025-05-29
scottsdale soccer club 2016 boys gold,chandler soccer club 2016 boys blue,3,1,2025-10-10
scottsdale soccer club 2016 boys gold,peoria soccer club 2016 boys black,0,0,2024-12-30
scottsdale soccer club 2016 boys gold,avondale soccer club 2016 boys red,0,1,2025-07-13
scottsdale soccer club 2016 boys gold,paradise valley soccer club 2016 boys blue,0,1,2025-01-20
scottsdale soccer club 2016 boys gold,rsl-az west valley 2016 boys gold,1,2,2025-09-10
scottsdale soccer club 2016 boys gold,paradise valley soccer club 2016 boys blue,3,4,2025-09-28
scottsdale soccer club 2016 boys gold,goodyear soccer club 2016 boys gold,2,0,2025-05-19
scottsdale soccer club 2016 boys gold,rsl-az yuma 2016 boys red,3,2,2025-07-04
scottsdale soccer club 2016 boys gold,paradise valley soccer club 2016 boys white,2,0,2025-07-31
scottsdale soccer club 2016 boys gold,paradise valley soccer club 2016 boys white,3,4,2025-06-30
scottsdale soccer club 2016 boys gold,phoenix premier fc 2016 boys gold,4,4,2024-12-21
scottsdale soccer club 2016 boys gold,fc elite arizona 2016 boys black,1,4,2025-03-06
scottsdale soccer club 2016 boys gold,cave creek soccer club 2016 boys white,2,3,2025-07-20
scottsdale soccer club 2016 boys gold,avondale soccer club 2016 boys white,0,2,2024-12-21
scottsdale soccer club 2016 boys gold,rsl-az yuma 2016 boys gold,3,4,2025-02-20
scottsdale soccer club 2016 boys gold,maricopa soccer club 2016 boys black,1,1,2025-06-30
scottsdale soccer club 2016 boys gold,mesa soccer club 2016 boys blue,1,0,2025-05-08
scottsdale soccer club 2016 boys gold,queen creek soccer club 2016 boys gold,1,0,2025-05-24
scottsdale soccer club 2016 boys gold,queen creek soccer club 2016 boys blue,3,2,2025-02-25
mesa soccer club 2016 boys gold,maricopa soccer club 2016 boys gold,2,0,2025-08-20
mesa soccer club 2016 boys gold,maricopa soccer club 2016 boys gold,3,3,2025-06-07
mesa soccer club 2016 boys gold,fc tucson youth soccer 2016 boys red,1,2,2025-08-19
mesa soccer club 2016 boys gold,maricopa soccer club 2016 boys red,4,3,2025-04-23
mesa soccer club 2016 boys gold,fc tucson youth soccer 2016 boys gold,3,3,2025-01-17
mesa soccer club 2016 boys gold,apache junction soccer club 2016 boys red,1,2,2025-06-04
mesa soccer club 2016 boys gold,fountain hills soccer club 2016 boys blue,1,3,2025-04-26
mesa soccer club 2016 boys gold,cave creek soccer club 2016 boys black,4,1,2024-12-19
mesa soccer club 2016 boys gold,peoria soccer club 2016 boys black,4,3,2025-05-16
mesa soccer club 2016 boys gold,phoenix premier fc 2016 boys gold,4,4,2025-09-10
mesa soccer club 2016 boys gold,az soccer club 2016 boys red,4,4,2025-02-25
mesa soccer club 2016 boys gold,glendale soccer club 2016 boys black,2,2,2025-03-29
mesa soccer club 2016 boys gold,fc tucson youth soccer 2016 boys gold,4,4,2025-05-08
mesa soccer club 2016 boys gold,chandler soccer club 2016 boys blue,2,1,2025-02-19
mesa soccer club 2016 boys gold,queen creek soccer club 2016 boys white,0,4,2025-02-16
mesa soccer club 2016 boys gold,maricopa soccer club 2016 boys black,1,3,2025-05-05
mesa soccer club 2016 boys gold,chandler soccer club 2016 boys gold,0,4,2025-04-02
mesa soccer club 2016 boys gold,queen creek soccer club 2016 boys gold,3,1,2025-04-23
mesa soccer club 2016 boys gold,buckeye soccer club 2016 boys gold,4,0,2025-08-31
mesa soccer club 2016 boys gold,peoria soccer club 2016 boys gold,3,1,2025-07-01
mesa soccer club 2016 boys gold,rsl-az yuma 2016 boys gold,2,0,2025-04-26
mesa soccer club 2016 boys gold,rsl-az west valley 2016 boys black,1,3,2025-10-05
mesa soccer club 2016 boys gold,tempe soccer club 2016 boys white,4,1,2025-08-11
mesa soccer club 2016 boys gold,mesa soccer club 2016 boys blue,2,2,2025-02-12
mesa soccer club 2016 boys gold,az arsenal soccer club 2016 boys gold,4,4,2025-05-23
rsl-az west valley 2016 boys red,cave creek soccer club 2016 boys white,2,0,2025-04-23
rsl-az west valley 2016 boys red,fc elite arizona 2016 boys blue,0,0,2025-01-29
rsl-az west valley 2016 boys red,casa grande soccer club 2016 boys black,2,0,2025-02-18
rsl-az west valley 2016 boys red,fc tucson youth soccer 2016 boys red,0,2,2025-03-24
rsl-az west valley 2016 boys red,az arsenal soccer club 2016 boys gold,4,0,2025-04-16
rsl-az west valley 2016 boys red,buckeye soccer club 2016 boys black,3,0,2025-02-05
rsl-az west valley 2016 boys red,casa grande soccer club 2016 boys black,1,4,2025-06-13
rsl-az west valley 2016 boys red,valley united fc 2016 boys black,1,2,2025-01-11
rsl-az west valley 2016 boys red,cave creek soccer club 2016 boys black,2,3,2025-04-19
rsl-az west valley 2016 boys red,mesa soccer club 2016 boys blue,0,4,2025-01-31
rsl-az west valley 2016 boys red,casa grande soccer club 2016 boys gold,0,0,2025-06-21
rsl-az west valley 2016 boys red,fountain hills soccer club 2016 boys white,1,3,2025-09-24
rsl-az west valley 2016 boys red,rsl-az yuma 2016 boys gold,4,3,2025-08-02
rsl-az west valley 2016 boys red,queen creek soccer club 2016 boys blue,3,0,2025-03-22
rsl-az west valley 2016 boys red,chandler soccer club 2016 boys gold,3,3,2025-07-20
rsl-az west valley 2016 boys red,gilbert soccer club 2016 boys blue,4,1,2025-09-20
rsl-az west valley 2016 boys red,casa grande soccer club 2016 boys gold,3,4,2025-08-18
rsl-az west valley 2016 boys red,fc elite arizona 2016 boys black,3,0,2025-02-21
rsl-az west valley 2016 boys red,buckeye soccer club 2016 boys black,4,3,2025-04-14
rsl-az west valley 2016 boys red,gilbert soccer club 2016 boys blue,3,3,2025-05-25
rsl-az west valley 2016 boys red,maricopa soccer club 2016 boys red,1,2,2025-03-30
rsl-az west valley 2016 boys red,gilbert soccer club 2016 boys red,2,0,2025-07-01
rsl-az west valley 2016 boys red,fountain hills soccer club 2016 boys blue,1,0,2025-02-17
rsl-az west valley 2016 boys red,rsl-az west valley 2016 boys gold,3,1,2025-02-18
rsl-az west valley 2016 boys red,scottsdale soccer club 2016 boys gold,2,4,2025-06-08
fountain hills soccer club 2016 boys red,avondale soccer club 2016 boys red,2,2,2025-07-03
fountain hills soccer club 2016 boys red,fountain hills soccer club 2016 boys blue,0,3,2025-03-19
fountain hills soccer club 2016 boys red,glendale soccer club 2016 boys blue,3,2,2025-01-25
fountain hills soccer club 2016 boys red,fc elite arizona 2016 boys black,2,0,2024-12-28
fountain hills soccer club 2016 boys red,queen creek soccer club 2016 boys gold,4,4,2025-07-22
fountain hills soccer club 2016 boys red,apache junction soccer club 2016 boys red,0,3,2025-08-28
fountain hills soccer club 2016 boys red,phoenix rising fc 2016 boys gold,3,1,2025-05-06
fountain hills soccer club 2016 boys red,maricopa soccer club 2016 boys black,3,4,2025-07-24
fountain hills soccer club 2016 boys red,rsl-az north 2016 boys blue,0,0,2024-12-22
fountain hills soccer club 2016 boys red,goodyear soccer club 2016 boys gold,1,3,2025-02-10
fountain hills soccer club 2016 boys red,az soccer club 2016 boys black,2,1,2025-08-22
fountain hills soccer club 2016 boys red,queen creek soccer club 2016 boys white,0,2,2025-05-05
fountain hills soccer club 2016 boys red,maricopa soccer club 2016 boys gold,4,3,2025-02-27
fountain hills soccer club 2016 boys red,rsl-az yuma 2016 boys red,1,4,2025-07-02
fountain hills soccer club 2016 boys red,fountain hills soccer club 2016 boys blue,3,1,2024-12-17
fountain hills soccer club 2016 boys red,maricopa soccer club 2016 boys gold,0,4,2025-04-05
fountain hills soccer club 2016 boys red,gilbert soccer club 2016 boys red,4,2,2025-08-27
fountain hills soccer club 2016 boys red,rsl-az north 2016 boys black,3,3,2025-04-09
fountain hills soccer club 2016 boys red,fc tucson youth soccer 2016 boys gold,2,4,2025-02-04
fountain hills soccer club 2016 boys red,cave creek soccer club 2016 boys white,3,4,2025-01-07
fountain hills soccer club 2016 boys red,avondale soccer club 2016 boys white,1,0,2025-04-20
fountain hills soccer club 2016 boys red,scottsdale soccer club 2016 boys white,4,2,2025-03-18
fountain hills soccer club 2016 boys red,rsl-az yuma 2016 boys red,0,4,2025-07-16
fountain hills soccer club 2016 boys red,fc tucson youth soccer 2016 boys gold,4,4,2025-06-05
fountain hills soccer club 2016 boys red,valley united fc 2016 boys white,3,2,2025-02-24
fountain hills soccer club 2016 boys blue,maricopa soccer club 2016 boys gold,1,4,2025-01-13
fountain hills soccer club 2016 boys blue,queen creek soccer club 2016 boys blue,3,1,2025-02-20
fountain hills soccer club 2016 boys blue,glendale soccer club 2016 boys white,3,2,2025-07-29
fountain hills soccer club 2016 boys blue,fc tucson youth soccer 2016 boys white,4,1,2025-04-04
fountain hills soccer club 2016 boys blue,glendale soccer club 2016 boys white,3,3,2025-04-22
fountain hills soccer club 2016 boys blue,rsl-az south 2016 boys blue,3,0,2025-05-04
fountain hills soccer club 2016 boys blue,tempe soccer club 2016 boys white,0,4,2025-06-27
fountain hills soccer club 2016 boys blue,chandler soccer club 2016 boys blue,2,4,2025-06-30
fountain hills soccer club 2016 boys blue,maricopa soccer club 2016 boys black,2,3,2025-09-07
fountain hills soccer club 2016 boys blue,chandler soccer club 2016 boys red,0,2,2025-05-04
fountain hills soccer club 2016 boys blue,fc elite arizona 2016 boys black,0,2,2025-09-27
fountain hills soccer club 2016 boys blue,fountain hills soccer club 2016 boys white,0,1,2025-06-28
fountain hills soccer club 2016 boys blue,tempe soccer club 2016 boys white,4,0,2025-06-02
fountain hills soccer club 2016 boys blue,phoenix rising fc 2016 boys red,3,0,2025-01-11
fountain hills soccer club 2016 boys blue,buckeye soccer club 2016 boys black,3,1,2025-07-21
fountain hills soccer club 2016 boys blue,avondale soccer club 2016 boys red,0,0,2025-02-07
fountain hills soccer club 2016 boys blue,casa grande soccer club 2016 boys black,3,0,2025-01-12
fountain hills soccer club 2016 boys blue,buckeye soccer club 2016 boys gold,0,1,2025-08-24
fountain hills soccer club 2016 boys blue,casa grande soccer club 2016 boys black,0,1,2025-04-13
fountain hills soccer club 2016 boys blue,avondale soccer club 2016 boys white,0,4,2025-07-24
fountain hills soccer club 2016 boys blue,fc tucson youth soccer 2016 boys white,2,0,2025-09-10
fountain hills soccer club 2016 boys blue,apache junction soccer club 2016 boys red,0,2,2025-08-18
fountain hills soccer club 2016 boys blue,fountain hills soccer club 2016 boys white,4,1,2025-09-13
fountain hills soccer club 2016 boys blue,glendale soccer club 2016 boys blue,1,4,2025-04-28
fountain hills soccer club 2016 boys blue,chandler soccer club 2016 boys gold,2,1,2025-05-10
paradise valley soccer club 2016 boys gold,scottsdale soccer club 2016 boys black,2,4,2025-02-27
paradise valley soccer club 2016 boys gold,mesa soccer club 2016 boys blue,3,2,2025-03-27
paradise valley soccer club 2016 boys gold,casa grande soccer club 2016 boys black,4,0,2025-05-20
paradise valley soccer club 2016 boys gold,peoria soccer club 2016 boys gold,2,2,2025-07-03
paradise valley soccer club 2016 boys gold,az arsenal soccer club 2016 boys gold,1,2,2025-08-04
paradise valley soccer club 2016 boys gold,az arsenal soccer club 2016 boys blue,2,1,2025-01-22
paradise valley soccer club 2016 boys gold,rsl-az yuma 2016 boys gold,2,4,2025-04-30
paradise valley soccer club 2016 boys gold,fountain hills soccer club 2016 boys red,1,0,2025-07-03
paradise valley soccer club 2016 boys gold,rsl-az yuma 2016 boys red,0,2,2025-06-25
paradise valley soccer club 2016 boys gold,phoenix rising fc 2016 boys red,3,2,2025-07-03
paradise valley soccer club 2016 boys gold,fc tucson youth soccer 2016 boys red,2,2,2025-04-02
paradise valley soccer club 2016 boys gold,maricopa soccer club 2016 boys white,2,4,2025-08-11
paradise valley soccer club 2016 boys gold,peoria soccer club 2016 boys gold,3,2,2025-01-18
paradise valley soccer club 2016 boys gold,paradise valley soccer club 2016 boys blue,0,4,2025-06-08
paradise valley soccer club 2016 boys gold,fountain hills soccer club 2016 boys white,2,1,2025-05-05
paradise valley soccer club 2016 boys gold,paradise valley soccer club 2016 boys white,1,4,2025-03-06
paradise valley soccer club 2016 boys gold,desert sc 2016 boys blue,1,1,2025-08-17
paradise valley soccer club 2016 boys gold,apache junction soccer club 2016 boys red,1,3,2025-03-31
paradise valley soccer club 2016 boys gold,buckeye soccer club 2016 boys blue,0,0,2025-04-02
paradise valley soccer club 2016 boys gold,glendale soccer club 2016 boys white,1,2,2025-04-30
paradise valley soccer club 2016 boys gold,rsl-az yuma 2016 boys gold,1,1,2025-03-07
paradise valley soccer club 2016 boys gold,chandler soccer club 2016 boys blue,2,1,2025-10-04
paradise valley soccer club 2016 boys gold,rsl-az north 2016 boys white,2,3,2025-05-17
paradise valley soccer club 2016 boys gold,rsl-az west valley 2016 boys black,0,0,2025-09-23
paradise valley soccer club 2016 boys gold,az soccer club 2016 boys gold,3,4,2025-03-31
rsl-az yuma 2016 boys gold,maricopa soccer club 2016 boys gold,4,2,2025-07-13
rsl-az yuma 2016 boys gold,az arsenal soccer club 2016 boys blue,4,2,2025-02-04
rsl-az yuma 2016 boys gold,rsl-az north 2016 boys black,4,0,2025-09-08
rsl-az yuma 2016 boys gold,desert sc 2016 boys blue,3,3,2025-02-07
rsl-az yuma 2016 boys gold,queen creek soccer club 2016 boys gold,0,4,2025-03-20
