date_utc,season,competition,venue,home_team_raw,away_team_raw,home_score,away_score,status,source_url,fetched_at,division,home_team_match,home_team_match_score,home_team_match_method,away_team_match,away_team_match_score,away_team_match_method
2025-06-13,2025,AZ_BOYS_U11 League,Away,Opponent 17,U11 Team 61,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_61,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 61,100.0,EXACT
2025-06-06,2025,AZ_BOYS_U11 League,Home,U11 Team 61,Opponent 18,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_61,2025-10-10T19:32:41,az_boys_u11,U11 Team 61,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-05-30,2025,AZ_BOYS_U11 League,Away,Opponent 19,U11 Team 61,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_61,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 61,100.0,EXACT
2025-10-10,2025,AZ_BOYS_U11 League,Home,U11 Team 62,Opponent 0,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_62,2025-10-10T19:32:41,az_boys_u11,U11 Team 62,100.0,EXACT,,28.57142857142857,UNRESOLVED
2025-10-03,2025,AZ_BOYS_U11 League,Away,Opponent 1,U11 Team 62,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_62,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 62,100.0,EXACT
2025-09-26,2025,AZ_BOYS_U11 League,Home,U11 Team 62,Opponent 2,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_62,2025-10-10T19:32:41,az_boys_u11,U11 Team 62,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-09-19,2025,AZ_BOYS_U11 League,Away,Opponent 3,U11 Team 62,2,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_62,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 62,100.0,EXACT
2025-09-12,2025,AZ_BOYS_U11 League,Home,U11 Team 62,Opponent 4,3,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_62,2025-10-10T19:32:41,az_boys_u11,U11 Team 62,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-09-05,2025,AZ_BOYS_U11 League,Away,Opponent 5,U11 Team 62,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_62,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 62,100.0,EXACT
2025-08-29,2025,AZ_BOYS_U11 League,Home,U11 Team 62,Opponent 6,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_62,2025-10-10T19:32:41,az_boys_u11,U11 Team 62,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-08-22,2025,AZ_BOYS_U11 League,Away,Opponent 7,U11 Team 62,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_62,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 62,100.0,EXACT
2025-08-15,2025,AZ_BOYS_U11 League,Home,U11 Team 62,Opponent 8,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_62,2025-10-10T19:32:41,az_boys_u11,U11 Team 62,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-08-08,2025,AZ_BOYS_U11 League,Away,Opponent 9,U11 Team 62,2,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_62,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 62,100.0,EXACT
2025-08-01,2025,AZ_BOYS_U11 League,Home,U11 Team 62,Opponent 10,3,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_62,2025-10-10T19:32:41,az_boys_u11,U11 Team 62,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-07-25,2025,AZ_BOYS_U11 League,Away,Opponent 11,U11 Team 62,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_62,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 62,100.0,EXACT
2025-07-18,2025,AZ_BOYS_U11 League,Home,U11 Team 62,Opponent 12,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_62,2025-10-10T19:32:41,az_boys_u11,U11 Team 62,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-07-11,2025,AZ_BOYS_U11 League,Away,Opponent 13,U11 Team 62,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_62,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 62,100.0,EXACT
2025-07-04,2025,AZ_BOYS_U11 League,Home,U11 Team 62,Opponent 14,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_62,2025-10-10T19:32:41,az_boys_u11,U11 Team 62,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-06-27,2025,AZ_BOYS_U11 League,Away,Opponent 15,U11 Team 62,2,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_62,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 62,100.0,EXACT
2025-06-20,2025,AZ_BOYS_U11 League,Home,U11 Team 62,Opponent 16,3,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_62,2025-10-10T19:32:41,az_boys_u11,U11 Team 62,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-06-13,2025,AZ_BOYS_U11 League,Away,Opponent 17,U11 Team 62,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_62,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 62,100.0,EXACT
2025-06-06,2025,AZ_BOYS_U11 League,Home,U11 Team 62,Opponent 18,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_62,2025-10-10T19:32:41,az_boys_u11,U11 Team 62,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-05-30,2025,AZ_BOYS_U11 League,Away,Opponent 19,U11 Team 62,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_62,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 62,100.0,EXACT
2025-10-10,2025,AZ_BOYS_U11 League,Home,U11 Team 63,Opponent 0,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_63,2025-10-10T19:32:41,az_boys_u11,U11 Team 63,100.0,EXACT,,28.57142857142857,UNRESOLVED
2025-10-03,2025,AZ_BOYS_U11 League,Away,Opponent 1,U11 Team 63,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_63,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 63,100.0,EXACT
2025-09-26,2025,AZ_BOYS_U11 League,Home,U11 Team 63,Opponent 2,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_63,2025-10-10T19:32:41,az_boys_u11,U11 Team 63,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-09-19,2025,AZ_BOYS_U11 League,Away,Opponent 3,U11 Team 63,2,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_63,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 63,100.0,EXACT
2025-09-12,2025,AZ_BOYS_U11 League,Home,U11 Team 63,Opponent 4,3,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_63,2025-10-10T19:32:41,az_boys_u11,U11 Team 63,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-09-05,2025,AZ_BOYS_U11 League,Away,Opponent 5,U11 Team 63,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_63,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 63,100.0,EXACT
2025-08-29,2025,AZ_BOYS_U11 League,Home,U11 Team 63,Opponent 6,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_63,2025-10-10T19:32:41,az_boys_u11,U11 Team 63,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-08-22,2025,AZ_BOYS_U11 League,Away,Opponent 7,U11 Team 63,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_63,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 63,100.0,EXACT
2025-08-15,2025,AZ_BOYS_U11 League,Home,U11 Team 63,Opponent 8,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_63,2025-10-10T19:32:41,az_boys_u11,U11 Team 63,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-08-08,2025,AZ_BOYS_U11 League,Away,Opponent 9,U11 Team 63,2,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_63,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 63,100.0,EXACT
2025-08-01,2025,AZ_BOYS_U11 League,Home,U11 Team 63,Opponent 10,3,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_63,2025-10-10T19:32:41,az_boys_u11,U11 Team 63,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-07-25,2025,AZ_BOYS_U11 League,Away,Opponent 11,U11 Team 63,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_63,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 63,100.0,EXACT
2025-07-18,2025,AZ_BOYS_U11 League,Home,U11 Team 63,Opponent 12,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_63,2025-10-10T19:32:41,az_boys_u11,U11 Team 63,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-07-11,2025,AZ_BOYS_U11 League,Away,Opponent 13,U11 Team 63,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_63,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 63,100.0,EXACT
2025-07-04,2025,AZ_BOYS_U11 League,Home,U11 Team 63,Opponent 14,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_63,2025-10-10T19:32:41,az_boys_u11,U11 Team 63,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-06-27,2025,AZ_BOYS_U11 League,Away,Opponent 15,U11 Team 63,2,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_63,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 63,100.0,EXACT
2025-06-20,2025,AZ_BOYS_U11 League,Home,U11 Team 63,Opponent 16,3,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_63,2025-10-10T19:32:41,az_boys_u11,U11 Team 63,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-06-13,2025,AZ_BOYS_U11 League,Away,Opponent 17,U11 Team 63,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_63,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 63,100.0,EXACT
2025-06-06,2025,AZ_BOYS_U11 League,Home,U11 Team 63,Opponent 18,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_63,2025-10-10T19:32:41,az_boys_u11,U11 Team 63,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-05-30,2025,AZ_BOYS_U11 League,Away,Opponent 19,U11 Team 63,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_63,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 63,100.0,EXACT
2025-10-10,2025,AZ_BOYS_U11 League,Home,U11 Team 64,Opponent 0,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_64,2025-10-10T19:32:41,az_boys_u11,U11 Team 64,100.0,EXACT,,28.57142857142857,UNRESOLVED
2025-10-03,2025,AZ_BOYS_U11 League,Away,Opponent 1,U11 Team 64,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_64,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 64,100.0,EXACT
2025-09-26,2025,AZ_BOYS_U11 League,Home,U11 Team 64,Opponent 2,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_64,2025-10-10T19:32:41,az_boys_u11,U11 Team 64,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-09-19,2025,AZ_BOYS_U11 League,Away,Opponent 3,U11 Team 64,2,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_64,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 64,100.0,EXACT
2025-09-12,2025,AZ_BOYS_U11 League,Home,U11 Team 64,Opponent 4,3,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_64,2025-10-10T19:32:41,az_boys_u11,U11 Team 64,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-09-05,2025,AZ_BOYS_U11 League,Away,Opponent 5,U11 Team 64,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_64,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 64,100.0,EXACT
2025-08-29,2025,AZ_BOYS_U11 League,Home,U11 Team 64,Opponent 6,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_64,2025-10-10T19:32:41,az_boys_u11,U11 Team 64,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-08-22,2025,AZ_BOYS_U11 League,Away,Opponent 7,U11 Team 64,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_64,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 64,100.0,EXACT
2025-08-15,2025,AZ_BOYS_U11 League,Home,U11 Team 64,Opponent 8,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_64,2025-10-10T19:32:41,az_boys_u11,U11 Team 64,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-08-08,2025,AZ_BOYS_U11 League,Away,Opponent 9,U11 Team 64,2,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_64,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 64,100.0,EXACT
2025-08-01,2025,AZ_BOYS_U11 League,Home,U11 Team 64,Opponent 10,3,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_64,2025-10-10T19:32:41,az_boys_u11,U11 Team 64,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-07-25,2025,AZ_BOYS_U11 League,Away,Opponent 11,U11 Team 64,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_64,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 64,100.0,EXACT
2025-07-18,2025,AZ_BOYS_U11 League,Home,U11 Team 64,Opponent 12,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_64,2025-10-10T19:32:41,az_boys_u11,U11 Team 64,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-07-11,2025,AZ_BOYS_U11 League,Away,Opponent 13,U11 Team 64,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_64,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 64,100.0,EXACT
2025-07-04,2025,AZ_BOYS_U11 League,Home,U11 Team 64,Opponent 14,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_64,2025-10-10T19:32:41,az_boys_u11,U11 Team 64,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-06-27,2025,AZ_BOYS_U11 League,Away,Opponent 15,U11 Team 64,2,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_64,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 64,100.0,EXACT
2025-06-20,2025,AZ_BOYS_U11 League,Home,U11 Team 64,Opponent 16,3,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_64,2025-10-10T19:32:41,az_boys_u11,U11 Team 64,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-06-13,2025,AZ_BOYS_U11 League,Away,Opponent 17,U11 Team 64,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_64,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 64,100.0,EXACT
2025-06-06,2025,AZ_BOYS_U11 League,Home,U11 Team 64,Opponent 18,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_64,2025-10-10T19:32:41,az_boys_u11,U11 Team 64,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-05-30,2025,AZ_BOYS_U11 League,Away,Opponent 19,U11 Team 64,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_64,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 64,100.0,EXACT
2025-10-10,2025,AZ_BOYS_U11 League,Home,U11 Team 65,Opponent 0,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_65,2025-10-10T19:32:41,az_boys_u11,U11 Team 65,100.0,EXACT,,28.57142857142857,UNRESOLVED
2025-10-03,2025,AZ_BOYS_U11 League,Away,Opponent 1,U11 Team 65,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_65,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 65,100.0,EXACT
2025-09-26,2025,AZ_BOYS_U11 League,Home,U11 Team 65,Opponent 2,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_65,2025-10-10T19:32:41,az_boys_u11,U11 Team 65,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-09-19,2025,AZ_BOYS_U11 League,Away,Opponent 3,U11 Team 65,2,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_65,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 65,100.0,EXACT
2025-09-12,2025,AZ_BOYS_U11 League,Home,U11 Team 65,Opponent 4,3,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_65,2025-10-10T19:32:41,az_boys_u11,U11 Team 65,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-09-05,2025,AZ_BOYS_U11 League,Away,Opponent 5,U11 Team 65,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_65,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 65,100.0,EXACT
2025-08-29,2025,AZ_BOYS_U11 League,Home,U11 Team 65,Opponent 6,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_65,2025-10-10T19:32:41,az_boys_u11,U11 Team 65,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-08-22,2025,AZ_BOYS_U11 League,Away,Opponent 7,U11 Team 65,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_65,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 65,100.0,EXACT
2025-08-15,2025,AZ_BOYS_U11 League,Home,U11 Team 65,Opponent 8,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_65,2025-10-10T19:32:41,az_boys_u11,U11 Team 65,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-08-08,2025,AZ_BOYS_U11 League,Away,Opponent 9,U11 Team 65,2,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_65,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 65,100.0,EXACT
2025-08-01,2025,AZ_BOYS_U11 League,Home,U11 Team 65,Opponent 10,3,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_65,2025-10-10T19:32:41,az_boys_u11,U11 Team 65,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-07-25,2025,AZ_BOYS_U11 League,Away,Opponent 11,U11 Team 65,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_65,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 65,100.0,EXACT
2025-07-18,2025,AZ_BOYS_U11 League,Home,U11 Team 65,Opponent 12,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_65,2025-10-10T19:32:41,az_boys_u11,U11 Team 65,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-07-11,2025,AZ_BOYS_U11 League,Away,Opponent 13,U11 Team 65,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_65,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 65,100.0,EXACT
2025-07-04,2025,AZ_BOYS_U11 League,Home,U11 Team 65,Opponent 14,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_65,2025-10-10T19:32:41,az_boys_u11,U11 Team 65,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-06-27,2025,AZ_BOYS_U11 League,Away,Opponent 15,U11 Team 65,2,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_65,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 65,100.0,EXACT
2025-06-20,2025,AZ_BOYS_U11 League,Home,U11 Team 65,Opponent 16,3,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_65,2025-10-10T19:32:41,az_boys_u11,U11 Team 65,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-06-13,2025,AZ_BOYS_U11 League,Away,Opponent 17,U11 Team 65,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_65,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 65,100.0,EXACT
2025-06-06,2025,AZ_BOYS_U11 League,Home,U11 Team 65,Opponent 18,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_65,2025-10-10T19:32:41,az_boys_u11,U11 Team 65,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-05-30,2025,AZ_BOYS_U11 League,Away,Opponent 19,U11 Team 65,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_65,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 65,100.0,EXACT
2025-10-10,2025,AZ_BOYS_U11 League,Home,U11 Team 66,Opponent 0,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_66,2025-10-10T19:32:41,az_boys_u11,U11 Team 66,100.0,EXACT,,28.57142857142857,UNRESOLVED
2025-10-03,2025,AZ_BOYS_U11 League,Away,Opponent 1,U11 Team 66,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_66,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 66,100.0,EXACT
2025-09-26,2025,AZ_BOYS_U11 League,Home,U11 Team 66,Opponent 2,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_66,2025-10-10T19:32:41,az_boys_u11,U11 Team 66,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-09-19,2025,AZ_BOYS_U11 League,Away,Opponent 3,U11 Team 66,2,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_66,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 66,100.0,EXACT
2025-09-12,2025,AZ_BOYS_U11 League,Home,U11 Team 66,Opponent 4,3,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_66,2025-10-10T19:32:41,az_boys_u11,U11 Team 66,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-09-05,2025,AZ_BOYS_U11 League,Away,Opponent 5,U11 Team 66,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_66,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 66,100.0,EXACT
2025-08-29,2025,AZ_BOYS_U11 League,Home,U11 Team 66,Opponent 6,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_66,2025-10-10T19:32:41,az_boys_u11,U11 Team 66,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-08-22,2025,AZ_BOYS_U11 League,Away,Opponent 7,U11 Team 66,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_66,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 66,100.0,EXACT
2025-08-15,2025,AZ_BOYS_U11 League,Home,U11 Team 66,Opponent 8,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_66,2025-10-10T19:32:41,az_boys_u11,U11 Team 66,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-08-08,2025,AZ_BOYS_U11 League,Away,Opponent 9,U11 Team 66,2,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_66,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 66,100.0,EXACT
2025-08-01,2025,AZ_BOYS_U11 League,Home,U11 Team 66,Opponent 10,3,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_66,2025-10-10T19:32:41,az_boys_u11,U11 Team 66,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-07-25,2025,AZ_BOYS_U11 League,Away,Opponent 11,U11 Team 66,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_66,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 66,100.0,EXACT
2025-07-18,2025,AZ_BOYS_U11 League,Home,U11 Team 66,Opponent 12,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_66,2025-10-10T19:32:41,az_boys_u11,U11 Team 66,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-07-11,2025,AZ_BOYS_U11 League,Away,Opponent 13,U11 Team 66,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_66,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 66,100.0,EXACT
2025-07-04,2025,AZ_BOYS_U11 League,Home,U11 Team 66,Opponent 14,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_66,2025-10-10T19:32:41,az_boys_u11,U11 Team 66,100.0,EXACT,,36.36363636363637,UNRESOLVED
