Team A,Team B,Score A,Score B,Date,Competition,SourceURL
az arsenal soccer club 2016 gold,maricopa soccer club 2016 white,1,3,2025-04-03,League Play,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 gold,avondale soccer club 2016 white,1,3,2025-06-03,League Play,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 gold,surprise soccer club 2016 blue,3,2,2025-01-19,League Play,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 gold,rsl-az west valley 2016 red,3,2,2025-09-09,League Play,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 gold,tempe soccer club 2016 black,3,1,2025-07-07,League Play,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 gold,tempe soccer club 2016 black,2,2,2025-06-13,League Play,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 gold,casa grande soccer club 2016 black,0,4,2025-03-31,League Play,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 gold,gilbert soccer club 2016 black,2,1,2025-08-06,League Play,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 gold,paradise valley soccer club 2016 blue,4,3,2025-06-16,League Play,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 gold,maricopa soccer club 2016 black,1,1,2025-01-26,League Play,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 gold,mesa soccer club 2016 blue,4,3,2025-01-16,League Play,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 gold,gilbert soccer club 2016 gold,2,3,2025-06-02,League Play,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 gold,elite arizona 2016 black,3,1,2025-02-04,League Play,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 gold,casa grande soccer club 2016 gold,1,0,2025-07-22,League Play,https://rankings.gotsport.com/teams/u10_56
az arsenal soccer club 2016 gold,queen creek soccer club 2016 blue,0,2,2025-01-03,League Play,https://rankings.gotsport.com/teams/u10_56
chandler soccer club 2016 blue,fountain hills soccer club 2016 blue,2,4,2025-02-25,League Play,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 blue,rsl-az west valley 2016 white,4,4,2025-08-05,League Play,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 blue,rsl-az west valley 2016 red,1,0,2025-04-20,League Play,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 blue,valley united 2016 black,1,2,2025-06-09,League Play,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 blue,az arsenal soccer club 2016 gold,1,0,2025-05-09,League Play,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 blue,az soccer club 2016 red,4,3,2025-06-20,League Play,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 blue,queen creek soccer club 2016 blue,1,4,2025-04-28,League Play,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 blue,az arsenal soccer club 2016 gold,4,3,2025-04-28,League Play,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 blue,queen creek soccer club 2016 blue,1,4,2025-07-27,League Play,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 blue,tucson youth soccer 2016 white,2,4,2025-06-26,League Play,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 blue,casa grande soccer club 2016 gold,2,4,2025-08-13,League Play,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 blue,phoenix rising 2016 red,1,1,2025-02-09,League Play,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 blue,rsl-az west valley 2016 red,0,4,2025-06-18,League Play,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 blue,phoenix rising 2016 red,1,3,2025-01-28,League Play,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 blue,apache junction soccer club 2016 red,0,1,2025-01-13,League Play,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 blue,mesa soccer club 2016 blue,4,4,2024-12-21,League Play,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 blue,glendale soccer club 2016 blue,4,1,2025-09-16,League Play,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 blue,glendale soccer club 2016 black,3,2,2025-04-07,League Play,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 blue,az soccer club 2016 black,1,4,2025-08-07,League Play,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 blue,az arsenal soccer club 2016 blue,2,2,2025-07-26,League Play,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 blue,cave creek soccer club 2016 white,3,2,2025-07-29,League Play,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 blue,rsl-az west valley 2016 black,1,3,2025-09-12,League Play,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 blue,gilbert soccer club 2016 blue,4,2,2025-08-29,League Play,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 blue,cave creek soccer club 2016 white,1,3,2025-02-10,League Play,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 blue,paradise valley soccer club 2016 gold,4,2,2024-12-26,League Play,https://rankings.gotsport.com/teams/u10_57
glendale soccer club 2016 black,fountain hills soccer club 2016 blue,0,3,2025-04-13,League Play,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 black,gilbert soccer club 2016 blue,1,4,2025-08-19,League Play,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 black,phoenix rising 2016 red,4,2,2025-10-09,League Play,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 black,rsl-az north 2016 white,2,4,2025-01-29,League Play,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 black,casa grande soccer club 2016 white,2,2,2025-02-08,League Play,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 black,gilbert soccer club 2016 black,4,1,2025-08-04,League Play,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 black,fountain hills soccer club 2016 blue,1,1,2025-08-05,League Play,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 black,rsl-az north 2016 blue,1,3,2025-03-25,League Play,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 black,gilbert soccer club 2016 blue,2,0,2024-12-20,League Play,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 black,rsl-az west valley 2016 red,3,0,2025-03-02,League Play,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 black,phoenix rising 2016 gold,0,2,2025-08-11,League Play,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 black,valley united 2016 white,2,4,2025-10-01,League Play,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 black,scottsdale soccer club 2016 blue,1,4,2025-08-03,League Play,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 black,chandler soccer club 2016 blue,2,2,2025-05-30,League Play,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 black,cave creek soccer club 2016 white,4,1,2025-08-22,League Play,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 black,queen creek soccer club 2016 blue,3,2,2025-08-23,League Play,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 black,az arsenal soccer club 2016 gold,1,0,2025-08-08,League Play,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 black,rsl-az north 2016 black,3,2,2025-02-05,League Play,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 black,rsl-az west valley 2016 gold,2,1,2025-02-08,League Play,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 black,buckeye soccer club 2016 black,3,2,2025-05-29,League Play,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 black,surprise soccer club 2016 blue,1,0,2025-04-03,League Play,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 black,elite arizona 2016 black,4,0,2024-12-28,League Play,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 black,rsl-az west valley 2016 red,2,0,2025-09-27,League Play,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 black,tucson youth soccer 2016 gold,4,3,2025-08-12,League Play,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 black,maricopa soccer club 2016 gold,1,1,2025-03-31,League Play,https://rankings.gotsport.com/teams/u10_58
peoria soccer club 2016 gold,cave creek soccer club 2016 white,3,1,2025-08-12,League Play,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 gold,valley united 2016 black,1,2,2025-09-14,League Play,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 gold,gilbert soccer club 2016 blue,4,0,2025-03-29,League Play,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 gold,casa grande soccer club 2016 red,4,1,2025-09-12,League Play,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 gold,tempe soccer club 2016 white,2,4,2025-07-11,League Play,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 gold,maricopa soccer club 2016 gold,4,2,2025-06-14,League Play,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 gold,casa grande soccer club 2016 red,2,3,2025-09-26,League Play,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 gold,elite arizona 2016 black,0,1,2025-01-01,League Play,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 gold,az arsenal soccer club 2016 blue,2,0,2025-05-25,League Play,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 gold,gilbert soccer club 2016 red,4,2,2025-03-15,League Play,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 gold,az arsenal soccer club 2016 blue,4,4,2025-03-12,League Play,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 gold,valley united 2016 black,3,3,2025-05-16,League Play,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 gold,casa grande soccer club 2016 gold,2,0,2025-01-04,League Play,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 gold,paradise valley soccer club 2016 white,1,3,2025-06-20,League Play,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 gold,casa grande soccer club 2016 gold,2,2,2025-04-09,League Play,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 gold,queen creek soccer club 2016 blue,2,3,2025-04-25,League Play,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 gold,phoenix rising 2016 red,4,4,2024-12-27,League Play,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 gold,elite arizona 2016 black,0,3,2025-03-02,League Play,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 gold,mesa soccer club 2016 gold,1,2,2025-01-31,League Play,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 gold,rsl-az west valley 2016 gold,0,3,2025-06-19,League Play,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 gold,maricopa soccer club 2016 red,3,2,2025-02-14,League Play,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 gold,desert 2016 white,4,0,2025-09-09,League Play,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 gold,desert 2016 white,0,0,2025-04-10,League Play,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 gold,queen creek soccer club 2016 blue,4,3,2025-05-09,League Play,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 gold,rsl-az west valley 2016 black,1,2,2025-07-05,League Play,https://rankings.gotsport.com/teams/u10_59
queen creek soccer club 2016 gold,paradise valley soccer club 2016 gold,1,1,2025-02-23,League Play,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 gold,tucson youth soccer 2016 gold,4,1,2025-04-02,League Play,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 gold,goodyear soccer club 2016 gold,0,4,2025-08-25,League Play,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 gold,mesa soccer club 2016 blue,4,1,2025-08-29,League Play,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 gold,glendale soccer club 2016 black,4,3,2025-03-24,League Play,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 gold,chandler soccer club 2016 red,0,0,2025-06-11,League Play,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 gold,paradise valley soccer club 2016 blue,4,1,2025-08-16,League Play,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 gold,tempe soccer club 2016 black,3,1,2025-01-14,League Play,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 gold,maricopa soccer club 2016 gold,3,4,2025-05-29,League Play,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 gold,tucson youth soccer 2016 white,3,2,2025-05-26,League Play,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 gold,paradise valley soccer club 2016 gold,4,2,2025-04-14,League Play,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 gold,chandler soccer club 2016 gold,1,1,2024-12-27,League Play,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 gold,queen creek soccer club 2016 blue,1,0,2025-06-08,League Play,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 gold,valley united 2016 white,0,4,2024-12-20,League Play,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 gold,casa grande soccer club 2016 black,0,0,2025-01-29,League Play,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 gold,maricopa soccer club 2016 red,4,2,2025-08-08,League Play,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 gold,gilbert soccer club 2016 gold,3,3,2025-03-20,League Play,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 gold,peoria soccer club 2016 gold,4,1,2025-01-24,League Play,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 gold,cave creek soccer club 2016 white,2,4,2025-01-07,League Play,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 gold,valley united 2016 black,0,3,2025-06-18,League Play,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 gold,az arsenal soccer club 2016 gold,0,0,2025-10-07,League Play,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 gold,rsl-az south 2016 gold,1,3,2025-09-22,League Play,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 gold,az soccer club 2016 white,3,3,2024-12-30,League Play,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 gold,chandler soccer club 2016 blue,3,4,2025-06-01,League Play,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 gold,rsl-az yuma 2016 gold,4,2,2025-08-23,League Play,https://rankings.gotsport.com/teams/u10_60
tempe soccer club 2016 white,chandler soccer club 2016 gold,2,2,2025-02-24,League Play,https://rankings.gotsport.com/teams/u10_61
tempe soccer club 2016 white,az arsenal soccer club 2016 gold,1,2,2025-08-22,League Play,https://rankings.gotsport.com/teams/u10_61
tempe soccer club 2016 white,casa grande soccer club 2016 gold,1,1,2025-04-13,League Play,https://rankings.gotsport.com/teams/u10_61
tempe soccer club 2016 white,az arsenal soccer club 2016 blue,0,2,2025-01-15,League Play,https://rankings.gotsport.com/teams/u10_61
tempe soccer club 2016 white,maricopa soccer club 2016 gold,0,1,2025-02-17,League Play,https://rankings.gotsport.com/teams/u10_61
tempe soccer club 2016 white,az arsenal soccer club 2016 gold,2,0,2025-09-01,League Play,https://rankings.gotsport.com/teams/u10_61
tempe soccer club 2016 white,chandler soccer club 2016 blue,1,4,2025-09-06,League Play,https://rankings.gotsport.com/teams/u10_61
tempe soccer club 2016 white,scottsdale soccer club 2016 gold,0,0,2025-02-02,League Play,https://rankings.gotsport.com/teams/u10_61
tempe soccer club 2016 white,buckeye soccer club 2016 gold,2,0,2025-06-18,League Play,https://rankings.gotsport.com/teams/u10_61
tempe soccer club 2016 white,paradise valley soccer club 2016 blue,2,2,2025-08-01,League Play,https://rankings.gotsport.com/teams/u10_61
tempe soccer club 2016 white,avondale soccer club 2016 red,3,4,2025-01-28,League Play,https://rankings.gotsport.com/teams/u10_61
tempe soccer club 2016 white,az arsenal soccer club 2016 blue,2,1,2025-03-12,League Play,https://rankings.gotsport.com/teams/u10_61
tempe soccer club 2016 white,rsl-az south 2016 blue,1,3,2025-09-15,League Play,https://rankings.gotsport.com/teams/u10_61
tempe soccer club 2016 white,az soccer club 2016 white,4,1,2025-03-01,League Play,https://rankings.gotsport.com/teams/u10_61
tempe soccer club 2016 white,phoenix rising 2016 red,0,4,2025-09-13,League Play,https://rankings.gotsport.com/teams/u10_61
tempe soccer club 2016 white,casa grande soccer club 2016 red,4,3,2025-05-19,League Play,https://rankings.gotsport.com/teams/u10_61
tempe soccer club 2016 white,peoria soccer club 2016 black,4,1,2025-01-03,League Play,https://rankings.gotsport.com/teams/u10_61
tempe soccer club 2016 white,gilbert soccer club 2016 red,1,1,2025-05-01,League Play,https://rankings.gotsport.com/teams/u10_61
tempe soccer club 2016 white,tucson youth soccer 2016 gold,2,4,2025-08-02,League Play,https://rankings.gotsport.com/teams/u10_61
tempe soccer club 2016 white,gilbert soccer club 2016 gold,3,1,2025-09-18,League Play,https://rankings.gotsport.com/teams/u10_61
tempe soccer club 2016 white,az arsenal soccer club 2016 gold,2,0,2025-09-06,League Play,https://rankings.gotsport.com/teams/u10_61
tempe soccer club 2016 white,mesa soccer club 2016 gold,3,0,2025-09-07,League Play,https://rankings.gotsport.com/teams/u10_61
tempe soccer club 2016 white,gilbert soccer club 2016 blue,3,0,2025-02-25,League Play,https://rankings.gotsport.com/teams/u10_61
tempe soccer club 2016 white,tucson youth soccer 2016 red,2,0,2025-02-22,League Play,https://rankings.gotsport.com/teams/u10_61
tempe soccer club 2016 white,az soccer club 2016 gold,3,3,2025-04-16,League Play,https://rankings.gotsport.com/teams/u10_61
rsl-az south 2016 gold,gilbert soccer club 2016 blue,0,2,2025-01-05,League Play,https://rankings.gotsport.com/teams/u10_62
rsl-az south 2016 gold,gilbert soccer club 2016 white,3,4,2025-02-03,League Play,https://rankings.gotsport.com/teams/u10_62
rsl-az south 2016 gold,buckeye soccer club 2016 blue,2,3,2025-09-24,League Play,https://rankings.gotsport.com/teams/u10_62
rsl-az south 2016 gold,goodyear soccer club 2016 gold,3,2,2025-06-28,League Play,https://rankings.gotsport.com/teams/u10_62
rsl-az south 2016 gold,peoria soccer club 2016 gold,0,0,2025-06-07,League Play,https://rankings.gotsport.com/teams/u10_62
rsl-az south 2016 gold,paradise valley soccer club 2016 blue,2,0,2025-03-29,League Play,https://rankings.gotsport.com/teams/u10_62
rsl-az south 2016 gold,rsl-az north 2016 black,3,4,2025-02-13,League Play,https://rankings.gotsport.com/teams/u10_62
rsl-az south 2016 gold,gilbert soccer club 2016 blue,2,3,2025-02-02,League Play,https://rankings.gotsport.com/teams/u10_62
rsl-az south 2016 gold,cave creek soccer club 2016 white,2,1,2025-07-07,League Play,https://rankings.gotsport.com/teams/u10_62
rsl-az south 2016 gold,queen creek soccer club 2016 blue,1,4,2025-07-07,League Play,https://rankings.gotsport.com/teams/u10_62
rsl-az south 2016 gold,paradise valley soccer club 2016 blue,3,3,2025-10-01,League Play,https://rankings.gotsport.com/teams/u10_62
rsl-az south 2016 gold,tucson youth soccer 2016 red,3,4,2025-07-14,League Play,https://rankings.gotsport.com/teams/u10_62
rsl-az south 2016 gold,tucson youth soccer 2016 red,3,4,2025-01-07,League Play,https://rankings.gotsport.com/teams/u10_62
rsl-az south 2016 gold,rsl-az yuma 2016 gold,3,4,2025-08-07,League Play,https://rankings.gotsport.com/teams/u10_62
rsl-az south 2016 gold,chandler soccer club 2016 gold,0,3,2025-07-01,League Play,https://rankings.gotsport.com/teams/u10_62
rsl-az south 2016 gold,scottsdale soccer club 2016 gold,4,4,2024-12-27,League Play,https://rankings.gotsport.com/teams/u10_62
rsl-az south 2016 gold,rsl-az north 2016 black,3,1,2025-09-26,League Play,https://rankings.gotsport.com/teams/u10_62
rsl-az south 2016 gold,rsl-az north 2016 black,2,1,2025-06-11,League Play,https://rankings.gotsport.com/teams/u10_62
rsl-az south 2016 gold,chandler soccer club 2016 blue,0,0,2025-03-16,League Play,https://rankings.gotsport.com/teams/u10_62
rsl-az south 2016 gold,scottsdale soccer club 2016 white,0,4,2025-04-14,League Play,https://rankings.gotsport.com/teams/u10_62
rsl-az south 2016 gold,rsl-az north 2016 black,2,4,2025-06-10,League Play,https://rankings.gotsport.com/teams/u10_62
rsl-az south 2016 gold,rsl-az north 2016 blue,0,4,2025-07-08,League Play,https://rankings.gotsport.com/teams/u10_62
rsl-az south 2016 gold,queen creek soccer club 2016 blue,3,0,2025-04-23,League Play,https://rankings.gotsport.com/teams/u10_62
rsl-az south 2016 gold,goodyear soccer club 2016 black,4,3,2025-09-08,League Play,https://rankings.gotsport.com/teams/u10_62
rsl-az south 2016 gold,tucson youth soccer 2016 gold,0,0,2025-08-01,League Play,https://rankings.gotsport.com/teams/u10_62
scottsdale soccer club 2016 gold,cave creek soccer club 2016 white,0,0,2025-02-09,League Play,https://rankings.gotsport.com/teams/u10_63
scottsdale soccer club 2016 gold,phoenix rising 2016 red,1,1,2025-01-23,League Play,https://rankings.gotsport.com/teams/u10_63
scottsdale soccer club 2016 gold,buckeye soccer club 2016 blue,2,2,2025-03-06,League Play,https://rankings.gotsport.com/teams/u10_63
scottsdale soccer club 2016 gold,mesa soccer club 2016 blue,2,1,2025-01-19,League Play,https://rankings.gotsport.com/teams/u10_63
scottsdale soccer club 2016 gold,maricopa soccer club 2016 gold,3,4,2025-05-04,League Play,https://rankings.gotsport.com/teams/u10_63
scottsdale soccer club 2016 gold,buckeye soccer club 2016 black,0,3,2025-05-29,League Play,https://rankings.gotsport.com/teams/u10_63
scottsdale soccer club 2016 gold,chandler soccer club 2016 blue,3,1,2025-10-10,League Play,https://rankings.gotsport.com/teams/u10_63
scottsdale soccer club 2016 gold,peoria soccer club 2016 black,0,0,2024-12-30,League Play,https://rankings.gotsport.com/teams/u10_63
scottsdale soccer club 2016 gold,avondale soccer club 2016 red,0,1,2025-07-13,League Play,https://rankings.gotsport.com/teams/u10_63
scottsdale soccer club 2016 gold,paradise valley soccer club 2016 blue,0,1,2025-01-20,League Play,https://rankings.gotsport.com/teams/u10_63
scottsdale soccer club 2016 gold,rsl-az west valley 2016 gold,1,2,2025-09-10,League Play,https://rankings.gotsport.com/teams/u10_63
scottsdale soccer club 2016 gold,paradise valley soccer club 2016 blue,3,4,2025-09-28,League Play,https://rankings.gotsport.com/teams/u10_63
scottsdale soccer club 2016 gold,goodyear soccer club 2016 gold,2,0,2025-05-19,League Play,https://rankings.gotsport.com/teams/u10_63
scottsdale soccer club 2016 gold,rsl-az yuma 2016 red,3,2,2025-07-04,League Play,https://rankings.gotsport.com/teams/u10_63
scottsdale soccer club 2016 gold,paradise valley soccer club 2016 white,2,0,2025-07-31,League Play,https://rankings.gotsport.com/teams/u10_63
scottsdale soccer club 2016 gold,paradise valley soccer club 2016 white,3,4,2025-06-30,League Play,https://rankings.gotsport.com/teams/u10_63
scottsdale soccer club 2016 gold,phoenix premier 2016 gold,4,4,2024-12-21,League Play,https://rankings.gotsport.com/teams/u10_63
scottsdale soccer club 2016 gold,elite arizona 2016 black,1,4,2025-03-06,League Play,https://rankings.gotsport.com/teams/u10_63
scottsdale soccer club 2016 gold,cave creek soccer club 2016 white,2,3,2025-07-20,League Play,https://rankings.gotsport.com/teams/u10_63
scottsdale soccer club 2016 gold,avondale soccer club 2016 white,0,2,2024-12-21,League Play,https://rankings.gotsport.com/teams/u10_63
scottsdale soccer club 2016 gold,rsl-az yuma 2016 gold,3,4,2025-02-20,League Play,https://rankings.gotsport.com/teams/u10_63
scottsdale soccer club 2016 gold,maricopa soccer club 2016 black,1,1,2025-06-30,League Play,https://rankings.gotsport.com/teams/u10_63
scottsdale soccer club 2016 gold,mesa soccer club 2016 blue,1,0,2025-05-08,League Play,https://rankings.gotsport.com/teams/u10_63
scottsdale soccer club 2016 gold,queen creek soccer club 2016 gold,1,0,2025-05-24,League Play,https://rankings.gotsport.com/teams/u10_63
scottsdale soccer club 2016 gold,queen creek soccer club 2016 blue,3,2,2025-02-25,League Play,https://rankings.gotsport.com/teams/u10_63
mesa soccer club 2016 gold,maricopa soccer club 2016 gold,2,0,2025-08-20,League Play,https://rankings.gotsport.com/teams/u10_64
mesa soccer club 2016 gold,maricopa soccer club 2016 gold,3,3,2025-06-07,League Play,https://rankings.gotsport.com/teams/u10_64
mesa soccer club 2016 gold,tucson youth soccer 2016 red,1,2,2025-08-19,League Play,https://rankings.gotsport.com/teams/u10_64
mesa soccer club 2016 gold,maricopa soccer club 2016 red,4,3,2025-04-23,League Play,https://rankings.gotsport.com/teams/u10_64
mesa soccer club 2016 gold,tucson youth soccer 2016 gold,3,3,2025-01-17,League Play,https://rankings.gotsport.com/teams/u10_64
mesa soccer club 2016 gold,apache junction soccer club 2016 red,1,2,2025-06-04,League Play,https://rankings.gotsport.com/teams/u10_64
mesa soccer club 2016 gold,fountain hills soccer club 2016 blue,1,3,2025-04-26,League Play,https://rankings.gotsport.com/teams/u10_64
mesa soccer club 2016 gold,cave creek soccer club 2016 black,4,1,2024-12-19,League Play,https://rankings.gotsport.com/teams/u10_64
mesa soccer club 2016 gold,peoria soccer club 2016 black,4,3,2025-05-16,League Play,https://rankings.gotsport.com/teams/u10_64
mesa soccer club 2016 gold,phoenix premier 2016 gold,4,4,2025-09-10,League Play,https://rankings.gotsport.com/teams/u10_64
mesa soccer club 2016 gold,az soccer club 2016 red,4,4,2025-02-25,League Play,https://rankings.gotsport.com/teams/u10_64
mesa soccer club 2016 gold,glendale soccer club 2016 black,2,2,2025-03-29,League Play,https://rankings.gotsport.com/teams/u10_64
mesa soccer club 2016 gold,tucson youth soccer 2016 gold,4,4,2025-05-08,League Play,https://rankings.gotsport.com/teams/u10_64
mesa soccer club 2016 gold,chandler soccer club 2016 blue,2,1,2025-02-19,League Play,https://rankings.gotsport.com/teams/u10_64
mesa soccer club 2016 gold,queen creek soccer club 2016 white,0,4,2025-02-16,League Play,https://rankings.gotsport.com/teams/u10_64
mesa soccer club 2016 gold,maricopa soccer club 2016 black,1,3,2025-05-05,League Play,https://rankings.gotsport.com/teams/u10_64
mesa soccer club 2016 gold,chandler soccer club 2016 gold,0,4,2025-04-02,League Play,https://rankings.gotsport.com/teams/u10_64
mesa soccer club 2016 gold,queen creek soccer club 2016 gold,3,1,2025-04-23,League Play,https://rankings.gotsport.com/teams/u10_64
mesa soccer club 2016 gold,buckeye soccer club 2016 gold,4,0,2025-08-31,League Play,https://rankings.gotsport.com/teams/u10_64
mesa soccer club 2016 gold,peoria soccer club 2016 gold,3,1,2025-07-01,League Play,https://rankings.gotsport.com/teams/u10_64
mesa soccer club 2016 gold,rsl-az yuma 2016 gold,2,0,2025-04-26,League Play,https://rankings.gotsport.com/teams/u10_64
mesa soccer club 2016 gold,rsl-az west valley 2016 black,1,3,2025-10-05,League Play,https://rankings.gotsport.com/teams/u10_64
mesa soccer club 2016 gold,tempe soccer club 2016 white,4,1,2025-08-11,League Play,https://rankings.gotsport.com/teams/u10_64
mesa soccer club 2016 gold,mesa soccer club 2016 blue,2,2,2025-02-12,League Play,https://rankings.gotsport.com/teams/u10_64
mesa soccer club 2016 gold,az arsenal soccer club 2016 gold,4,4,2025-05-23,League Play,https://rankings.gotsport.com/teams/u10_64
rsl-az west valley 2016 red,cave creek soccer club 2016 white,2,0,2025-04-23,League Play,https://rankings.gotsport.com/teams/u10_65
rsl-az west valley 2016 red,elite arizona 2016 blue,0,0,2025-01-29,League Play,https://rankings.gotsport.com/teams/u10_65
