Team,Goals For,Opponent,Goals Against,Date
14B GSA,6,Northwest 2014 Boys,0,2024-09-28
14B GSA,5,PRFC North Valley 14B Predator,2,2024-09-28
14B GSA,6,Northwest 2014 Boys,0,2024-09-28
14B GSA,1,Southeast 2014 Boys Red,1,2024-09-27
14B GSA,1,Southeast 2014 Boys Red,1,2024-09-27
14B GSA,8,Tuzos Halcones 2014,0,2024-09-21
14B GSA,0,Scottsdale 14 Sandsharks Select,1,2024-09-14
14B GSA,8,Legends FC AZ 14B Black,2,2024-09-14
14B GSA,6,Playmaker Futbol Academy 14B Black,2,2024-09-13
14B GSA,6,Playmaker Futbol Academy PRE-ECNL B14,2,2024-09-13
14B GSA,9,Madison FC 14 Blue Boys,0,2024-09-01
14B GSA,6,PSG 14B Blue,3,2024-08-31
14B GSA,4,Tuzos Royals 2014,1,2024-04-19
14B Geoff,1,Phoenix Premier FC 14B X-Factor,8,2025-09-21
14B Geoff,3,Tuzos Nogales 2014,1,2025-09-20
14B Geoff,1,14B NL #2,6,2025-09-19
14B Geoff,4,VSC 2014 Boys White,1,2025-04-06
14B Geoff,1,PRFC Scottsdale 14B Copa,2,2025-03-30
14B Geoff,2,Milan,2,2025-03-15
14B Geoff,0,Scottsdale 14 Sandsharks Black,4,2025-03-08
14B Geoff,0,14B Hinds,6,2025-03-01
14B Geoff,1,CDO 14B Elite,2,2025-02-01
14B Geoff,1,CDO 14B Elite,8,2025-01-25
14B Geoff,3,CAC 14/15B (Conroy),4,2025-01-18
14B Geoff,1,14B Hinds,8,2025-01-11
14B Geoff,6,VSC 2014 Boys White,3,2024-12-07
14B Geoff,1,VSC 2014 Boys White,0,2024-11-16
14B Geoff,1,Milan,4,2024-11-09
14B Geoff,5,CAC 14/15B (Conroy),3,2024-11-02
14B Geoff,2,CDO 14B Elite,2,2024-11-02
14B Geoff,1,CAC 14/15B (Conroy),3,2024-10-20
14B Geoff,0,Eagles F.C.,4,2024-10-19
14B Geoff,0,14B Blue #1,2,2024-10-19
14B Geoff,4,AZ Arsenal 14 Boys Teal SC,4,2024-09-21
14B Geoff,1,CDO 14B Elite,1,2024-09-20
14B Hermanson AL,2,Madison FC 14 Gold Boys,6,2025-10-04
14B Hermanson AL,2,Madison FC 14 Gold Boys,6,2025-10-04
14B Hermanson AL,1,Southeast 2014 Boys Green,2,2025-10-04
14B Hermanson AL,1,Southeast 2014 Boys Green,2,2025-10-04
14B Hermanson AL,0,14B Negrete Pre MLS Next,0,2025-09-21
14B Hermanson AL,0,CDO 14B Elite,1,2025-09-21
14B Hermanson AL,4,VSC 2014 Boys Green,5,2025-09-20
14B Hermanson AL,2,14B NL #1,3,2025-09-20
14B Hermanson AL,4,CCV Stars 14 Boys East Pre-ECNL,0,2025-09-14
14B Hermanson AL,4,14B Rueda,3,2025-09-13
14B Hermanson AL,2,State 48 FC Avondale 14 Black,3,2025-09-13
14B Hermanson AL,0,RSL-AZ Yuma 14 Boys Quinonez,5,2025-08-31
14B Hermanson AL,2,Dynamos SC 14B Gold,7,2025-08-30
14B Hermanson AL,0,PRFC Desert Foothills 14B Pre-Academy,6,2025-08-30
14B Hermanson AL,3,CDO 14B Elite,0,2025-04-06
14B Hermanson AL,1,14B Hinds,2,2025-04-06
14B Hermanson AL,1,14B Blue #1,0,2025-04-05
14B Hermanson AL,3,FC Sonora 14' B Dynamo,1,2025-04-03
14B Hermanson AL,4,PRFC Scottsdale 14B Copa,2,2025-03-29
14B Hermanson AL,7,Milan,0,2025-03-22
14B Hermanson AL,3,CDO 14B Elite,3,2025-03-08
14B Hermanson AL,0,14B Hinds,4,2025-03-05
14B Hermanson AL,2,Eagles F.C.,0,2025-02-16
14B Hermanson AL,2,RSL-AZ Yuma 14 Boys Quinonez,4,2025-02-15
14B Hermanson AL,2,CDO 14B Elite,3,2025-01-25
14B Hermanson AL,0,Eagles F.C.,0,2025-01-18
14B Hermanson AL,0,14 Boys Navy,2,2025-01-12
14B Hermanson AL,1,PRFC West Valley 14B Predator,6,2025-01-10
14B Hermanson AL,5,14B Hinds,1,2024-11-23
14B Hermanson AL,6,Milan,0,2024-11-10
14B Hermanson AL,2,Eagles F.C.,4,2024-10-26
14B Hermanson AL,2,Milan,0,2024-10-24
14B Hermanson AL,1,CDO 14B Premier,7,2024-10-18
14B Hermanson AL,0,AZ Arsenal 14 Boys Teal SC,2,2024-10-13
14B Hermanson AL,2,Legends FC AZ 14B Black,1,2024-10-12
14B Hermanson AL,2,RSL-AZ Yuma 14 Boys Quinonez,7,2024-09-15
14B Hermanson AL,3,14 Boys Navy,0,2024-09-15
14B Hermanson AL,4,Hustle Hard 2014- Boys,1,2024-09-14
14B Hermanson AL,6,CAC 14/15B (Conroy),1,2024-09-14
14B Hinds,0,AZ Arsenal 14 Boys Teal SC,2,2025-09-21
14B Hinds,2,Eagles F.C.,0,2025-09-21
14B Hinds,2,AZ Arsenal 14 Boys Teal SC,0,2025-09-20
14B Hinds,2,14B Blue #1,1,2025-09-19
14B Hinds,2,14B Hermanson AL,1,2025-04-06
14B Hinds,3,America 14b,1,2025-04-06
14B Hinds,1,Eagles F.C.,1,2025-04-05
14B Hinds,0,14B Moyer,3,2025-03-29
14B Hinds,5,PRFC Scottsdale 14B Copa,5,2025-03-29
14B Hinds,0,14 Pre-MLSN #1,12,2025-03-22
14B Hinds,6,14B Blue #1,2,2025-03-15
14B Hinds,3,Amore 2014 Boys,1,2025-03-09
14B Hinds,0,PRFC West Valley 14B Pre-Academy,1,2025-03-08
14B Hinds,4,14B Hermanson AL,0,2025-03-05
14B Hinds,6,14B Geoff,0,2025-03-01
14B Hinds,5,14B Felix Nogales,0,2025-02-15
14B Hinds,5,CAC 14/15B (Conroy),2,2025-01-18
14B Hinds,3,CDO 14B Elite,3,2025-01-11
14B Hinds,8,14B Geoff,1,2025-01-11
14B Hinds,2,Southeast 2014 Boys Green,2,2024-12-14
14B Hinds,2,Southeast 2014 Boys Green,2,2024-12-14
14B Hinds,1,14B Rueda,2,2024-12-14
14B Hinds,1,14B Hermanson AL,5,2024-11-23
14B Hinds,3,Milan,2,2024-11-02
14B Hinds,2,Milan,0,2024-10-19
14B Hinds,0,Eagles F.C.,6,2024-10-16
14B Hinds,0,14B Blue #1,1,2024-09-22
14B Hinds,7,VSC 2014 Boys White,0,2024-09-21
14B Hinds,2,14B Blue #1,0,2024-09-21
14B JDeutsch Pre-MLS Next,0,2014B West,2,2025-09-14
14B JDeutsch Pre-MLS Next,0,PRFC North Valley 14B PreAcademy,4,2025-04-27
14B JDeutsch Pre-MLS Next,2,PRFC North Valley 14B PreAcademy,4,2025-04-13
14B JDeutsch Pre-MLS Next,0,Playmaker Futbol Academy 14B Black,5,2025-04-12
14B JDeutsch Pre-MLS Next,5,2014B West,1,2025-03-08
14B JDeutsch Pre-MLS Next,1,PRFC North Valley 14B PreAcademy,1,2025-03-01
14B JDeutsch Pre-MLS Next,0,Playmaker Futbol Academy 14B Black,5,2025-02-23
14B JDeutsch Pre-MLS Next,2,Southeast 2014 Boys Red,3,2025-01-12
14B JDeutsch Pre-MLS Next,2,2014B West,2,2025-01-11
14B JDeutsch Pre-MLS Next,2,PRFC North Valley 14B PreAcademy,2,2024-12-14
14B JDeutsch Pre-MLS Next,2,Southeast 2014 Boys Red,3,2024-11-09
14B JDeutsch Pre-MLS Next,3,Tuzos Royals 2014,3,2024-11-09
14B JDeutsch Pre-MLS Next,2,Legends FC AZ 14B Black,1,2024-10-20
14B JDeutsch Pre-MLS Next,2,Excel Soccer Academy 14B Red,1,2024-10-06
14B JDeutsch Pre-MLS Next,5,Playmaker Futbol Academy 14B Black,3,2024-09-29
14B JDeutsch Pre-MLS Next,3,AZ Arsenal Pre-ECNL B14,2,2024-09-20
14B JDeutsch Pre-MLS Next,4,Brazas 2014 Boys Black Marcos,0,2024-09-15
14B Laroussi,2,14 Cityzens,5,2025-09-27
14B Laroussi,0,Phoenix Premier FC 14B SW Black,12,2025-09-20
14B Laroussi,1,Playmaker Futbol Academy 14B Black,8,2025-09-13
14B Laroussi,0,Bala FC - 2014B,4,2025-09-13
14B Laroussi,2,PRFC North Valley 14B Copa,5,2025-03-07
14B Laroussi,1,AZEV B2014 (WHITE),4,2025-02-22
14B Laroussi,6,PRFC North Valley 14B Copa,5,2025-02-15
14B Laroussi,3,NOS Santos 14 Boys White,5,2025-02-08
14B Laroussi,5,PSG 14B Blue,7,2025-01-25
14B Laroussi,4,Tuzos 2014 Nava,6,2025-01-11
14B Laroussi,3,Phoenix Premier FC 14B White,5,2024-12-13
14B Laroussi,0,RSL-AZ Yuma 14 Boys Quinonez,2,2024-09-15
14B Laroussi,2,Phoenix Premier FC 14B White,0,2024-09-14
14B Midhaan,3,Bala FC - 2014B,3,2025-09-14
14B Midhaan,0,Playmaker Futbol Academy 14B Black,9,2025-09-13
14B Midhaan,3,PRFC Scottsdale 14B Copa,1,2025-04-19
14B Midhaan,4,East Valley NSFC 14 Boys Tiggs,3,2025-04-18
14B Midhaan,2,PRFC Southeast Valley 14B Predator,3,2025-02-22
14B Midhaan,1,14 Boys Navy,4,2025-02-15
14B Midhaan,5,ASA 014B Magic,0,2025-02-08
14B Midhaan,1,Select 14B Red,6,2025-01-25
14B Midhaan,7,ASA 014B Magic,3,2024-12-06
14B Midhaan,1,14 Boys Navy,5,2024-11-09
14B Midhaan,2,Select 14B Red,5,2024-11-08
14B Midhaan,5,PRFC Scottsdale 14B Predator,5,2024-10-27
14B Midhaan,6,14 Boys Navy,2,2024-10-25
14B Midhaan,0,2014 Tuzos Academy FV,12,2024-10-19
14B Midhaan,3,Legends FC AZ 14B Black,5,2024-10-13
14B Midhaan,4,2014 Rush Boys,4,2024-10-12
14B Midhaan,4,AZ Arsenal 14 Boys Teal SC,6,2024-10-11
14B Midhaan,4,Real Arizona 2014,14,2024-09-07
14B Moyer,4,14B Engilman,1,2025-09-14
14B Moyer,9,NOS Santos 14 Boys White,0,2025-09-13
14B Moyer,1,Tuzos Royals 14 Pre-Academy,2,2025-09-12
14B Moyer,3,FC Arizona 14B Black GFC Suenaga U12,2,2025-09-06
14B Moyer,0,PRFC Scottsdale 14B Pre-Academy,2,2025-04-13
14B Moyer,3,Madison FC 14 Gold Boys,5,2025-04-12
14B Moyer,3,14B Hinds,0,2025-03-29
14B Moyer,1,PRFC North Valley 14B Predator,0,2025-03-09
14B Moyer,3,East Valley NSFC 14 Boys Aguirre,2,2025-03-08
14B Moyer,3,Playmaker Futbol Academy 14B Gold,3,2025-03-08
14B Moyer,1,Phoenix Premier FC 14B Black,1,2025-03-02
14B Moyer,3,Tuzos Halcones 2014,1,2025-02-08
14B Moyer,0,CDO 14B Premier,1,2025-01-18
14B Moyer,0,Madison FC 14 Gold Boys,5,2025-01-11
14B Moyer,1,PRFC Scottsdale 14B Pre-Academy,3,2024-12-14
14B Moyer,2,PRFC West Valley 14B Pre-Academy,0,2024-12-14
14B Moyer,1,14B Engilman,4,2024-12-07
14B Moyer,2,Playmaker Futbol Academy 14B Black,5,2024-11-23
14B Moyer,0,2014B West,7,2024-11-02
14B Moyer,1,Tuzos Academy Mesa 2014,5,2024-10-26
14B Moyer,1,Playmaker Futbol Academy 14B Gold,2,2024-10-19
14B Moyer,1,NOS Santos 14 Boys Blue,5,2024-09-28
14B Moyer,2,14B Engilman,1,2024-09-15
14B Moyer,0,Northwest 2014 Boys,3,2024-09-14
14B Moyer,5,14 Boys Navy,2,2024-04-28
14B Moyer,0,Sun Warriors 15/16 Boys,5,2024-04-27
14B NL #1,0,14B Negrete Pre MLS Next,1,2025-09-21
14B NL #1,3,14B Hermanson AL,2,2025-09-20
14B NL #1,5,CDO 14B Elite,0,2025-09-20
14B NL #1,1,VSC 2014 Boys Green,4,2025-09-19
14B NL #1,3,Deportivo Mexico 14B,0,2025-04-05
14B NL #1,6,PRFC Southeast Valley 14B Pre-Academy,1,2025-03-22
14B NL #1,1,CDO 14B Premier,3,2025-03-01
14B NL #1,5,CDO 14B Premier,1,2025-02-15
14B NL #1,3,VSC 2014 Boys Green,0,2024-12-28
14B NL #1,6,CDO 14B Premier,2,2024-12-07
14B NL #1,3,CDO 14B Premier,4,2024-11-16
14B NL #1,4,VSC 2014 Boys Green,1,2024-09-21
14B NL #2,2,AZ Arsenal 14 Boys Teal MC,3,2025-09-21
14B NL #2,2,Tuzos Nogales 2014,0,2025-09-20
14B NL #2,6,14B Geoff,1,2025-09-19
14B NL #2,0,Milan,1,2025-02-15
14B NL #2,2,VSC 2014 Boys Green,4,2025-02-01
14B NL #2,2,CDO 14B Premier,1,2025-01-25
14B NL #2,4,Deportivo Mexico 14B,0,2024-11-23
14B NL #2,4,VSC 2014 Boys Green,2,2024-11-02
14B NL #2,3,14B Blue #1,0,2024-10-26
14B NL #2,3,FC Sonora 14' B Dynamo,0,2024-10-12
14B NL #2,0,AZ Arsenal 14 Boys Teal SC,1,2024-09-22
14B NL #2,3,CAC 14/15B (Conroy),0,2024-09-21
14B Negrete Pre MLS Next,2,U-12 (2014) Boys Pre Academy Blue,1,2025-10-04
14B Negrete Pre MLS Next,1,14B NL #1,0,2025-09-21
14B Negrete Pre MLS Next,0,14B Hermanson AL,0,2025-09-21
14B Negrete Pre MLS Next,0,CCV Stars 14 Boys North Pre-ECNL,4,2025-09-20
14B Negrete Pre MLS Next,2,VSC 2014 Boys Green,2,2025-09-20
14B Negrete Pre MLS Next,8,CDO 14B Elite,0,2025-09-19
14B Negrete Pre MLS Next,5,Playmaker Futbol Academy 14B Gold,6,2025-04-27
14B Negrete Pre MLS Next,6,14 Boys Navy,0,2025-04-13
14B Negrete Pre MLS Next,10,Phoenix Valley Soccer Club boys 2014,0,2025-04-12
14B Negrete Pre MLS Next,4,West Valley 2014 Boys Martinez Pre-Elite64,1,2025-03-29
14B Negrete Pre MLS Next,2,14B Velasco,6,2025-03-02
14B Negrete Pre MLS Next,5,AZ Arsenal 14 Boys Teal SC,0,2024-11-10
14B Negrete Pre MLS Next,4,Playmaker Futbol Academy 14B Black,4,2024-10-27
14B Negrete Pre MLS Next,1,AZ Arsenal Pre-ECNL B14,5,2024-10-26
14B Negrete Pre MLS Next,2,Excel Soccer Academy 14B Red,5,2024-10-20
14B Negrete Pre MLS Next,1,Legends FC AZ 14B Black,6,2024-10-19
14B Negrete Pre MLS Next,8,CDO 14B Elite,0,2024-10-05
14B Negrete Pre MLS Next,1,PRFC North Valley 14B PreAcademy,4,2024-09-22
14B Rayados Blue AL,4,Southeast 2014 Boys Green,4,2025-10-05
14B Rayados Blue AL,4,Southeast 2014 Boys Green,4,2025-10-05
14B Rayados Blue AL,1,14 Pre-MLSN #2,5,2025-10-04
14B Rayados Blue AL,1,14 Pre-MLSN #2,5,2025-10-04
14B Rayados Blue AL,2,Madison FC 14 Gold Boys,2,2025-09-21
14B Rayados Blue AL,2,Madison FC 14 Gold Boys,2,2025-09-21
14B Rayados Blue AL,2,AZ Arsenal Pre-ECNL B14,2,2025-02-02
14B Rayados Blue AL,3,Playmaker Futbol Academy 14B Black,0,2024-12-08
14B Rayados Blue AL,4,PRFC North Valley 14B PreAcademy,3,2024-10-05
14B Rayados Blue AL,2,Excel Soccer Academy 14B Red,6,2024-09-29
14B Rayados Blue AL,1,14B Velasco,8,2024-09-22
14B Rayados Blue AL,2,Legends FC AZ 14B Black,6,2024-09-21
14B Rueda,3,PRFC Southeast Valley 14B Predator,2,2025-10-04
14B Rueda,1,State 48 FC Avondale 14 Black,6,2025-09-20
14B Rueda,0,State 48 FC Avondale 14 Black,2,2025-09-14
14B Rueda,3,CCV Stars 14 Boys East Pre-ECNL,1,2025-09-13
14B Rueda,3,14B Hermanson AL,4,2025-09-13
14B Rueda,2,AZEV B2014 (WHITE),5,2025-09-06
14B Rueda,0,14 Boys Navy,7,2025-03-08
14B Rueda,2,Amore 2014 Boys,2,2025-03-07
14B Rueda,0,2014 Boys Yellow,2,2025-03-01
14B Rueda,3,PRFC North Valley 14B Copa,2,2025-02-22
14B Rueda,0,Southeast 2014 Boys Green,2,2025-02-21
14B Rueda,0,Legends FC AZ 14B Black,3,2025-02-15
14B Rueda,0,Scottsdale 14 Sandsharks Select,3,2025-02-08
14B Rueda,0,West Valley 2014 Boys Martinez Pre-Elite64,10,2025-02-01
14B Rueda,1,PRFC Scottsdale 14B Pre-Academy,9,2025-01-25
14B Rueda,1,Legends FC AZ 14B Black,5,2025-01-04
14B Rueda,1,Northwest 2014 Boys,2,2024-12-15
14B Rueda,2,14B Hinds,1,2024-12-14
14B Rueda,0,Scottsdale 14 Sandsharks Select,5,2024-12-12
14B Rueda,2,PRFC West Valley 14B Pre-Academy,1,2024-10-26
14B Rueda,6,PRFC North Valley 14B Copa,2,2024-10-19
14B Rueda,9,PRFC Scottsdale 14B Predator,2,2024-10-12
14B Rueda,4,14 Cityzens,7,2024-09-21
14B Rueda,4,14 Cityzens,1,2024-09-15
14B Rueda,2,West Valley 2014 Boys Martinez Pre-Elite64,9,2024-09-14
14B Velasco,3,PRFC North Valley 14B Predator,0,2025-09-27
14B Velasco,6,14B Engilman,1,2025-09-20
14B Velasco,0,Southeast 2014 Boys Red,3,2025-09-14
14B Velasco,1,Playmaker Futbol Academy PRE-ECNL B14,5,2025-09-13
14B Velasco,2,Phoenix Premier FC 14B Black,3,2025-04-27
14B Velasco,2,PRFC North Valley 14B PreAcademy,4,2025-04-13
14B Velasco,4,East Valley NSFC 14 Boys Aguirre,1,2025-04-11
14B Velasco,2,NOS Santos 14 Boys Blue,2,2025-04-04
14B Velasco,1,Southeast 2014 Boys Green,2,2025-03-08
14B Velasco,5,2014B West,1,2025-03-08
14B Velasco,3,14B Engilman,2,2025-03-08
14B Velasco,6,14B Negrete Pre MLS Next,2,2025-03-02
14B Velasco,1,PRFC North Valley 14B PreAcademy,1,2025-03-01
14B Velasco,0,AZEV B2014 (NAVY),1,2025-02-22
14B Velasco,0,Legends FC AZ 14B Black,5,2025-02-20
14B Velasco,6,PRFC Southeast Valley 14B Pre-Academy,2,2025-02-01
14B Velasco,5,14B GSA,8,2025-01-25
14B Velasco,3,East Valley NSFC 14 Boys Aguirre,1,2025-01-18
14B Velasco,3,West Valley 2014 Boys Martinez Pre-Elite64,2,2025-01-12
14B Velasco,2,Southeast 2014 Boys Red,3,2025-01-12
14B Velasco,4,Northwest 2014 Boys,1,2025-01-11
14B Velasco,1,AZEV B2014 (NAVY),1,2025-01-11
14B Velasco,2,2014B West,2,2025-01-11
14B Velasco,7,14B Engilman,2,2025-01-03
14B Velasco,0,AZSC 14B Perez,1,2024-12-15
14B Velasco,8,Playmaker Futbol Academy 14B Gold,1,2024-12-15
14B Velasco,2,CDO 14B Premier,0,2024-12-14
14B Velasco,2,PRFC North Valley 14B PreAcademy,2,2024-12-14
14B Velasco,2,AZSC 14B Perez,2,2024-12-14
14B Velasco,5,CCV Stars 14 Boys South Pre-ECNL,1,2024-12-08
14B Velasco,10,CCV Stars 14 Boys West Pre-ECNL,2,2024-12-07
14B Velasco,2,Southeast 2014 Boys Red,3,2024-11-09
14B Velasco,4,Tuzos Academy Mesa 2014,5,2024-11-09
14B Velasco,3,Tuzos Royals 2014,3,2024-11-09
14B Velasco,2,PRFC Southeast Valley 14B Pre-Academy,0,2024-11-02
14B Velasco,4,14B Antunez Pre-MLS Next,0,2024-10-26
14B Velasco,6,14B Engilman,0,2024-10-26
14B Velasco,2,Dynamos SC 14B SC,1,2024-10-20
14B Velasco,0,2014B West,1,2024-10-19
14B Velasco,2,Excel Soccer Academy 14B Red,1,2024-10-06
14B Velasco,5,14 Pre-MLSN #2,1,2024-10-05
14B Velasco,5,Playmaker Futbol Academy PRE-ECNL B14,3,2024-09-29
14B Velasco,1,14 Pre-MLSN #1,2,2024-09-28
14B Velasco,8,14B Rayados Blue AL,1,2024-09-22
14B Velasco,1,NOS Santos 14 Boys Blue,1,2024-09-21
14B Velasco,3,AZ Arsenal Pre-ECNL B14,2,2024-09-20
14B Velasco,4,Brazas 2014 Boys Black Marcos,0,2024-09-15
14B Velasco,3,West Valley 2014 Boys Martinez Pre-Elite64,1,2024-09-15
14B Velasco,3,AZ Inferno 14 Boys Black,0,2024-09-14
14B Velasco,5,14B Antunez Pre-MLS Next,0,2024-09-14
14B Velasco,3,East Valley NSFC 14 Boys Aguirre,0,2024-09-14
2014 Boys Blue,0,Synergy FC 14 B,1,2025-09-20
2014 Boys Blue,0,AZEV B2014 (NAVY),4,2025-09-06
2014 Boys Blue,0,Real Arizona 2014,6,2025-03-23
2014 Boys Blue,2,State 48 FC Avondale 14 White,2,2025-03-22
2014 Boys Blue,2,State 48 FC Avondale 14 Black,2,2025-03-22
2014 Boys Blue,4,CCV Stars 14 Boys South Orange,1,2025-03-21
2014 Boys Blue,4,14 Boys Navy,1,2025-03-21
2014 Boys Blue,2,14 Cityzens,1,2025-03-16
2014 Boys Blue,1,PRFC North Valley 14B Copa,4,2025-03-16
2014 Boys Blue,2,State 48 FC Avondale 14 Black,3,2025-03-15
2014 Boys Blue,2,State 48 FC Avondale 14 White,3,2025-03-15
2014 Boys Blue,1,AZSC 2014B Pre-NL Premier 2,5,2025-03-01
2014 Boys Blue,2,Select 14B,2,2025-02-22
2014 Boys Blue,2,La Academia 14B,2,2025-02-08
2014 Boys Blue,0,Tuzos Academy Mesa 2014,4,2025-02-01
2014 Boys Blue,3,PRFC Scottsdale 14B Copa,0,2025-01-25
2014 Boys Blue,1,AZ Arsenal 14 Boys Teal CB,3,2025-01-12
2014 Boys Blue,3,Amore 2014 Boys,3,2025-01-12
2014 Boys Blue,1,Phoenix Valley Soccer Club boys 2014,1,2025-01-11
2014 Boys Blue,3,14 Boys Navy,2,2025-01-11
2014 Boys Blue,3,CCV Stars 14 Boys South Orange,2,2025-01-11
2014 Boys Blue,0,FC Elite Arizona 2014 Boys (ARCHIVED),5,2024-12-14
2014 Boys Blue,1,AZ Arsenal 14 Boys Select,0,2024-12-13
2014 Boys Blue,0,PRFC West Valley 14B Predator,8,2024-12-08
2014 Boys Blue,4,CCV Stars 14 Boys South Orange,3,2024-12-07
2014 Boys Blue,4,14 Boys Navy,3,2024-12-07
2014 Boys Blue,4,Amore 2014 Boys,4,2024-12-07
2014 Boys Blue,2,Synergy FC 14 B,4,2024-11-23
2014 Boys Blue,0,Phoenix United 2014 Academy,5,2024-11-16
2014 Boys Blue,1,Phoenix United 2014 Academy,4,2024-11-10
2014 Boys Blue,0,Real Arizona 2014,5,2024-11-09
2014 Boys Blue,5,Select 14B,2,2024-11-09
2014 Boys Blue,4,Tuzos Titanes 2014,1,2024-11-02
2014 Boys Blue,3,Synergy FC 14 B,2,2024-10-04
2014 Boys Blue,1,14 Boys Navy,3,2024-09-21
2014 Boys Blue,7,East Valley NSFC 14 Boys Tiggs,0,2024-09-14
2014 Boys Yellow,6,14 Boys Navy,2,2025-09-20
2014 Boys Yellow,3,Scottsdale 14 Sandsharks Black,1,2025-09-13
2014 Boys Yellow,6,Playmaker Futbol Academy 14B Black,8,2025-04-13
2014 Boys Yellow,6,Playmaker Futbol Academy 14B Gold,8,2025-04-13
2014 Boys Yellow,1,CCV Stars 14 Boys South Pre-ECNL,4,2025-04-12
2014 Boys Yellow,1,FC Elite Arizona 2014 Boys (ARCHIVED),0,2025-03-23
2014 Boys Yellow,1,FC Elite Arizona 2014 Boys (ARCHIVED),2,2025-03-22
2014 Boys Yellow,6,Excel Soccer Academy 14B Black,1,2025-03-22
2014 Boys Yellow,6,Phoenix United 2014 Academy,0,2025-03-21
2014 Boys Yellow,2,U-12 (2014) Boys Pre Academy Blue,1,2025-03-19
2014 Boys Yellow,0,14 Boys Navy,0,2025-03-16
2014 Boys Yellow,0,CCV Stars 14 Boys North Orange,0,2025-03-16
2014 Boys Yellow,4,Phoenix United 2014 Premier,3,2025-03-15
2014 Boys Yellow,4,Phoenix United 2014 Premier,3,2025-03-15
2014 Boys Yellow,2,14B Rueda,0,2025-03-01
2014 Boys Yellow,1,PRFC Scottsdale 14B Pre-Academy,2,2025-02-28
2014 Boys Yellow,2,14 Boys Navy,3,2025-02-15
2014 Boys Yellow,2,CCV Stars 14 Boys North Orange,3,2025-02-15
2014 Boys Yellow,2,Legends FC AZ 14B Black,1,2025-02-08
2014 Boys Yellow,1,Scottsdale 14 Sandsharks Select,1,2025-02-01
2014 Boys Yellow,1,Scottsdale 14 Sandsharks Select,1,2025-02-01
2014 Boys Yellow,1,West Valley 2014 Boys Martinez Pre-Elite64,0,2025-01-25
2014 Boys Yellow,3,Playmaker Futbol Academy 14B Gold,1,2025-01-19
2014 Boys Yellow,1,FC Elite Arizona 2014 Boys (ARCHIVED),3,2025-01-18
2014 Boys Yellow,0,Excel Soccer Academy 14B Black,1,2025-01-17
2014 Boys Yellow,2,CCV Stars 14 Boys North Orange,3,2024-12-08
2014 Boys Yellow,2,14 Boys Navy,3,2024-12-08
2014 Boys Yellow,2,PRFC Southeast Valley 14B Predator-Central,1,2024-12-07
2014 Boys Yellow,3,Tuzos Halcones 2014,2,2024-12-07
2014 Boys Yellow,3,Phoenix United 2014 Premier,2,2024-11-16
2014 Boys Yellow,3,U-12 (2014) Boys Pre Academy Blue,0,2024-11-02
2014 Boys Yellow,4,PRFC Southeast Valley 14B Predator,1,2024-10-27
2014 Boys Yellow,3,PRFC Scottsdale 14B Pre-Academy,6,2024-10-26
2014 Boys Yellow,1,PRFC Southeast Valley 14B Pre-Academy,0,2024-10-25
2014 Boys Yellow,1,PRFC Scottsdale 14B Pre-Academy,5,2024-10-18
2014 Boys Yellow,0,Madison FC 14 Gold Boys,1,2024-10-05
2014 Boys Yellow,0,Madison FC 14 Gold Boys,1,2024-10-05
2014 Boys Yellow,3,PRFC Southeast Valley 14B Predator-Central,2,2024-09-21
2014 Boys Yellow,1,14 Boys Navy,2,2024-09-14
2014 Boys Yellow,1,CCV Stars 14 Boys North Orange,2,2024-09-14
2014 Boys Yellow,2,East Valley NSFC 14 Boys Aguirre,2,2024-09-07
2014 Boys Yellow,1,Playmaker Futbol Academy PRE-ECNL B14,8,2024-04-27
2014 Boys Yellow,4,Excel Soccer Academy 14B Red,3,2024-04-20
2014 Boys Yellow,4,Excel Soccer Academy 14B Red,3,2024-04-20
2014 Elite,3,Southeast 2014 Boys Blue,0,2025-09-28
2014 Elite,6,Madison FC 14 Gold Boys,5,2025-06-01
2014 Elite,9,Tuzos Royals 2014,0,2025-04-13
2014 Elite,10,Southeast 2014 Boys Blue,0,2025-04-13
2014 Elite,7,Southeast 2014 Boys Red,1,2025-04-12
2014 Elite,8,AZ Arsenal Pre-ECNL B14,1,2025-04-12
2014 Elite,1,14B GSA,1,2025-03-30
2014 Elite,1,Legends FC AZ 14B Black,0,2025-03-23
2014 Elite,4,Tuzos Royals 2014,0,2025-03-22
2014 Elite,1,Playmaker Futbol Academy 14B Black,3,2025-02-08
2014 Rush Boys,1,AZ Inferno 14 Boys Black,2,2025-10-04
2014 Rush Boys,6,CCV Stars 14 Boys South Orange,3,2025-09-20
2014 Rush Boys,0,Select 14B,4,2025-09-13
2014 Rush Boys,5,Hustle Hard 2014- Boys,3,2025-04-13
2014 Rush Boys,4,AZ Arsenal 14 Boys Teal MC,3,2025-04-12
2014 Rush Boys,6,AZ Arsenal 14 Boys Select,1,2025-04-12
2014 Rush Boys,5,Playmaker Futbol Academy 14B Gold,3,2025-04-11
2014 Rush Boys,3,Phoenix Valley Soccer Club boys 2014,1,2025-03-23
2014 Rush Boys,2,Phoenix Premier FC 14B White,1,2025-03-22
2014 Rush Boys,6,FSC United 14 Boys,2,2025-03-22
2014 Rush Boys,4,PRFC North Valley 14B Copa,2,2025-03-08
2014 Rush Boys,1,CCV Stars 14 Boys North Navy,2,2025-02-18
